,,,,,Gecode,OGSA,Preferred,Objective Ratio
1,13,anti_first_fail,indomain_min,obj,2029800.0,2027100.0,2331600.0,0.9986698196866687
1,13,anti_first_fail,indomain_min,time,60.0,0.00023192400112748146,,3.865400018791358e-06
1,14,anti_first_fail,indomain_min,obj,526035.0,526035.0,554435.0,1.0
1,14,anti_first_fail,indomain_min,time,60.0,0.0002109960187226534,,3.516600312044223e-06
1,15,anti_first_fail,indomain_min,obj,1019615.0,1019420.0,1333415.0,0.9998087513424184
1,15,anti_first_fail,indomain_min,time,60.0,0.0002179460134357214,,3.632433557262023e-06
1,16,anti_first_fail,indomain_min,obj,128863.0,128863.0,287443.0,1.0
1,16,anti_first_fail,indomain_min,time,60.0,0.00018984312191605568,,3.1640520319342613e-06
1,17,anti_first_fail,indomain_min,obj,598900.0,475305.0,906105.0,0.7936299883119051
1,17,anti_first_fail,indomain_min,time,60.0,0.00030303187668323517,,5.050531278053919e-06
1,18,anti_first_fail,indomain_min,obj,1327078.0,1238578.0,1722878.0,0.9333121338760796
1,18,anti_first_fail,indomain_min,time,60.0,0.00021213805302977562,,3.535634217162927e-06
1,19,anti_first_fail,indomain_min,obj,762573.0,761173.0,5100373.0,0.9981641101901064
1,19,anti_first_fail,indomain_min,time,60.0,0.0002282408531755209,,3.804014219592015e-06
1,20,anti_first_fail,indomain_min,obj,771707.0,766322.0,1023722.0,0.9930219629989102
1,20,anti_first_fail,indomain_min,time,70.0,0.00019475608132779598,,2.7822297332542285e-06
1,21,anti_first_fail,indomain_min,obj,1414607.0,1238266.0,8275607.0,0.8753427630430218
1,21,anti_first_fail,indomain_min,time,60.0,0.0002389338333159685,,3.982230555266142e-06
1,22,anti_first_fail,indomain_min,obj,2969825.0,2649942.0,3235142.0,0.8922889395839823
1,22,anti_first_fail,indomain_min,time,60.0,0.00021602585911750793,,3.600430985291799e-06
1,23,anti_first_fail,indomain_min,obj,167205.0,167205.0,167205.0,1.0
1,23,anti_first_fail,indomain_min,time,60.0,0.00021666288375854492,,3.6110480626424155e-06
1,24,anti_first_fail,indomain_min,obj,2172505.0,1838920.0,2319970.0,0.8464514466019641
1,24,anti_first_fail,indomain_min,time,60.0,0.00024459604173898697,,4.076600695649782e-06
1,25,anti_first_fail,indomain_min,obj,1050380.0,1042380.0,1223860.0,0.9923837087530227
1,25,anti_first_fail,indomain_min,time,70.0,0.00020782812498509884,,2.9689732140728405e-06
1,26,anti_first_fail,indomain_min,obj,1737900.0,1328850.0,1711450.0,0.7646297255308131
1,26,anti_first_fail,indomain_min,time,70.0,0.00029024994000792503,,4.146427714398929e-06
1,27,anti_first_fail,indomain_min,obj,2035432.0,2035432.0,3437232.0,1.0
1,27,anti_first_fail,indomain_min,time,60.0,0.0001681600697338581,,2.802667828897635e-06
1,28,anti_first_fail,indomain_min,obj,1865980.0,1865500.0,3030256.0,0.9997427625162113
1,28,anti_first_fail,indomain_min,time,60.0,0.00018943985924124718,,3.1573309873541196e-06
1,29,anti_first_fail,indomain_min,obj,1125980.0,1125980.0,1236580.0,1.0
1,29,anti_first_fail,indomain_min,time,60.0,0.00016024685464799404,,2.6707809107999005e-06
1,30,anti_first_fail,indomain_min,obj,3352100.0,3346700.0,4945300.0,0.9983890695384983
1,30,anti_first_fail,indomain_min,time,60.0,0.00019835191778838634,,3.305865296473106e-06
1,31,anti_first_fail,indomain_min,obj,1421797.0,1340797.0,4990497.0,0.9430298418128608
1,31,anti_first_fail,indomain_min,time,60.0,0.00026265112683176994,,4.377518780529499e-06
1,32,anti_first_fail,indomain_min,obj,3534300.0,3515100.0,13128800.0,0.9945675239792887
1,32,anti_first_fail,indomain_min,time,70.0,0.0002688518725335598,,3.840741036193711e-06
1,33,anti_first_fail,indomain_min,obj,1368467.0,1368467.0,1385767.0,1.0
1,33,anti_first_fail,indomain_min,time,60.0,0.0001672778744250536,,2.7879645737508934e-06
1,34,anti_first_fail,indomain_min,obj,533344.0,533344.0,533344.0,1.0
1,34,anti_first_fail,indomain_min,time,60.0,0.0001581348478794098,,2.6355807979901632e-06
1,35,anti_first_fail,indomain_min,obj,2472800.0,2472800.0,2909800.0,1.0
1,35,anti_first_fail,indomain_min,time,70.0,0.00024137785658240318,,3.448255094034331e-06
1,36,anti_first_fail,indomain_min,obj,2231524.0,2231524.0,11961524.0,1.0
1,36,anti_first_fail,indomain_min,time,90.0,0.00016535818576812744,,1.837313175201416e-06
1,37,anti_first_fail,indomain_min,obj,358288.0,332224.0,678424.0,0.927254052605725
1,37,anti_first_fail,indomain_min,time,70.0,0.00020667281933128834,,2.9524688475898334e-06
1,38,anti_first_fail,indomain_min,obj,1715430.0,1715430.0,11217480.0,1.0
1,38,anti_first_fail,indomain_min,time,70.0,0.0001591220498085022,,2.27317214012146e-06
1,39,anti_first_fail,indomain_min,obj,603856.0,603856.0,918856.0,1.0
1,39,anti_first_fail,indomain_min,time,70.0,0.00020393985323607922,,2.913426474801132e-06
1,40,anti_first_fail,indomain_min,obj,1923900.0,1919080.0,2670780.0,0.997494672280264
1,40,anti_first_fail,indomain_min,time,70.0,0.00020264904014766216,,2.894986287823745e-06
1,41,anti_first_fail,indomain_min,obj,2436189.0,2435225.0,4669714.0,0.999604299994787
1,41,anti_first_fail,indomain_min,time,60.0,0.00022518192417919636,,3.7530320696532725e-06
1,42,anti_first_fail,indomain_min,obj,1583368.0,1518568.0,4174616.0,0.9590745802618217
1,42,anti_first_fail,indomain_min,time,60.0,0.0002286587841808796,,3.810979736347993e-06
1,43,anti_first_fail,indomain_min,obj,928798.0,426442.0,606292.0,0.4591332022678774
1,43,anti_first_fail,indomain_min,time,60.0,0.00021483213640749454,,3.5805356067915756e-06
1,44,anti_first_fail,indomain_min,obj,1795120.0,1781970.0,2431870.0,0.9926745844288961
1,44,anti_first_fail,indomain_min,time,70.0,0.0002139389980584383,,3.056271400834833e-06
1,45,anti_first_fail,indomain_min,obj,528036.0,528036.0,923136.0,1.0
1,45,anti_first_fail,indomain_min,time,60.0,0.00020255893468856812,,3.3759822448094686e-06
1,46,anti_first_fail,indomain_min,obj,1607485.0,1549315.0,1863155.0,0.9638130371356498
1,46,anti_first_fail,indomain_min,time,70.0,0.00023788888938724995,,3.3984127055321423e-06
1,47,anti_first_fail,indomain_min,obj,1161828.0,1161828.0,1306308.0,1.0
1,47,anti_first_fail,indomain_min,time,60.0,0.00016387086361646652,,2.731181060274442e-06
1,48,anti_first_fail,indomain_min,obj,1591710.0,1528710.0,4981610.0,0.9604199257402416
1,48,anti_first_fail,indomain_min,time,60.0,0.0002451890613883734,,4.086484356472889e-06
1,49,anti_first_fail,indomain_min,obj,716140.0,716140.0,789208.0,1.0
1,49,anti_first_fail,indomain_min,time,60.0,0.00021059508435428143,,3.509918072571357e-06
1,50,anti_first_fail,indomain_min,obj,1226754.0,1226754.0,2009554.0,1.0
1,50,anti_first_fail,indomain_min,time,60.0,0.00016088690608739853,,2.6814484347899755e-06
2,1,anti_first_fail,indomain_min,obj,943070.0,943070.0,1925870.0,1.0
2,1,anti_first_fail,indomain_min,time,60.0,0.0002033640630543232,,3.3894010509053866e-06
2,2,anti_first_fail,indomain_min,obj,1611780.0,1553080.0,1874930.0,0.963580637555994
2,2,anti_first_fail,indomain_min,time,60.0,0.00022584502585232258,,3.7640837642053763e-06
2,3,anti_first_fail,indomain_min,obj,245818.0,239266.0,248050.0,0.973346134131756
2,3,anti_first_fail,indomain_min,time,70.0,0.000265912851318717,,3.7987550188388142e-06
2,4,anti_first_fail,indomain_min,obj,814815.0,814815.0,930915.0,1.0
2,4,anti_first_fail,indomain_min,time,60.0,0.00018515787087380886,,3.085964514563481e-06
2,5,anti_first_fail,indomain_min,obj,3088432.0,3088432.0,4410232.0,1.0
2,5,anti_first_fail,indomain_min,time,60.0,0.00023170188069343567,,3.861698011557261e-06
2,6,anti_first_fail,indomain_min,obj,1084986.0,1084986.0,1366536.0,1.0
2,6,anti_first_fail,indomain_min,time,60.0,0.000212034210562706,,3.5339035093784332e-06
2,7,anti_first_fail,indomain_min,obj,1156645.0,927935.0,1351025.0,0.8022643075446658
2,7,anti_first_fail,indomain_min,time,70.0,0.00027288286946713924,,3.898326706673418e-06
2,8,anti_first_fail,indomain_min,obj,583005.0,583005.0,583005.0,1.0
2,8,anti_first_fail,indomain_min,time,60.0,0.00018311291933059692,,3.051881988843282e-06
2,9,anti_first_fail,indomain_min,obj,1207388.0,1207388.0,1258488.0,1.0
2,9,anti_first_fail,indomain_min,time,60.0,0.00020911614410579205,,3.4852690684298675e-06
2,10,anti_first_fail,indomain_min,obj,857778.0,676466.0,682766.0,0.788625961495865
2,10,anti_first_fail,indomain_min,time,60.0,0.00027673994190990925,,4.612332365165154e-06
2,11,anti_first_fail,indomain_min,obj,1289882.0,1289826.0,2972602.0,0.9999565851760084
2,11,anti_first_fail,indomain_min,time,60.0,0.00023655290715396404,,3.942548452566067e-06
2,12,anti_first_fail,indomain_min,obj,263690.0,200350.0,213230.0,0.7597936971443741
2,12,anti_first_fail,indomain_min,time,60.0,0.0002835530322045088,,4.725883870075146e-06
2,13,anti_first_fail,indomain_min,obj,1869000.0,1823400.0,2269200.0,0.9756019261637239
2,13,anti_first_fail,indomain_min,time,70.0,0.0002479690592736006,,3.542415132480008e-06
2,14,anti_first_fail,indomain_min,obj,478230.0,478230.0,522630.0,1.0
2,14,anti_first_fail,indomain_min,time,60.0,0.0003062381874769926,,5.1039697912832105e-06
2,15,anti_first_fail,indomain_min,obj,895761.0,889311.0,1410161.0,0.9927994185949154
2,15,anti_first_fail,indomain_min,time,60.0,0.00023309094831347466,,3.884849138557911e-06
2,16,anti_first_fail,indomain_min,obj,88770.0,88770.0,88770.0,1.0
2,16,anti_first_fail,indomain_min,time,60.0,0.0002051841001957655,,3.419735003262758e-06
2,17,anti_first_fail,indomain_min,obj,569195.0,426305.0,604505.0,0.7489612522949077
2,17,anti_first_fail,indomain_min,time,60.0,0.00030832900665700436,,5.138816777616739e-06
2,18,anti_first_fail,indomain_min,obj,1259583.0,1152983.0,1235433.0,0.915368816505145
2,18,anti_first_fail,indomain_min,time,60.0,0.00022703898139297962,,3.783983023216327e-06
2,19,anti_first_fail,indomain_min,obj,742109.0,739709.0,1183509.0,0.9967659737316217
2,19,anti_first_fail,indomain_min,time,60.0,0.0002478579990565777,,4.130966650942961e-06
2,20,anti_first_fail,indomain_min,obj,700718.0,694893.0,758793.0,0.9916870980908155
2,20,anti_first_fail,indomain_min,time,60.0,0.0002147420309484005,,3.5790338491400084e-06
2,21,anti_first_fail,indomain_min,obj,1395524.0,1073924.0,1467524.0,0.7695489292910763
2,21,anti_first_fail,indomain_min,time,60.0,0.00026144785806536674,,4.357464301089446e-06
2,22,anti_first_fail,indomain_min,obj,2725337.0,2394707.0,3237407.0,0.8786828931614695
2,22,anti_first_fail,indomain_min,time,60.0,0.00022662198171019554,,3.777033028503259e-06
2,23,anti_first_fail,indomain_min,obj,160395.0,160395.0,160395.0,1.0
2,23,anti_first_fail,indomain_min,time,60.0,0.00023394078016281128,,3.899013002713522e-06
2,24,anti_first_fail,indomain_min,obj,2034970.0,1714295.0,2200055.0,0.8424178243413908
2,24,anti_first_fail,indomain_min,time,60.0,0.0002674669958651066,,4.457783264418443e-06
2,25,anti_first_fail,indomain_min,obj,911440.0,906740.0,1147240.0,0.9948433248485913
2,25,anti_first_fail,indomain_min,time,60.0,0.0002282650675624609,,3.8044177927076817e-06
2,26,anti_first_fail,indomain_min,obj,1701250.0,1234350.0,1800250.0,0.7255547391623806
2,26,anti_first_fail,indomain_min,time,70.0,0.0003076051361858845,,4.394359088369779e-06
2,27,anti_first_fail,indomain_min,obj,1872164.0,1872164.0,3707264.0,1.0
2,27,anti_first_fail,indomain_min,time,60.0,0.00017617596313357353,,2.9362660522262254e-06
2,28,anti_first_fail,indomain_min,obj,1821468.0,1821156.0,1968328.0,0.9998287095902865
2,28,anti_first_fail,indomain_min,time,60.0,0.0002154400572180748,,3.5906676203012465e-06
2,29,anti_first_fail,indomain_min,obj,1041350.0,1041350.0,1165550.0,1.0
2,29,anti_first_fail,indomain_min,time,60.0,0.00017315195873379707,,2.885865978896618e-06
2,30,anti_first_fail,indomain_min,obj,3154500.0,3124800.0,3593000.0,0.9905848787446505
2,30,anti_first_fail,indomain_min,time,60.0,0.0002111620269715786,,3.519367116192977e-06
2,31,anti_first_fail,indomain_min,obj,1317410.0,1208370.0,1893370.0,0.9172315376382447
2,31,anti_first_fail,indomain_min,time,60.0,0.00026778806932270527,,4.4631344887117544e-06
2,32,anti_first_fail,indomain_min,obj,3182700.0,3146700.0,8710300.0,0.9886888490903949
2,32,anti_first_fail,indomain_min,time,60.0,0.0002574881073087454,,4.2914684551457565e-06
2,33,anti_first_fail,indomain_min,obj,1358512.0,1358512.0,1374912.0,1.0
2,33,anti_first_fail,indomain_min,time,60.0,0.00017903512343764305,,2.9839187239607177e-06
2,34,anti_first_fail,indomain_min,obj,526396.0,526396.0,526396.0,1.0
2,34,anti_first_fail,indomain_min,time,60.0,0.00017768307588994503,,2.9613845981657503e-06
2,35,anti_first_fail,indomain_min,obj,2282340.0,2282340.0,2804040.0,1.0
2,35,anti_first_fail,indomain_min,time,60.0,0.0002124379388988018,,3.54063231498003e-06
2,36,anti_first_fail,indomain_min,obj,2110369.0,2110369.0,5617869.0,1.0
2,36,anti_first_fail,indomain_min,time,70.0,0.00027558603323996067,,3.936943331999438e-06
2,37,anti_first_fail,indomain_min,obj,338918.0,311922.0,571422.0,0.9203465144961318
2,37,anti_first_fail,indomain_min,time,70.0,0.00023102201521396637,,3.3003145030566624e-06
2,38,anti_first_fail,indomain_min,obj,1680690.0,1680690.0,2897540.0,1.0
2,38,anti_first_fail,indomain_min,time,60.0,0.0001807529479265213,,3.012549132108688e-06
2,39,anti_first_fail,indomain_min,obj,555192.0,555192.0,980392.0,1.0
2,39,anti_first_fail,indomain_min,time,70.0,0.0002536820247769356,,3.624028925384794e-06
2,40,anti_first_fail,indomain_min,obj,1819380.0,1814380.0,2098680.0,0.9972518110565137
2,40,anti_first_fail,indomain_min,time,80.0,0.0006074849516153336,,7.593561895191669e-06
2,41,anti_first_fail,indomain_min,obj,2209115.0,2207428.0,2646310.0,0.9992363457764761
2,41,anti_first_fail,indomain_min,time,60.0,0.00024503283202648163,,4.083880533774694e-06
2,42,anti_first_fail,indomain_min,obj,1482046.0,1402846.0,4516846.0,0.9465603631736127
2,42,anti_first_fail,indomain_min,time,60.0,0.00024794088676571846,,4.132348112761974e-06
2,43,anti_first_fail,indomain_min,obj,891190.0,389874.0,536724.0,0.43747573469181655
2,43,anti_first_fail,indomain_min,time,60.0,0.00022907298989593983,,3.817883164932331e-06
2,44,anti_first_fail,indomain_min,obj,1605250.0,1575000.0,2563900.0,0.9811555832424856
2,44,anti_first_fail,indomain_min,time,60.0,0.00023197312839329243,,3.866218806554874e-06
2,45,anti_first_fail,indomain_min,obj,448896.0,448896.0,513696.0,1.0
2,45,anti_first_fail,indomain_min,time,60.0,0.0002184128388762474,,3.64021398127079e-06
2,46,anti_first_fail,indomain_min,obj,1493599.0,1420819.0,1773619.0,0.9512720616443905
2,46,anti_first_fail,indomain_min,time,70.0,0.00025715818628668785,,3.673688375524112e-06
2,47,anti_first_fail,indomain_min,obj,1084338.0,1084338.0,1251738.0,1.0
2,47,anti_first_fail,indomain_min,time,60.0,0.00017525884322822094,,2.920980720470349e-06
2,48,anti_first_fail,indomain_min,obj,1427560.0,1375360.0,1987760.0,0.9634341113508363
2,48,anti_first_fail,indomain_min,time,60.0,0.00025772792287170887,,4.295465381195148e-06
2,49,anti_first_fail,indomain_min,obj,676992.0,676992.0,805824.0,1.0
2,49,anti_first_fail,indomain_min,time,60.0,0.0002234969288110733,,3.7249488135178883e-06
2,50,anti_first_fail,indomain_min,obj,1200326.0,1200326.0,1561526.0,1.0
2,50,anti_first_fail,indomain_min,time,60.0,0.00017816713079810143,,2.9694521799683573e-06
