,,,Gecode,Gurobi,Gecode,Gurobi,Solver run time ratio,Solver run time ratio,Model run time ratio,Model run time ratio
,,,Modified,Modified,Initial,Initial,Modified,Initial,Gecode,Gurobi
Month,House,Result,,,,,,,,
10,14,time,60,80,70,100,1.33,1.43,1.17,1.25
10,15,time,50,90,60,120,1.80,2.00,1.20,1.33
10,16,time,50,80,60,110,1.60,1.83,1.20,1.38
10,17,time,60,90,60,110,1.50,1.83,1.00,1.22
10,18,time,60,100,60,120,1.67,2.00,1.00,1.20
10,19,time,50,80,60,110,1.60,1.83,1.20,1.38
10,20,time,70,120,80,130,1.71,1.63,1.14,1.08
10,21,time,60,80,60,120,1.33,2.00,1.00,1.50
10,22,time,70,80,60,100,1.14,1.67,0.86,1.25
10,23,time,50,90,60,110,1.80,1.83,1.20,1.22
10,24,time,60,80,60,100,1.33,1.67,1.00,1.25
10,25,time,50,90,60,120,1.80,2.00,1.20,1.33
10,26,time,60,80,70,120,1.33,1.71,1.17,1.50
10,27,time,60,100,60,110,1.67,1.83,1.00,1.10
10,28,time,50,80,60,110,1.60,1.83,1.20,1.38
10,29,time,50,100,60,140,2.00,2.33,1.20,1.40
10,30,time,60,100,70,110,1.67,1.57,1.17,1.10
10,31,time,60,110,60,140,1.83,2.33,1.00,1.27
10,32,time,50,70,60,100,1.40,1.67,1.20,1.43
10,33,time,50,100,60,120,2.00,2.00,1.20,1.20
10,34,time,50,70,60,100,1.40,1.67,1.20,1.43
10,35,time,50,90,60,100,1.80,1.67,1.20,1.11
10,36,time,60,80,60,110,1.33,1.83,1.00,1.38
10,37,time,70,110,80,110,1.57,1.38,1.14,1.00
10,38,time,60,90,70,110,1.50,1.57,1.17,1.22
10,39,time,50,80,60,100,1.60,1.67,1.20,1.25
10,40,time,60,90,60,100,1.50,1.67,1.00,1.11
10,41,time,50,90,60,110,1.80,1.83,1.20,1.22
10,42,time,60,80,60,130,1.33,2.17,1.00,1.63
10,43,time,70,90,70,100,1.29,1.43,1.00,1.11
10,44,time,50,70,60,100,1.40,1.67,1.20,1.43
10,45,time,50,100,60,120,2.00,2.00,1.20,1.20
10,46,time,50,90,70,110,1.80,1.57,1.40,1.22
10,47,time,50,70,60,90,1.40,1.50,1.20,1.29
10,48,time,60,70,60,100,1.17,1.67,1.00,1.43
10,49,time,50,80,60,100,1.60,1.67,1.20,1.25
10,50,time,50,80,60,100,1.60,1.67,1.20,1.25
10,51,time,50,80,60,110,1.60,1.83,1.20,1.38
10,52,time,60,80,60,100,1.33,1.67,1.00,1.25
10,53,time,60,100,60,140,1.67,2.33,1.00,1.40
10,54,time,60,130,70,120,2.17,1.71,1.17,0.92
10,55,time,60,80,70,110,1.33,1.57,1.17,1.38
10,56,time,50,100,60,170,2.00,2.83,1.20,1.70
10,57,time,60,90,60,110,1.50,1.83,1.00,1.22
10,58,time,50,80,60,110,1.60,1.83,1.20,1.38
10,59,time,60,180,60,140,3.00,2.33,1.00,0.78
10,60,time,60,90,60,120,1.50,2.00,1.00,1.33
10,61,time,60,80,60,110,1.33,1.83,1.00,1.38
10,62,time,50,110,60,110,2.20,1.83,1.20,1.00
10,63,time,50,80,60,100,1.60,1.67,1.20,1.25
10,64,time,50,60,60,90,1.20,1.50,1.20,1.50
10,65,time,50,90,60,110,1.80,1.83,1.20,1.22
10,66,time,50,90,60,120,1.80,2.00,1.20,1.33
10,67,time,60,80,60,100,1.33,1.67,1.00,1.25
10,68,time,60,80,60,100,1.33,1.67,1.00,1.25
10,69,time,60,110,60,120,1.83,2.00,1.00,1.09
10,70,time,50,80,60,110,1.60,1.83,1.20,1.38
10,71,time,60,90,70,110,1.50,1.57,1.17,1.22
10,72,time,50,90,60,110,1.80,1.83,1.20,1.22
10,73,time,50,100,60,130,2.00,2.17,1.20,1.30
10,74,time,80,120,70,130,1.50,1.86,0.88,1.08
10,75,time,60,110,70,180,1.83,2.57,1.17,1.64
10,76,time,60,90,60,110,1.50,1.83,1.00,1.22
10,77,time,60,100,70,120,1.67,1.71,1.17,1.20
10,78,time,50,100,60,120,2.00,2.00,1.20,1.20
10,79,time,60,90,60,100,1.50,1.67,1.00,1.11
10,80,time,60,90,60,110,1.50,1.83,1.00,1.22
10,81,time,60,90,60,120,1.50,2.00,1.00,1.33
10,82,time,60,120,60,150,2.00,2.50,1.00,1.25
10,83,time,50,90,60,110,1.80,1.83,1.20,1.22
10,84,time,60,110,60,140,1.83,2.33,1.00,1.27
10,85,time,60,70,60,100,1.17,1.67,1.00,1.43
10,86,time,50,90,60,120,1.80,2.00,1.20,1.33
10,87,time,60,100,60,130,1.67,2.17,1.00,1.30
10,88,time,50,70,60,100,1.40,1.67,1.20,1.43
10,89,time,50,110,60,130,2.20,2.17,1.20,1.18
10,90,time,60,90,60,120,1.50,2.00,1.00,1.33
10,91,time,50,90,60,130,1.80,2.17,1.20,1.44
10,92,time,50,80,60,100,1.60,1.67,1.20,1.25
10,93,time,50,80,60,100,1.60,1.67,1.20,1.25
10,94,time,60,70,60,100,1.17,1.67,1.00,1.43
10,95,time,50,80,60,150,1.60,2.50,1.20,1.88
10,96,time,50,100,60,110,2.00,1.83,1.20,1.10
10,97,time,50,80,60,100,1.60,1.67,1.20,1.25
10,98,time,50,70,60,100,1.40,1.67,1.20,1.43
10,99,time,50,80,60,110,1.60,1.83,1.20,1.38
10,100,time,60,110,60,140,1.83,2.33,1.00,1.27
11,1,time,60,110,70,180,1.83,2.57,1.17,1.64
11,2,time,50,90,60,110,1.80,1.83,1.20,1.22
11,3,time,50,100,60,110,2.00,1.83,1.20,1.10
11,4,time,60,80,60,100,1.33,1.67,1.00,1.25
11,5,time,60,90,70,110,1.50,1.57,1.17,1.22
11,6,time,50,80,60,100,1.60,1.67,1.20,1.25
11,7,time,60,90,60,110,1.50,1.83,1.00,1.22
11,8,time,60,110,60,200,1.83,3.33,1.00,1.82
11,9,time,60,100,60,130,1.67,2.17,1.00,1.30
11,10,time,50,100,60,140,2.00,2.33,1.20,1.40
11,11,time,80,90,80,130,1.13,1.63,1.00,1.44
11,12,time,50,80,60,110,1.60,1.83,1.20,1.38
11,13,time,60,90,90,120,1.50,1.33,1.50,1.33
11,14,time,60,80,60,100,1.33,1.67,1.00,1.25
11,15,time,50,90,60,120,1.80,2.00,1.20,1.33
11,16,time,50,90,60,120,1.80,2.00,1.20,1.33
11,17,time,60,80,60,100,1.33,1.67,1.00,1.25
11,18,time,60,110,70,120,1.83,1.71,1.17,1.09
11,19,time,50,90,60,120,1.80,2.00,1.20,1.33
11,20,time,60,110,60,120,1.83,2.00,1.00,1.09
11,21,time,60,90,60,110,1.50,1.83,1.00,1.22
11,22,time,60,80,60,100,1.33,1.67,1.00,1.25
11,23,time,50,100,60,120,2.00,2.00,1.20,1.20
11,24,time,50,80,60,90,1.60,1.50,1.20,1.13
11,25,time,50,90,60,120,1.80,2.00,1.20,1.33
11,26,time,60,80,60,110,1.33,1.83,1.00,1.38
11,27,time,50,90,60,110,1.80,1.83,1.20,1.22
11,28,time,50,80,60,120,1.60,2.00,1.20,1.50
11,29,time,50,100,60,130,2.00,2.17,1.20,1.30
11,30,time,50,100,60,110,2.00,1.83,1.20,1.10
11,31,time,50,120,60,140,2.40,2.33,1.20,1.17
11,32,time,50,70,60,100,1.40,1.67,1.20,1.43
11,33,time,50,90,60,120,1.80,2.00,1.20,1.33
11,34,time,50,70,60,100,1.40,1.67,1.20,1.43
11,35,time,50,90,60,100,1.80,1.67,1.20,1.11
11,36,time,60,80,60,100,1.33,1.67,1.00,1.25
11,37,time,50,90,60,110,1.80,1.83,1.20,1.22
11,38,time,60,90,70,100,1.50,1.43,1.17,1.11
11,39,time,50,80,60,110,1.60,1.83,1.20,1.38
11,40,time,60,80,60,110,1.33,1.83,1.00,1.38
11,41,time,50,90,60,110,1.80,1.83,1.20,1.22
11,42,time,60,90,60,140,1.50,2.33,1.00,1.56
11,43,time,50,90,70,100,1.80,1.43,1.40,1.11
11,44,time,60,70,60,90,1.17,1.50,1.00,1.29
11,45,time,50,100,60,120,2.00,2.00,1.20,1.20
11,46,time,50,80,70,100,1.60,1.43,1.40,1.25
11,47,time,50,60,60,90,1.20,1.50,1.20,1.50
11,48,time,50,80,60,100,1.60,1.67,1.20,1.25
11,49,time,50,80,60,100,1.60,1.67,1.20,1.25
11,50,time,50,80,60,100,1.60,1.67,1.20,1.25
11,51,time,50,80,60,110,1.60,1.83,1.20,1.38
11,52,time,50,70,60,100,1.40,1.67,1.20,1.43
11,53,time,60,100,60,140,1.67,2.33,1.00,1.40
11,54,time,60,100,60,110,1.67,1.83,1.00,1.10
11,55,time,60,90,70,110,1.50,1.57,1.17,1.22
11,56,time,50,110,60,150,2.20,2.50,1.20,1.36
11,57,time,60,90,60,110,1.50,1.83,1.00,1.22
11,58,time,60,80,60,110,1.33,1.83,1.00,1.38
11,59,time,50,100,60,120,2.00,2.00,1.20,1.20
11,60,time,60,90,60,120,1.50,2.00,1.00,1.33
11,61,time,50,80,60,100,1.60,1.67,1.20,1.25
11,62,time,60,100,60,110,1.67,1.83,1.00,1.10
11,63,time,50,90,60,100,1.80,1.67,1.20,1.11
11,64,time,60,60,60,90,1.00,1.50,1.00,1.50
11,65,time,50,90,60,110,1.80,1.83,1.20,1.22
11,66,time,50,90,60,100,1.80,1.67,1.20,1.11
11,67,time,60,100,70,100,1.67,1.43,1.17,1.00
11,68,time,50,100,60,110,2.00,1.83,1.20,1.10
11,69,time,60,100,60,110,1.67,1.83,1.00,1.10
11,70,time,60,80,60,110,1.33,1.83,1.00,1.38
11,71,time,60,90,70,110,1.50,1.57,1.17,1.22
11,72,time,50,90,60,110,1.80,1.83,1.20,1.22
11,73,time,50,100,60,120,2.00,2.00,1.20,1.20
11,74,time,60,100,70,120,1.67,1.71,1.17,1.20
11,75,time,60,110,60,130,1.83,2.17,1.00,1.18
11,76,time,60,80,60,110,1.33,1.83,1.00,1.38
11,77,time,60,100,60,130,1.67,2.17,1.00,1.30
11,78,time,60,100,60,130,1.67,2.17,1.00,1.30
11,79,time,60,90,60,120,1.50,2.00,1.00,1.33
11,80,time,50,80,60,120,1.60,2.00,1.20,1.50
11,81,time,60,90,60,120,1.50,2.00,1.00,1.33
11,82,time,60,120,60,160,2.00,2.67,1.00,1.33
11,83,time,50,90,60,110,1.80,1.83,1.20,1.22
11,84,time,60,110,60,120,1.83,2.00,1.00,1.09
11,85,time,60,80,60,100,1.33,1.67,1.00,1.25
11,86,time,50,80,60,110,1.60,1.83,1.20,1.38
11,87,time,60,110,60,120,1.83,2.00,1.00,1.09
11,88,time,50,80,60,100,1.60,1.67,1.20,1.25
11,89,time,60,110,60,160,1.83,2.67,1.00,1.45
11,90,time,50,80,60,120,1.60,2.00,1.20,1.50
11,91,time,70,110,70,140,1.57,2.00,1.00,1.27
11,92,time,50,80,60,100,1.60,1.67,1.20,1.25
11,93,time,50,90,60,110,1.80,1.83,1.20,1.22
11,94,time,60,70,60,100,1.17,1.67,1.00,1.43
11,95,time,50,70,60,100,1.40,1.67,1.20,1.43
11,96,time,60,100,60,110,1.67,1.83,1.00,1.10
11,97,time,50,80,60,110,1.60,1.83,1.20,1.38
11,98,time,60,80,60,100,1.33,1.67,1.00,1.25
11,99,time,60,80,70,100,1.33,1.43,1.17,1.25
11,100,time,50,100,70,130,2.00,1.86,1.40,1.30
12,1,time,60,150,70,220,2.50,3.14,1.17,1.47
12,2,time,60,90,60,100,1.50,1.67,1.00,1.11
12,3,time,50,90,80,130,1.80,1.63,1.60,1.44
12,4,time,60,80,60,100,1.33,1.67,1.00,1.25
12,5,time,70,90,70,110,1.29,1.57,1.00,1.22
12,6,time,60,90,60,100,1.50,1.67,1.00,1.11
12,7,time,60,100,70,110,1.67,1.57,1.17,1.10
12,8,time,60,120,70,140,2.00,2.00,1.17,1.17
12,9,time,60,100,70,130,1.67,1.86,1.17,1.30
12,10,time,50,100,60,120,2.00,2.00,1.20,1.20
12,11,time,60,90,80,120,1.50,1.50,1.33,1.33
12,12,time,50,80,60,110,1.60,1.83,1.20,1.38
12,13,time,100,90,90,130,0.90,1.44,0.90,1.44
12,14,time,60,70,60,100,1.17,1.67,1.00,1.43
12,15,time,50,90,60,120,1.80,2.00,1.20,1.33
12,16,time,50,90,60,130,1.80,2.17,1.20,1.44
12,17,time,50,80,60,90,1.60,1.50,1.20,1.13
12,18,time,70,100,70,140,1.43,2.00,1.00,1.40
12,19,time,60,90,60,110,1.50,1.83,1.00,1.22
12,20,time,60,110,60,270,1.83,4.50,1.00,2.45
12,21,time,60,80,60,120,1.33,2.00,1.00,1.50
12,22,time,50,90,60,100,1.80,1.67,1.20,1.11
12,23,time,50,110,60,150,2.20,2.50,1.20,1.36
12,24,time,60,80,60,100,1.33,1.67,1.00,1.25
12,25,time,50,90,70,110,1.80,1.57,1.40,1.22
12,26,time,60,80,70,100,1.33,1.43,1.17,1.25
12,27,time,50,90,60,110,1.80,1.83,1.20,1.22
12,28,time,60,80,70,120,1.33,1.71,1.17,1.50
12,29,time,60,110,70,130,1.83,1.86,1.17,1.18
12,30,time,60,110,60,110,1.83,1.83,1.00,1.00
12,31,time,60,130,70,130,2.17,1.86,1.17,1.00
12,32,time,50,70,60,100,1.40,1.67,1.20,1.43
12,33,time,50,90,60,120,1.80,2.00,1.20,1.33
12,34,time,50,80,60,100,1.60,1.67,1.20,1.25
12,35,time,50,90,60,100,1.80,1.67,1.20,1.11
12,36,time,50,80,60,110,1.60,1.83,1.20,1.38
12,37,time,50,90,60,120,1.80,2.00,1.20,1.33
12,38,time,60,90,80,110,1.50,1.38,1.33,1.22
12,39,time,50,80,60,100,1.60,1.67,1.20,1.25
12,40,time,60,90,60,100,1.50,1.67,1.00,1.11
12,41,time,60,90,80,110,1.50,1.38,1.33,1.22
12,42,time,60,90,60,120,1.50,2.00,1.00,1.33
12,43,time,60,80,60,110,1.33,1.83,1.00,1.38
12,44,time,50,70,60,90,1.40,1.50,1.20,1.29
12,45,time,50,100,60,140,2.00,2.33,1.20,1.40
12,46,time,50,70,60,100,1.40,1.67,1.20,1.43
12,47,time,60,70,60,90,1.17,1.50,1.00,1.29
12,48,time,50,70,60,100,1.40,1.67,1.20,1.43
12,49,time,60,80,60,100,1.33,1.67,1.00,1.25
12,50,time,50,80,60,100,1.60,1.67,1.20,1.25
12,51,time,50,80,60,100,1.60,1.67,1.20,1.25
12,52,time,50,80,60,100,1.60,1.67,1.20,1.25
12,53,time,50,100,60,140,2.00,2.33,1.20,1.40
12,54,time,60,90,70,100,1.50,1.43,1.17,1.11
12,55,time,60,90,80,130,1.50,1.63,1.33,1.44
12,56,time,50,120,60,130,2.40,2.17,1.20,1.08
12,57,time,50,90,60,120,1.80,2.00,1.20,1.33
12,58,time,60,80,60,100,1.33,1.67,1.00,1.25
12,59,time,60,100,60,130,1.67,2.17,1.00,1.30
12,60,time,60,100,70,120,1.67,1.71,1.17,1.20
12,61,time,60,80,70,100,1.33,1.43,1.17,1.25
12,62,time,50,100,60,110,2.00,1.83,1.20,1.10
12,63,time,50,90,70,100,1.80,1.43,1.40,1.11
12,64,time,50,70,60,90,1.40,1.50,1.20,1.29
12,65,time,50,90,60,110,1.80,1.83,1.20,1.22
12,66,time,50,90,60,100,1.80,1.67,1.20,1.11
12,67,time,60,80,60,100,1.33,1.67,1.00,1.25
12,68,time,70,90,60,140,1.29,2.33,0.86,1.56
12,69,time,50,150,60,190,3.00,3.17,1.20,1.27
12,70,time,50,80,60,110,1.60,1.83,1.20,1.38
12,71,time,60,100,60,110,1.67,1.83,1.00,1.10
12,72,time,60,90,60,140,1.50,2.33,1.00,1.56
12,73,time,50,100,60,130,2.00,2.17,1.20,1.30
12,74,time,60,100,60,110,1.67,1.83,1.00,1.10
12,75,time,70,120,70,150,1.71,2.14,1.00,1.25
12,76,time,50,80,60,120,1.60,2.00,1.20,1.50
12,77,time,60,100,70,120,1.67,1.71,1.17,1.20
12,78,time,50,90,60,130,1.80,2.17,1.20,1.44
12,79,time,70,100,60,140,1.43,2.33,0.86,1.40
12,80,time,50,80,60,110,1.60,1.83,1.20,1.38
12,81,time,60,90,70,120,1.50,1.71,1.17,1.33
12,82,time,60,130,60,140,2.17,2.33,1.00,1.08
12,83,time,60,80,60,110,1.33,1.83,1.00,1.38
12,84,time,50,120,60,170,2.40,2.83,1.20,1.42
12,85,time,60,80,60,100,1.33,1.67,1.00,1.25
12,86,time,50,90,60,110,1.80,1.83,1.20,1.22
12,87,time,60,120,60,130,2.00,2.17,1.00,1.08
12,88,time,50,70,60,100,1.40,1.67,1.20,1.43
12,89,time,100,130,80,160,1.30,2.00,0.80,1.23
12,90,time,50,90,60,130,1.80,2.17,1.20,1.44
12,91,time,60,90,60,250,1.50,4.17,1.00,2.78
12,92,time,50,80,60,100,1.60,1.67,1.20,1.25
12,93,time,50,90,60,100,1.80,1.67,1.20,1.11
12,94,time,60,90,70,100,1.50,1.43,1.17,1.11
12,95,time,60,70,60,100,1.17,1.67,1.00,1.43
12,96,time,60,110,60,110,1.83,1.83,1.00,1.00
12,97,time,50,70,60,100,1.40,1.67,1.20,1.43
12,98,time,60,80,60,110,1.33,1.83,1.00,1.38
12,99,time,60,80,60,100,1.33,1.67,1.00,1.25
12,100,time,60,110,60,130,1.83,2.17,1.00,1.18
