,,,,,Gecode,Gurobi,Preferred,OGSA
1,16,input_order,indomain_min,obj,2194715.0,2194715.0,1625610.0,1558615.0
1,16,input_order,indomain_min,time,110.0,530.0,,0.0002557679999881657
1,17,input_order,indomain_min,obj,1646070.0,1280528.0,1356288.0,1044888.0
1,17,input_order,indomain_min,time,100.0,200.0,,0.0003404870003578253
1,18,input_order,indomain_min,obj,966912.0,966912.0,626962.0,533312.0
1,18,input_order,indomain_min,time,110.0,260.0,,0.00016894100008357782
1,19,input_order,indomain_min,obj,598866.0,506931.0,607736.0,497436.0
1,19,input_order,indomain_min,time,100.0,220.0,,0.00014395700054592453
1,20,input_order,indomain_min,obj,1458518.0,1392518.0,2661018.0,1158728.0
1,20,input_order,indomain_min,time,110.0,210.0,,0.00017633700008445885
1,21,input_order,indomain_min,obj,1206425.0,1206425.0,1885325.0,1160525.0
1,21,input_order,indomain_min,time,100.0,180.0,,0.00015049799912958406
1,22,input_order,indomain_min,obj,1268810.0,1268810.0,1386710.0,1258210.0
1,22,input_order,indomain_min,time,100.0,190.0,,0.00024064399985945784
1,23,input_order,indomain_min,obj,1681849.0,1681849.0,3335649.0,1195249.0
1,23,input_order,indomain_min,time,110.0,240.0,,0.00020919200142088812
1,24,input_order,indomain_min,obj,1201680.0,1201680.0,1266780.0,1201680.0
1,24,input_order,indomain_min,time,110.0,180.0,,0.00012916800005768891
1,25,input_order,indomain_min,obj,1161434.0,1161434.0,4812334.0,1161434.0
1,25,input_order,indomain_min,time,110.0,190.0,,0.00028639999982260633
1,26,input_order,indomain_min,obj,1333360.0,1333360.0,1289960.0,1261160.0
1,26,input_order,indomain_min,time,100.0,200.0,,0.00014720400031364989
1,27,input_order,indomain_min,obj,1572410.0,1572410.0,1205930.0,1097590.0
1,27,input_order,indomain_min,time,100.0,230.0,,0.0001791100003174506
1,28,input_order,indomain_min,obj,2062205.0,2023775.0,2014745.0,2014745.0
1,28,input_order,indomain_min,time,100.0,170.0,,0.0001615999990463024
1,29,input_order,indomain_min,obj,752478.0,752478.0,3863048.0,752478.0
1,29,input_order,indomain_min,time,100.0,190.0,,0.00024376900000788737
1,30,input_order,indomain_min,obj,860090.0,669050.0,297890.0,297890.0
1,30,input_order,indomain_min,time,120.0,190.0,,0.0001619889990251977
1,31,input_order,indomain_min,obj,2036451.0,2036451.0,2018279.0,1955279.0
1,31,input_order,indomain_min,time,100.0,250.0,,0.0001749460006976733
1,32,input_order,indomain_min,obj,3871090.0,3871090.0,4718274.0,3748110.0
1,32,input_order,indomain_min,time,120.0,180.0,,0.00014634599938290194
1,33,input_order,indomain_min,obj,1317484.0,1311658.0,1185433.0,1164232.0
1,33,input_order,indomain_min,time,120.0,200.0,,0.00015241900109685957
1,34,input_order,indomain_min,obj,1899500.0,1899500.0,1547900.0,1369300.0
1,34,input_order,indomain_min,time,100.0,480.0,,0.00027957000020251144
1,35,input_order,indomain_min,obj,1610361.0,1610361.0,1252761.0,1232861.0
1,35,input_order,indomain_min,time,100.0,180.0,,0.0002489990001777187
1,36,input_order,indomain_min,obj,2129030.0,2129030.0,2245830.0,1877030.0
1,36,input_order,indomain_min,time,100.0,180.0,,0.00014646399904449936
1,37,input_order,indomain_min,obj,1091725.0,1091725.0,1504225.0,1091725.0
1,37,input_order,indomain_min,time,100.0,180.0,,0.00017318200116278604
1,38,input_order,indomain_min,obj,1256730.0,1256730.0,747790.0,740590.0
1,38,input_order,indomain_min,time,110.0,290.0,,0.00019351999981154222
1,39,input_order,indomain_min,obj,1437712.0,1428420.0,1229206.0,1184206.0
1,39,input_order,indomain_min,time,110.0,330.0,,0.0001951060003193561
1,40,input_order,indomain_min,obj,1600822.0,1600822.0,1488070.0,1322100.0
1,40,input_order,indomain_min,time,160.0,290.0,,0.0003438240000832593
1,41,input_order,indomain_min,obj,643632.0,643632.0,1451194.0,545194.0
1,41,input_order,indomain_min,time,130.0,400.0,,0.00020399599998199847
1,42,input_order,indomain_min,obj,550374.0,538074.0,468384.0,459174.0
1,42,input_order,indomain_min,time,110.0,200.0,,0.0002475889996276237
1,43,input_order,indomain_min,obj,1269520.0,1269520.0,1302120.0,1049120.0
1,43,input_order,indomain_min,time,90.0,220.0,,0.00028759000088030007
1,44,input_order,indomain_min,obj,865105.0,784710.0,1162165.0,679165.0
1,44,input_order,indomain_min,time,100.0,230.0,,0.0003886970007442869
1,45,input_order,indomain_min,obj,2027602.0,2027602.0,3465871.0,1706135.0
1,45,input_order,indomain_min,time,100.0,190.0,,0.0001755760004016338
1,46,input_order,indomain_min,obj,825514.0,825514.0,912014.0,702214.0
1,46,input_order,indomain_min,time,100.0,200.0,,0.0001659660010773223
1,47,input_order,indomain_min,obj,3697140.0,3544104.0,4891256.0,3352656.0
1,47,input_order,indomain_min,time,110.0,180.0,,0.00014820799879089464
1,48,input_order,indomain_min,obj,2063508.0,2052108.0,2112108.0,1926108.0
1,48,input_order,indomain_min,time,110.0,180.0,,0.0001525190000393195
1,49,input_order,indomain_min,obj,1090598.0,1090598.0,1103887.0,1040687.0
1,49,input_order,indomain_min,time,160.0,200.0,,0.00019721799981198274
1,50,input_order,indomain_min,obj,858568.0,602656.0,474004.0,443980.0
1,50,input_order,indomain_min,time,170.0,350.0,,0.0003175080000801245
2,1,input_order,indomain_min,obj,1598600.0,1538000.0,2140550.0,1277850.0
2,1,input_order,indomain_min,time,100.0,220.0,,0.0002491330014890991
2,2,input_order,indomain_min,obj,173460.0,140940.0,50310.0,50040.0
2,2,input_order,indomain_min,time,110.0,170.0,,0.00017192600171256345
2,3,input_order,indomain_min,obj,812495.0,812495.0,896005.0,677145.0
2,3,input_order,indomain_min,time,100.0,180.0,,0.00028716800079564564
2,4,input_order,indomain_min,obj,359821.0,359821.0,363691.0,359821.0
2,4,input_order,indomain_min,time,130.0,150.0,,0.00016194500130950473
2,5,input_order,indomain_min,obj,1822725.0,1822725.0,2110625.0,1822725.0
2,5,input_order,indomain_min,time,110.0,160.0,,0.000172747999386047
2,6,input_order,indomain_min,obj,2230506.0,2230506.0,2177211.0,1882311.0
2,6,input_order,indomain_min,time,110.0,190.0,,0.00021707299856643658
2,7,input_order,indomain_min,obj,1921410.0,1921410.0,1755070.0,1618940.0
2,7,input_order,indomain_min,time,110.0,230.0,,0.00019054400036111474
2,8,input_order,indomain_min,obj,2607394.0,2607394.0,3886954.0,2607394.0
2,8,input_order,indomain_min,time,110.0,180.0,,0.0002145489997928962
2,9,input_order,indomain_min,obj,1191195.0,1191195.0,1063671.0,1015671.0
2,9,input_order,indomain_min,time,110.0,280.0,,0.00021768199985672254
2,10,input_order,indomain_min,obj,664247.0,664247.0,374968.0,374168.0
2,10,input_order,indomain_min,time,100.0,210.0,,0.0001724579997244291
2,11,input_order,indomain_min,obj,525640.0,524500.0,519310.0,441400.0
2,11,input_order,indomain_min,time,100.0,200.0,,0.00017573799959791359
2,12,input_order,indomain_min,obj,494591.0,248146.0,261292.0,173036.0
2,12,input_order,indomain_min,time,100.0,210.0,,0.00023516900000686292
2,13,input_order,indomain_min,obj,1111980.0,1111980.0,2155680.0,1022880.0
2,13,input_order,indomain_min,time,120.0,210.0,,0.00020723399939015508
2,14,input_order,indomain_min,obj,132016.0,132016.0,103860.0,83700.0
2,14,input_order,indomain_min,time,110.0,250.0,,0.0001762530009727925
2,15,input_order,indomain_min,obj,304280.0,204368.0,285672.0,180872.0
2,15,input_order,indomain_min,time,90.0,170.0,,0.00017202699928020593
2,16,input_order,indomain_min,obj,2077155.0,2077155.0,1586840.0,1473355.0
2,16,input_order,indomain_min,time,110.0,330.0,,0.00026520499886828475
2,17,input_order,indomain_min,obj,1581742.0,1245588.0,1221786.0,950214.0
2,17,input_order,indomain_min,time,100.0,240.0,,0.00024481799846398644
2,18,input_order,indomain_min,obj,959498.0,944546.0,529948.0,474148.0
2,18,input_order,indomain_min,time,130.0,530.0,,0.00017643200044403784
2,19,input_order,indomain_min,obj,585852.0,462252.0,453247.0,452847.0
2,19,input_order,indomain_min,time,110.0,170.0,,0.00017608599955565296
2,20,input_order,indomain_min,obj,1409154.0,1361754.0,2662804.0,1018274.0
2,20,input_order,indomain_min,time,100.0,250.0,,0.0002162529999623075
2,21,input_order,indomain_min,obj,1132765.0,1132765.0,2382265.0,1088365.0
2,21,input_order,indomain_min,time,110.0,190.0,,0.00021800600006827153
2,22,input_order,indomain_min,obj,1160988.0,1160988.0,1342288.0,1142188.0
2,22,input_order,indomain_min,time,90.0,160.0,,0.00021174399989831727
2,23,input_order,indomain_min,obj,1682664.0,1682664.0,1762264.0,1141164.0
2,23,input_order,indomain_min,time,110.0,230.0,,0.00022464799985755235
2,24,input_order,indomain_min,obj,1148112.0,1148112.0,1242912.0,1148112.0
2,24,input_order,indomain_min,time,110.0,160.0,,0.00017228899923793506
2,25,input_order,indomain_min,obj,1098220.0,1098220.0,2342720.0,1098220.0
2,25,input_order,indomain_min,time,100.0,180.0,,0.00020603200027835555
2,26,input_order,indomain_min,obj,1302400.0,1302400.0,1255800.0,1191200.0
2,26,input_order,indomain_min,time,110.0,170.0,,0.00022276400159171317
2,27,input_order,indomain_min,obj,1539690.0,1539690.0,1227060.0,1035720.0
2,27,input_order,indomain_min,time,120.0,270.0,,0.00022170999909576494
2,28,input_order,indomain_min,obj,2026321.0,1974241.0,1979656.0,1965256.0
2,28,input_order,indomain_min,time,110.0,170.0,,0.00017613700038054958
2,29,input_order,indomain_min,obj,724992.0,724992.0,1286236.0,724992.0
2,29,input_order,indomain_min,time,100.0,160.0,,0.0001770350008882815
2,30,input_order,indomain_min,obj,854990.0,666650.0,290390.0,290390.0
2,30,input_order,indomain_min,time,120.0,190.0,,0.00022186999922269024
2,31,input_order,indomain_min,obj,2041679.0,2041679.0,1983455.0,1899455.0
2,31,input_order,indomain_min,time,110.0,210.0,,0.0001753110009303782
2,32,input_order,indomain_min,obj,3599942.0,3599942.0,4670912.0,3447614.0
2,32,input_order,indomain_min,time,110.0,350.0,,0.00022180700034368783
2,33,input_order,indomain_min,obj,1301713.0,1290838.0,1174298.0,1138667.0
2,33,input_order,indomain_min,time,110.0,220.0,,0.0001776020017132396
2,34,input_order,indomain_min,obj,1821300.0,1821300.0,1558160.0,1262560.0
2,34,input_order,indomain_min,time,90.0,500.0,,0.00027433300056145526
2,35,input_order,indomain_min,obj,1589673.0,1589673.0,1267373.0,1210173.0
2,35,input_order,indomain_min,time,90.0,180.0,,0.00017266100076085422
2,36,input_order,indomain_min,obj,1948220.0,1948220.0,2341620.0,1640420.0
2,36,input_order,indomain_min,time,100.0,180.0,,0.00017219799883605447
2,37,input_order,indomain_min,obj,946850.0,946850.0,1458750.0,946850.0
2,37,input_order,indomain_min,time,100.0,190.0,,0.00023916099962661974
2,38,input_order,indomain_min,obj,1260900.0,1260900.0,747990.0,735970.0
2,38,input_order,indomain_min,time,110.0,330.0,,0.00022183199871506076
2,39,input_order,indomain_min,obj,1357996.0,1347864.0,1164180.0,1104480.0
2,39,input_order,indomain_min,time,100.0,280.0,,0.00022391799939214252
2,40,input_order,indomain_min,obj,1504434.0,1504434.0,1543184.0,1256184.0
2,40,input_order,indomain_min,time,110.0,240.0,,0.0002266650008095894
2,41,input_order,indomain_min,obj,648432.0,648432.0,553444.0,508444.0
2,41,input_order,indomain_min,time,140.0,320.0,,0.0003156710008624941
2,42,input_order,indomain_min,obj,534668.0,512668.0,456568.0,448348.0
2,42,input_order,indomain_min,time,100.0,350.0,,0.00022590899970964529
2,43,input_order,indomain_min,obj,1150410.0,1150410.0,1252310.0,933210.0
2,43,input_order,indomain_min,time,110.0,180.0,,0.0004211029990983661
2,44,input_order,indomain_min,obj,809959.0,731064.0,1290739.0,645739.0
2,44,input_order,indomain_min,time,100.0,240.0,,0.00025743700098246336
2,45,input_order,indomain_min,obj,1928336.0,1928336.0,1717786.0,1594566.0
2,45,input_order,indomain_min,time,100.0,180.0,,0.0001949480010807747
2,46,input_order,indomain_min,obj,783579.0,764119.0,969979.0,657579.0
2,46,input_order,indomain_min,time,90.0,170.0,,0.0002413220008747885
2,47,input_order,indomain_min,obj,3487224.0,3441936.0,3548296.0,3255096.0
2,47,input_order,indomain_min,time,110.0,180.0,,0.00019299199993838556
2,48,input_order,indomain_min,obj,1749228.0,1741428.0,1655328.0,1626228.0
2,48,input_order,indomain_min,time,100.0,180.0,,0.00017636199845583178
2,49,input_order,indomain_min,obj,1074683.0,1074683.0,1054940.0,1002710.0
2,49,input_order,indomain_min,time,180.0,420.0,,0.0002479800004948629
2,50,input_order,indomain_min,obj,840516.0,582420.0,485972.0,437132.0
2,50,input_order,indomain_min,time,190.0,620.0,,0.00024698400011402555
3,1,input_order,indomain_min,obj,1576950.0,1458550.0,1681950.0,1275100.0
3,1,input_order,indomain_min,time,110.0,210.0,,0.00020858700008830056
3,2,input_order,indomain_min,obj,159360.0,127080.0,40500.0,40500.0
3,2,input_order,indomain_min,time,100.0,180.0,,0.00017271199976676144
3,3,input_order,indomain_min,obj,811056.0,811056.0,861496.0,723356.0
3,3,input_order,indomain_min,time,90.0,180.0,,0.00017235700033779722
3,4,input_order,indomain_min,obj,330578.0,330578.0,350078.0,330578.0
3,4,input_order,indomain_min,time,130.0,160.0,,0.00017058899902622215
3,5,input_order,indomain_min,obj,1705165.0,1681885.0,1671765.0,1659165.0
3,5,input_order,indomain_min,time,120.0,180.0,,0.0001926180011651013
3,6,input_order,indomain_min,obj,2106476.0,2106476.0,2004071.0,1798871.0
3,6,input_order,indomain_min,time,110.0,200.0,,0.00021987599939166103
3,7,input_order,indomain_min,obj,1748250.0,1748250.0,1544600.0,1474340.0
3,7,input_order,indomain_min,time,130.0,200.0,,0.0004253430015523918
3,8,input_order,indomain_min,obj,2545926.0,2545926.0,3403251.0,2545926.0
3,8,input_order,indomain_min,time,130.0,170.0,,0.00017256000137422234
3,9,input_order,indomain_min,obj,1016284.0,1016284.0,921505.0,898105.0
3,9,input_order,indomain_min,time,100.0,240.0,,0.0002061830000457121
3,10,input_order,indomain_min,obj,601636.0,601636.0,334421.0,327621.0
3,10,input_order,indomain_min,time,100.0,260.0,,0.00021584500063909218
3,11,input_order,indomain_min,obj,454520.0,452780.0,378680.0,372620.0
3,11,input_order,indomain_min,time,150.0,210.0,,0.0003528990000631893
3,12,input_order,indomain_min,obj,458153.0,212908.0,211413.0,154853.0
3,12,input_order,indomain_min,time,150.0,340.0,,0.0002033950004260987
3,13,input_order,indomain_min,obj,1016235.0,1016235.0,932335.0,913435.0
3,13,input_order,indomain_min,time,100.0,210.0,,0.00020864399994025007
3,14,input_order,indomain_min,obj,122777.0,122777.0,65461.0,65461.0
3,14,input_order,indomain_min,time,110.0,280.0,,0.00017722599841363262
3,15,input_order,indomain_min,obj,242256.0,141160.0,118704.0,118704.0
3,15,input_order,indomain_min,time,100.0,180.0,,0.00021353699958126526
3,16,input_order,indomain_min,obj,2021390.0,2021390.0,1366160.0,1361360.0
3,16,input_order,indomain_min,time,100.0,580.0,,0.0002301559998159064
3,17,input_order,indomain_min,obj,1507690.0,1120624.0,1134362.0,878462.0
3,17,input_order,indomain_min,time,100.0,210.0,,0.00018173199896409642
3,18,input_order,indomain_min,obj,939096.0,852612.0,485116.0,478516.0
3,18,input_order,indomain_min,time,110.0,310.0,,0.00028724300136673264
3,19,input_order,indomain_min,obj,548618.0,425828.0,416153.0,416153.0
3,19,input_order,indomain_min,time,90.0,160.0,,0.000188362999324454
3,20,input_order,indomain_min,obj,1325854.0,1273104.0,1444104.0,1027084.0
3,20,input_order,indomain_min,time,110.0,190.0,,0.00019099400014965795
3,21,input_order,indomain_min,obj,973585.0,973585.0,931285.0,931285.0
3,21,input_order,indomain_min,time,120.0,180.0,,0.000177952999365516
3,22,input_order,indomain_min,obj,1126058.0,1126058.0,1246434.0,1109914.0
3,22,input_order,indomain_min,time,100.0,180.0,,0.00017268400006287266
3,23,input_order,indomain_min,obj,1566965.0,1566965.0,1226065.0,1085465.0
3,23,input_order,indomain_min,time,120.0,230.0,,0.00020631000006687827
3,24,input_order,indomain_min,obj,1057372.0,1057372.0,1104772.0,1057372.0
3,24,input_order,indomain_min,time,100.0,150.0,,0.00015520600027230103
3,25,input_order,indomain_min,obj,1040340.0,1040340.0,1089440.0,1040340.0
3,25,input_order,indomain_min,time,110.0,190.0,,0.00017978100004256703
3,26,input_order,indomain_min,obj,1246820.0,1246820.0,1211020.0,1107020.0
3,26,input_order,indomain_min,time,100.0,180.0,,0.0002234010007668985
3,27,input_order,indomain_min,obj,1458250.0,1458250.0,1244280.0,983280.0
3,27,input_order,indomain_min,time,110.0,200.0,,0.00046683899927302264
3,28,input_order,indomain_min,obj,1809779.0,1770824.0,1762499.0,1762499.0
3,28,input_order,indomain_min,time,100.0,180.0,,0.0002149480005755322
3,29,input_order,indomain_min,obj,672036.0,672036.0,710536.0,672036.0
3,29,input_order,indomain_min,time,110.0,170.0,,0.00019909799993911292
3,30,input_order,indomain_min,obj,844420.0,652945.0,280420.0,280420.0
3,30,input_order,indomain_min,time,110.0,180.0,,0.0002039320006588241
3,31,input_order,indomain_min,obj,1820733.0,1820733.0,1758465.0,1743465.0
3,31,input_order,indomain_min,time,110.0,200.0,,0.00020496599972830154
3,32,input_order,indomain_min,obj,3322384.0,3322384.0,3922336.0,3217936.0
3,32,input_order,indomain_min,time,170.0,210.0,,0.00020142300127190538
3,33,input_order,indomain_min,obj,1161499.0,1161499.0,1033011.0,1020699.0
3,33,input_order,indomain_min,time,110.0,210.0,,0.00017901399951369967
3,34,input_order,indomain_min,obj,1761740.0,1761740.0,1477160.0,1179860.0
3,34,input_order,indomain_min,time,100.0,670.0,,0.00040554500083089806
3,35,input_order,indomain_min,obj,1518320.0,1518320.0,1169220.0,1126920.0
3,35,input_order,indomain_min,time,100.0,220.0,,0.00021809200006828178
3,36,input_order,indomain_min,obj,1861030.0,1861030.0,2265130.0,1641430.0
3,36,input_order,indomain_min,time,100.0,170.0,,0.00027100399893242866
3,37,input_order,indomain_min,obj,948825.0,948825.0,1239625.0,948825.0
3,37,input_order,indomain_min,time,100.0,180.0,,0.0002068229987344239
3,38,input_order,indomain_min,obj,1180180.0,1180180.0,697440.0,684280.0
3,38,input_order,indomain_min,time,110.0,250.0,,0.00021071999981359113
3,39,input_order,indomain_min,obj,1320373.0,1310353.0,1102119.0,1069519.0
3,39,input_order,indomain_min,time,100.0,350.0,,0.0002288230007252423
3,40,input_order,indomain_min,obj,1447088.0,1447088.0,1360384.0,1160984.0
3,40,input_order,indomain_min,time,100.0,300.0,,0.00020871600099781062
3,41,input_order,indomain_min,obj,577648.0,577648.0,421956.0,415956.0
3,41,input_order,indomain_min,time,110.0,340.0,,0.00021044499953859486
3,42,input_order,indomain_min,obj,514602.0,499302.0,435192.0,429582.0
3,42,input_order,indomain_min,time,110.0,190.0,,0.00039455700061807875
3,43,input_order,indomain_min,obj,1155170.0,1155170.0,984070.0,880570.0
3,43,input_order,indomain_min,time,100.0,220.0,,0.00019124100072076544
3,44,input_order,indomain_min,obj,727289.0,645329.0,535289.0,535289.0
3,44,input_order,indomain_min,time,110.0,240.0,,0.0002397900007053977
3,45,input_order,indomain_min,obj,1737144.0,1737144.0,1488932.0,1466892.0
3,45,input_order,indomain_min,time,100.0,210.0,,0.00019879699902958237
3,46,input_order,indomain_min,obj,775349.0,717369.0,593449.0,585449.0
3,46,input_order,indomain_min,time,120.0,210.0,,0.00032588599970040377
3,47,input_order,indomain_min,obj,3315784.0,3176356.0,3075560.0,2992360.0
3,47,input_order,indomain_min,time,110.0,200.0,,0.00017673799993644934
3,48,input_order,indomain_min,obj,1813096.0,1804696.0,1841896.0,1694896.0
3,48,input_order,indomain_min,time,120.0,190.0,,0.00017233899961865973
3,49,input_order,indomain_min,obj,994465.0,994465.0,972829.0,932929.0
3,49,input_order,indomain_min,time,120.0,450.0,,0.00042919599945889786
3,50,input_order,indomain_min,obj,738896.0,484232.0,330092.0,330092.0
3,50,input_order,indomain_min,time,160.0,450.0,,0.0004078820002177963
4,1,input_order,indomain_min,obj,1487700.0,1364250.0,1763200.0,1214800.0
4,1,input_order,indomain_min,time,100.0,210.0,,0.00020497700097621419
4,2,input_order,indomain_min,obj,163200.0,120840.0,38940.0,38940.0
4,2,input_order,indomain_min,time,100.0,170.0,,0.00018573400120658334
4,3,input_order,indomain_min,obj,757878.0,757878.0,867838.0,690228.0
4,3,input_order,indomain_min,time,100.0,170.0,,0.00021491299958142918
4,4,input_order,indomain_min,obj,328538.0,328538.0,328538.0,328538.0
4,4,input_order,indomain_min,time,140.0,170.0,,0.000155798999912804
4,5,input_order,indomain_min,obj,1634715.0,1634715.0,1875515.0,1634715.0
4,5,input_order,indomain_min,time,110.0,170.0,,0.00022856800023873802
4,6,input_order,indomain_min,obj,2013390.0,2013390.0,1959195.0,1683795.0
4,6,input_order,indomain_min,time,110.0,190.0,,0.00027707200024451595
4,7,input_order,indomain_min,obj,1819890.0,1819890.0,1585300.0,1465670.0
4,7,input_order,indomain_min,time,120.0,190.0,,0.00018794000061461702
4,8,input_order,indomain_min,obj,2418992.0,2418992.0,3589447.0,2418992.0
4,8,input_order,indomain_min,time,150.0,200.0,,0.00020828500055358745
4,9,input_order,indomain_min,obj,1022887.0,1022887.0,947152.0,908452.0
4,9,input_order,indomain_min,time,120.0,220.0,,0.00020970100013073534
4,10,input_order,indomain_min,obj,601325.0,585525.0,314225.0,312165.0
4,10,input_order,indomain_min,time,110.0,230.0,,0.00018614399959915318
4,11,input_order,indomain_min,obj,484270.0,464470.0,399310.0,399310.0
4,11,input_order,indomain_min,time,110.0,180.0,,0.00017745299919624813
4,12,input_order,indomain_min,obj,456415.0,210760.0,198030.0,147200.0
4,12,input_order,indomain_min,time,90.0,200.0,,0.00017961399862542748
4,13,input_order,indomain_min,obj,1042460.0,1042460.0,957960.0,957260.0
4,13,input_order,indomain_min,time,110.0,240.0,,0.00020908300029987004
4,14,input_order,indomain_min,obj,126312.0,126312.0,70506.0,70506.0
4,14,input_order,indomain_min,time,110.0,300.0,,0.00018052699851978105
4,15,input_order,indomain_min,obj,246716.0,146076.0,124244.0,124244.0
4,15,input_order,indomain_min,time,110.0,170.0,,0.0001730599997245008
4,16,input_order,indomain_min,obj,1942965.0,1942965.0,1369615.0,1345615.0
4,16,input_order,indomain_min,time,100.0,430.0,,0.0003139549990009982
4,17,input_order,indomain_min,obj,1476876.0,1121566.0,1087502.0,856002.0
4,17,input_order,indomain_min,time,120.0,200.0,,0.00035125500107824337
4,18,input_order,indomain_min,obj,900676.0,900062.0,547926.0,497576.0
4,18,input_order,indomain_min,time,100.0,310.0,,0.00017832800040196162
4,19,input_order,indomain_min,obj,544082.0,419342.0,484922.0,410522.0
4,19,input_order,indomain_min,time,100.0,170.0,,0.00017219499932252802
4,20,input_order,indomain_min,obj,1297608.0,1232008.0,1495448.0,950068.0
4,20,input_order,indomain_min,time,100.0,190.0,,0.00023830800091673154
4,21,input_order,indomain_min,obj,1046785.0,1046785.0,1102585.0,969385.0
4,21,input_order,indomain_min,time,120.0,190.0,,0.0001785099993867334
4,22,input_order,indomain_min,obj,1020252.0,1020252.0,1222852.0,1020252.0
4,22,input_order,indomain_min,time,110.0,180.0,,0.0002192900010413723
4,23,input_order,indomain_min,obj,1538718.0,1538718.0,1253918.0,1009218.0
4,23,input_order,indomain_min,time,120.0,200.0,,0.0002302390003023902
4,24,input_order,indomain_min,obj,1041196.0,1041196.0,1082596.0,1041196.0
4,24,input_order,indomain_min,time,100.0,190.0,,0.0001547760002722498
4,25,input_order,indomain_min,obj,1029592.0,1029592.0,1221692.0,1029592.0
4,25,input_order,indomain_min,time,130.0,170.0,,0.00017257199942832813
4,26,input_order,indomain_min,obj,1149920.0,1149920.0,1078720.0,1052520.0
4,26,input_order,indomain_min,time,100.0,170.0,,0.00017262100118387025
4,27,input_order,indomain_min,obj,1496410.0,1496410.0,1098030.0,977750.0
4,27,input_order,indomain_min,time,110.0,260.0,,0.00020740999934787396
4,28,input_order,indomain_min,obj,1802902.0,1765252.0,1756492.0,1756492.0
4,28,input_order,indomain_min,time,110.0,170.0,,0.00019916799828934018
4,29,input_order,indomain_min,obj,635124.0,635124.0,709924.0,635124.0
4,29,input_order,indomain_min,time,100.0,170.0,,0.00018190900118497666
4,30,input_order,indomain_min,obj,833060.0,646595.0,253760.0,253760.0
4,30,input_order,indomain_min,time,120.0,180.0,,0.00018908500169345643
4,31,input_order,indomain_min,obj,1792356.0,1792356.0,1839876.0,1734276.0
4,31,input_order,indomain_min,time,110.0,200.0,,0.00024931200096034445
4,32,input_order,indomain_min,obj,3149230.0,3149230.0,4005274.0,3066274.0
4,32,input_order,indomain_min,time,130.0,180.0,,0.0002156730006390717
4,33,input_order,indomain_min,obj,1162288.0,1162288.0,1023116.0,1018442.0
4,33,input_order,indomain_min,time,110.0,220.0,,0.000180275001184782
4,34,input_order,indomain_min,obj,1643880.0,1643880.0,1285560.0,1123260.0
4,34,input_order,indomain_min,time,100.0,530.0,,0.0003584650003176648
4,35,input_order,indomain_min,obj,1421952.0,1421952.0,1193952.0,1048752.0
4,35,input_order,indomain_min,time,100.0,170.0,,0.00017986000057135243
4,36,input_order,indomain_min,obj,1787500.0,1787500.0,2016400.0,1523800.0
4,36,input_order,indomain_min,time,100.0,180.0,,0.00021160600044822786
4,37,input_order,indomain_min,obj,897950.0,897950.0,1255350.0,897950.0
