,,,,,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
1,7,anti_first_fail,indomain_min,time,60.0,90.0,0.00021499511785805225,,3.583251964300871e-06
1,8,anti_first_fail,indomain_min,obj,539064.0,539064.0,539064.0,577164.0,1.0
1,8,anti_first_fail,indomain_min,obj-testing,539064.0,539064.0,,,
1,8,anti_first_fail,indomain_min,time,60.0,80.0,0.00015643914230167866,,2.607319038361311e-06
1,9,anti_first_fail,indomain_min,obj,919752.0,919752.0,919752.0,955752.0,1.0
1,9,anti_first_fail,indomain_min,obj-testing,919752.0,919752.0,,,
1,9,anti_first_fail,indomain_min,time,60.0,80.0,0.00021300092339515686,,3.550015389919281e-06
1,10,anti_first_fail,indomain_min,obj,145701.0,145701.0,145701.0,257121.0,1.0
1,10,anti_first_fail,indomain_min,obj-testing,145701.0,145701.0,,,
1,10,anti_first_fail,indomain_min,time,60.0,80.0,0.0001957800704985857,,3.2630011749764284e-06
1,11,anti_first_fail,indomain_min,obj,1963122.0,1963122.0,1963122.0,3019662.0,1.0
1,11,anti_first_fail,indomain_min,obj-testing,1963122.0,1963122.0,,,
1,11,anti_first_fail,indomain_min,time,50.0,70.0,0.00015726103447377682,,3.1452206894755365e-06
1,12,anti_first_fail,indomain_min,obj,1665700.0,1665700.0,1648800.0,1708000.0,0.9898541153869245
1,12,anti_first_fail,indomain_min,obj-testing,1665700.0,1665700.0,,,
1,12,anti_first_fail,indomain_min,time,50.0,90.0,0.00023191003128886223,,4.638200625777244e-06
1,13,anti_first_fail,indomain_min,obj,2996597.0,2996597.0,2996597.0,5507097.0,1.0
1,13,anti_first_fail,indomain_min,obj-testing,2996597.0,2996597.0,,,
1,13,anti_first_fail,indomain_min,time,50.0,70.0,0.000163183081895113,,3.2636616379022598e-06
1,14,anti_first_fail,indomain_min,obj,2076938.0,2076938.0,2076938.0,2654934.0,1.0
1,14,anti_first_fail,indomain_min,obj-testing,2076938.0,2076938.0,,,
1,14,anti_first_fail,indomain_min,time,50.0,80.0,0.00018808012828230858,,3.7616025656461714e-06
1,15,anti_first_fail,indomain_min,obj,1270137.0,1270137.0,1270137.0,7987137.0,1.0
1,15,anti_first_fail,indomain_min,obj-testing,1270137.0,1270137.0,,,
1,15,anti_first_fail,indomain_min,time,50.0,70.0,0.00016075489111244678,,3.2150978222489356e-06
1,16,anti_first_fail,indomain_min,obj,835710.0,835710.0,814930.0,1834770.0,0.9751349152217874
1,16,anti_first_fail,indomain_min,obj-testing,835710.0,835710.0,,,
1,16,anti_first_fail,indomain_min,time,60.0,100.0,0.00025842804461717606,,4.307134076952934e-06
1,17,anti_first_fail,indomain_min,obj,104046.0,104046.0,92476.0,97378.0,0.8887991849758761
1,17,anti_first_fail,indomain_min,obj-testing,104046.0,104046.0,,,
1,17,anti_first_fail,indomain_min,time,60.0,80.0,0.00020578806288540363,,3.4298010480900605e-06
1,18,anti_first_fail,indomain_min,obj,412754.0,412754.0,384454.0,384454.0,0.9314361580990129
1,18,anti_first_fail,indomain_min,obj-testing,412754.0,412754.0,,,
1,18,anti_first_fail,indomain_min,time,60.0,80.0,0.0001953111495822668,,3.2551858263711133e-06
1,19,anti_first_fail,indomain_min,obj,570596.0,570596.0,569596.0,817688.0,0.9982474465295936
1,19,anti_first_fail,indomain_min,obj-testing,570596.0,570596.0,,,
1,19,anti_first_fail,indomain_min,time,50.0,80.0,0.0001974320039153099,,3.948640078306198e-06
1,20,anti_first_fail,indomain_min,obj,1241100.0,1241100.0,1241100.0,2642100.0,1.0
1,20,anti_first_fail,indomain_min,obj-testing,1241100.0,1241100.0,,,
1,20,anti_first_fail,indomain_min,time,50.0,70.0,0.0001606498844921589,,3.2129976898431776e-06
1,21,anti_first_fail,indomain_min,obj,1962288.0,1962288.0,1816788.0,8313288.0,0.9258518627235146
1,21,anti_first_fail,indomain_min,obj-testing,1962288.0,1962288.0,,,
1,21,anti_first_fail,indomain_min,time,60.0,100.0,0.00022951699793338776,,3.825283298889796e-06
1,22,anti_first_fail,indomain_min,obj,1350300.0,1350300.0,1184100.0,1927500.0,0.8769162408353699
1,22,anti_first_fail,indomain_min,obj-testing,1350300.0,1350300.0,,,
1,22,anti_first_fail,indomain_min,time,60.0,100.0,0.0002487599849700928,,4.1459997495015464e-06
1,23,anti_first_fail,indomain_min,obj,1089395.0,1089395.0,1082235.0,1543835.0,0.9934275446463404
1,23,anti_first_fail,indomain_min,obj-testing,1089395.0,1089395.0,,,
1,23,anti_first_fail,indomain_min,time,50.0,90.0,0.00023687491193413734,,4.737498238682747e-06
1,24,anti_first_fail,indomain_min,obj,551354.0,551354.0,384396.0,375396.0,0.6971854743050744
1,24,anti_first_fail,indomain_min,obj-testing,551354.0,551354.0,,,
1,24,anti_first_fail,indomain_min,time,70.0,100.0,0.00025463197380304337,,3.6375996257577624e-06
1,25,anti_first_fail,indomain_min,obj,1582600.0,1582600.0,1582600.0,1863100.0,1.0
1,25,anti_first_fail,indomain_min,obj-testing,1582600.0,1582600.0,,,
1,25,anti_first_fail,indomain_min,time,60.0,70.0,0.00015729106962680817,,2.6215178271134696e-06
1,26,anti_first_fail,indomain_min,obj,743740.0,743740.0,717740.0,4012590.0,0.9650415467770995
1,26,anti_first_fail,indomain_min,obj-testing,743740.0,743740.0,,,
1,26,anti_first_fail,indomain_min,time,60.0,90.0,0.0002192370593547821,,3.6539509892463685e-06
1,27,anti_first_fail,indomain_min,obj,434145.0,434145.0,434145.0,434145.0,1.0
1,27,anti_first_fail,indomain_min,obj-testing,434145.0,434145.0,,,
1,27,anti_first_fail,indomain_min,time,60.0,60.0,0.00016008783131837845,,2.668130521972974e-06
1,28,anti_first_fail,indomain_min,obj,2396200.0,2396200.0,2321600.0,7904450.0,0.9688673733411235
1,28,anti_first_fail,indomain_min,obj-testing,2396200.0,2396200.0,,,
1,28,anti_first_fail,indomain_min,time,50.0,80.0,0.00020944117568433285,,4.188823513686657e-06
1,29,anti_first_fail,indomain_min,obj,1189257.0,1189257.0,1030893.0,1455693.0,0.8668378659953231
1,29,anti_first_fail,indomain_min,obj-testing,1189257.0,1189257.0,,,
1,29,anti_first_fail,indomain_min,time,60.0,80.0,0.00019149808213114738,,3.19163470218579e-06
1,30,anti_first_fail,indomain_min,obj,1548016.0,1548016.0,1548016.0,1575924.0,1.0
1,30,anti_first_fail,indomain_min,obj-testing,1548016.0,1548016.0,,,
1,30,anti_first_fail,indomain_min,time,50.0,80.0,0.00021844799630343914,,4.368959926068783e-06
1,31,anti_first_fail,indomain_min,obj,531265.0,531265.0,523665.0,539566.0,0.9856945215664499
1,31,anti_first_fail,indomain_min,obj-testing,531265.0,531265.0,,,
1,31,anti_first_fail,indomain_min,time,50.0,90.0,0.00020702811889350414,,4.140562377870083e-06
1,32,anti_first_fail,indomain_min,obj,2416040.0,2416040.0,2416040.0,4084680.0,1.0
1,32,anti_first_fail,indomain_min,obj-testing,2416040.0,2416040.0,,,
1,32,anti_first_fail,indomain_min,time,50.0,70.0,0.00016265502199530602,,3.25310043990612e-06
1,33,anti_first_fail,indomain_min,obj,839144.0,839144.0,829984.0,3891794.0,0.9890841142878933
1,33,anti_first_fail,indomain_min,obj-testing,839144.0,839144.0,,,
1,33,anti_first_fail,indomain_min,time,60.0,90.0,0.00021622399799525738,,3.603733299920956e-06
1,34,anti_first_fail,indomain_min,obj,257978.0,257978.0,257978.0,263078.0,1.0
1,34,anti_first_fail,indomain_min,obj-testing,257978.0,257978.0,,,
1,34,anti_first_fail,indomain_min,time,60.0,80.0,0.0002143210731446743,,3.572017885744572e-06
1,35,anti_first_fail,indomain_min,obj,716272.0,716272.0,716272.0,758068.0,1.0
1,35,anti_first_fail,indomain_min,obj-testing,716272.0,716272.0,,,
1,35,anti_first_fail,indomain_min,time,60.0,70.0,0.0001657980028539896,,2.7633000475664932e-06
1,36,anti_first_fail,indomain_min,obj,2301275.0,2301275.0,2301275.0,2977475.0,1.0
1,36,anti_first_fail,indomain_min,obj-testing,2301275.0,2301275.0,,,
1,36,anti_first_fail,indomain_min,time,60.0,90.0,0.0002322699874639511,,3.871166457732518e-06
1,37,anti_first_fail,indomain_min,obj,724950.0,724950.0,724950.0,2771650.0,1.0
1,37,anti_first_fail,indomain_min,obj-testing,724950.0,724950.0,,,
1,37,anti_first_fail,indomain_min,time,50.0,80.0,0.00019980804063379765,,3.996160812675953e-06
1,38,anti_first_fail,indomain_min,obj,1276234.0,1276234.0,1276234.0,1436734.0,1.0
1,38,anti_first_fail,indomain_min,obj-testing,1276234.0,1276234.0,,,
1,38,anti_first_fail,indomain_min,time,60.0,80.0,0.00021466193720698357,,3.577698953449726e-06
1,39,anti_first_fail,indomain_min,obj,625081.0,625081.0,625081.0,997411.0,1.0
1,39,anti_first_fail,indomain_min,obj-testing,625081.0,625081.0,,,
1,39,anti_first_fail,indomain_min,time,50.0,70.0,0.0001576608046889305,,3.15321609377861e-06
1,40,anti_first_fail,indomain_min,obj,959800.0,959800.0,959800.0,1370800.0,1.0
1,40,anti_first_fail,indomain_min,obj-testing,959800.0,959800.0,,,
1,40,anti_first_fail,indomain_min,time,50.0,70.0,0.00016267201863229275,,3.253440372645855e-06
1,41,anti_first_fail,indomain_min,obj,781910.0,781910.0,778850.0,875050.0,0.9960865061196301
1,41,anti_first_fail,indomain_min,obj-testing,781910.0,781910.0,,,
1,41,anti_first_fail,indomain_min,time,50.0,80.0,0.00019970396533608437,,3.994079306721687e-06
1,42,anti_first_fail,indomain_min,obj,275434.0,275434.0,275434.0,307026.0,1.0
1,42,anti_first_fail,indomain_min,obj-testing,275434.0,275434.0,,,
1,42,anti_first_fail,indomain_min,time,50.0,70.0,0.00019275699742138386,,3.855139948427677e-06
1,43,anti_first_fail,indomain_min,obj,1240592.0,1240592.0,1154992.0,1191192.0,0.9310006835446303
1,43,anti_first_fail,indomain_min,obj-testing,1240592.0,1240592.0,,,
1,43,anti_first_fail,indomain_min,time,60.0,80.0,0.00021226098760962486,,3.537683126827081e-06
1,44,anti_first_fail,indomain_min,obj,993455.0,993455.0,872855.0,2953655.0,0.8786054728196043
1,44,anti_first_fail,indomain_min,obj-testing,993455.0,993455.0,,,
1,44,anti_first_fail,indomain_min,time,60.0,80.0,0.00026777805760502815,,4.462967626750469e-06
1,45,anti_first_fail,indomain_min,obj,2620440.0,2620440.0,2620440.0,3433110.0,1.0
1,45,anti_first_fail,indomain_min,obj-testing,2620440.0,2620440.0,,,
1,45,anti_first_fail,indomain_min,time,50.0,70.0,0.00016126991249620914,,3.225398249924183e-06
1,46,anti_first_fail,indomain_min,obj,1860410.0,1860410.0,1854854.0,8987416.0,0.9970135615267602
1,46,anti_first_fail,indomain_min,obj-testing,1860410.0,1860410.0,,,
1,46,anti_first_fail,indomain_min,time,70.0,80.0,0.0002296429593116045,,3.280613704451493e-06
1,47,anti_first_fail,indomain_min,obj,873044.0,873044.0,840044.0,1018224.0,0.9622012178080371
1,47,anti_first_fail,indomain_min,obj-testing,873044.0,873044.0,,,
1,47,anti_first_fail,indomain_min,time,60.0,80.0,0.0002100339625030756,,3.500566041717927e-06
1,48,anti_first_fail,indomain_min,obj,199724.0,199724.0,199724.0,286284.0,1.0
1,48,anti_first_fail,indomain_min,obj-testing,199724.0,199724.0,,,
1,48,anti_first_fail,indomain_min,time,60.0,80.0,0.0001990320160984993,,3.3172002683083216e-06
1,49,anti_first_fail,indomain_min,obj,710276.0,710276.0,708596.0,805816.0,0.997634722276974
1,49,anti_first_fail,indomain_min,obj-testing,710276.0,710276.0,,,
1,49,anti_first_fail,indomain_min,time,50.0,80.0,0.00018810713663697243,,3.7621427327394487e-06
1,50,anti_first_fail,indomain_min,obj,1038751.0,1038751.0,1038751.0,1155751.0,1.0
1,50,anti_first_fail,indomain_min,obj-testing,1038751.0,1038751.0,,,
1,50,anti_first_fail,indomain_min,time,50.0,80.0,0.0002330669667571783,,4.661339335143566e-06
2,1,anti_first_fail,indomain_min,obj,884928.0,884928.0,884928.0,1111528.0,1.0
2,1,anti_first_fail,indomain_min,obj-testing,884928.0,884928.0,,,
2,1,anti_first_fail,indomain_min,time,60.0,70.0,0.00018201489001512527,,3.033581500252088e-06
2,2,anti_first_fail,indomain_min,obj,967470.0,967470.0,922618.0,923406.0,0.9536399061469606
2,2,anti_first_fail,indomain_min,obj-testing,967470.0,967470.0,,,
2,2,anti_first_fail,indomain_min,time,50.0,90.0,0.0002808729186654091,,5.617458373308182e-06
2,3,anti_first_fail,indomain_min,obj,1342450.0,1342450.0,1285970.0,1603110.0,0.9579276695593877
2,3,anti_first_fail,indomain_min,obj-testing,1342450.0,1342450.0,,,
2,3,anti_first_fail,indomain_min,time,50.0,90.0,0.0002366409171372652,,4.732818342745304e-06
2,4,anti_first_fail,indomain_min,obj,1145952.0,1145952.0,1145952.0,1698452.0,1.0
2,4,anti_first_fail,indomain_min,obj-testing,1145952.0,1145952.0,,,
2,4,anti_first_fail,indomain_min,time,60.0,70.0,0.00021163583733141422,,3.5272639555235704e-06
2,5,anti_first_fail,indomain_min,obj,1623320.0,1623320.0,1016770.0,2492670.0,0.6263521671635907
2,5,anti_first_fail,indomain_min,obj-testing,1623320.0,1623320.0,,,
2,5,anti_first_fail,indomain_min,time,60.0,80.0,0.00022257096134126186,,3.7095160223543644e-06
2,6,anti_first_fail,indomain_min,obj,695922.0,695922.0,695922.0,702222.0,1.0
2,6,anti_first_fail,indomain_min,obj-testing,695922.0,695922.0,,,
2,6,anti_first_fail,indomain_min,time,60.0,70.0,0.00017757108435034752,,2.959518072505792e-06
2,7,anti_first_fail,indomain_min,obj,1903250.0,1903250.0,1778450.0,2067650.0,0.9344279521870484
2,7,anti_first_fail,indomain_min,obj-testing,1903250.0,1903250.0,,,
2,7,anti_first_fail,indomain_min,time,50.0,90.0,0.00022441288456320763,,4.488257691264152e-06
2,8,anti_first_fail,indomain_min,obj,473412.0,473412.0,473412.0,476112.0,1.0
2,8,anti_first_fail,indomain_min,obj-testing,473412.0,473412.0,,,
2,8,anti_first_fail,indomain_min,time,60.0,70.0,0.00022586295381188393,,3.7643825635313987e-06
2,9,anti_first_fail,indomain_min,obj,857076.0,857076.0,857076.0,915276.0,1.0
2,9,anti_first_fail,indomain_min,obj-testing,857076.0,857076.0,,,
2,9,anti_first_fail,indomain_min,time,60.0,80.0,0.0002283009234815836,,3.8050153913597264e-06
2,10,anti_first_fail,indomain_min,obj,116983.0,116983.0,116983.0,137143.0,1.0
2,10,anti_first_fail,indomain_min,obj-testing,116983.0,116983.0,,,
2,10,anti_first_fail,indomain_min,time,60.0,80.0,0.00021351687610149384,,3.558614601691564e-06
2,11,anti_first_fail,indomain_min,obj,1658240.0,1658240.0,1658240.0,2903930.0,1.0
2,11,anti_first_fail,indomain_min,obj-testing,1658240.0,1658240.0,,,
2,11,anti_first_fail,indomain_min,time,50.0,70.0,0.00017509981989860535,,3.5019963979721067e-06
2,12,anti_first_fail,indomain_min,obj,1617690.0,1617690.0,1595220.0,1745790.0,0.9861098232665096
2,12,anti_first_fail,indomain_min,obj-testing,1617690.0,1617690.0,,,
2,12,anti_first_fail,indomain_min,time,60.0,90.0,0.0002540489658713341,,4.234149431188901e-06
2,13,anti_first_fail,indomain_min,obj,2645483.0,2645483.0,2645483.0,4065583.0,1.0
2,13,anti_first_fail,indomain_min,obj-testing,2645483.0,2645483.0,,,
2,13,anti_first_fail,indomain_min,time,50.0,60.0,0.00019328296184539795,,3.865659236907959e-06
2,14,anti_first_fail,indomain_min,obj,1833538.0,1833538.0,1833538.0,2634934.0,1.0
2,14,anti_first_fail,indomain_min,obj-testing,1833538.0,1833538.0,,,
2,14,anti_first_fail,indomain_min,time,50.0,70.0,0.00020805816166102886,,4.1611632332205775e-06
2,15,anti_first_fail,indomain_min,obj,1189258.0,1189258.0,1189258.0,2098858.0,1.0
2,15,anti_first_fail,indomain_min,obj-testing,1189258.0,1189258.0,,,
2,15,anti_first_fail,indomain_min,time,60.0,70.0,0.00021307403221726418,,3.551233870287736e-06
2,16,anti_first_fail,indomain_min,obj,745500.0,745500.0,739100.0,1746695.0,0.9914151576123407
2,16,anti_first_fail,indomain_min,obj-testing,745500.0,745500.0,,,
2,16,anti_first_fail,indomain_min,time,60.0,100.0,0.00027536600828170776,,4.589433471361796e-06
2,17,anti_first_fail,indomain_min,obj,99935.0,99935.0,88585.0,95767.0,0.8864261770150598
2,17,anti_first_fail,indomain_min,obj-testing,99935.0,99935.0,,,
2,17,anti_first_fail,indomain_min,time,60.0,80.0,0.00022576889023184776,,3.7628148371974626e-06
2,18,anti_first_fail,indomain_min,obj,340662.0,340662.0,312634.0,312634.0,0.9177249003411005
2,18,anti_first_fail,indomain_min,obj-testing,340662.0,340662.0,,,
2,18,anti_first_fail,indomain_min,time,60.0,80.0,0.00021492992527782917,,3.5821654212971527e-06
2,19,anti_first_fail,indomain_min,obj,517700.0,517700.0,517700.0,554552.0,1.0
2,19,anti_first_fail,indomain_min,obj-testing,517700.0,517700.0,,,
2,19,anti_first_fail,indomain_min,time,50.0,80.0,0.00021577300503849983,,4.315460100769996e-06
2,20,anti_first_fail,indomain_min,obj,1185534.0,1185534.0,1185534.0,1196614.0,1.0
2,20,anti_first_fail,indomain_min,obj-testing,1185534.0,1185534.0,,,
2,20,anti_first_fail,indomain_min,time,60.0,70.0,0.0001770381350070238,,2.950635583450397e-06
2,21,anti_first_fail,indomain_min,obj,1900532.0,1900532.0,1753132.0,5092396.0,0.9224427686563552
2,21,anti_first_fail,indomain_min,obj-testing,1900532.0,1900532.0,,,
2,21,anti_first_fail,indomain_min,time,60.0,90.0,0.0002514519728720188,,4.190866214533647e-06
2,22,anti_first_fail,indomain_min,obj,1292020.0,1292020.0,1054700.0,2403120.0,0.8163186328385009
2,22,anti_first_fail,indomain_min,obj-testing,1292020.0,1292020.0,,,
2,22,anti_first_fail,indomain_min,time,60.0,110.0,0.0002689650282263756,,4.482750470439593e-06
2,23,anti_first_fail,indomain_min,obj,866025.0,866025.0,858955.0,864255.0,0.9918362633873156
2,23,anti_first_fail,indomain_min,obj-testing,866025.0,866025.0,,,
2,23,anti_first_fail,indomain_min,time,50.0,90.0,0.00026031979359686375,,5.206395871937275e-06
2,24,anti_first_fail,indomain_min,obj,513453.0,513453.0,365095.0,352495.0,0.7110582662872746
2,24,anti_first_fail,indomain_min,obj-testing,513453.0,513453.0,,,
2,24,anti_first_fail,indomain_min,time,60.0,100.0,0.000271401833742857,,4.523363895714283e-06
2,25,anti_first_fail,indomain_min,obj,1479000.0,1479000.0,1479000.0,1872200.0,1.0
2,25,anti_first_fail,indomain_min,obj-testing,1479000.0,1479000.0,,,
2,25,anti_first_fail,indomain_min,time,60.0,70.0,0.00022758496925234795,,3.7930828208724656e-06
2,26,anti_first_fail,indomain_min,obj,667270.0,667270.0,641220.0,1164770.0,0.960960330900535
2,26,anti_first_fail,indomain_min,obj-testing,667270.0,667270.0,,,
2,26,anti_first_fail,indomain_min,time,60.0,90.0,0.00022582197561860085,,3.7636995936433475e-06
2,27,anti_first_fail,indomain_min,obj,428527.0,428527.0,428527.0,428527.0,1.0
2,27,anti_first_fail,indomain_min,obj-testing,428527.0,428527.0,,,
2,27,anti_first_fail,indomain_min,time,60.0,60.0,0.00017916690558195114,,2.986115093032519e-06
2,28,anti_first_fail,indomain_min,obj,2303750.0,2303750.0,2216450.0,2874100.0,0.9621052631578947
2,28,anti_first_fail,indomain_min,obj-testing,2303750.0,2303750.0,,,
2,28,anti_first_fail,indomain_min,time,50.0,80.0,0.00023022410459816456,,4.604482091963291e-06
2,29,anti_first_fail,indomain_min,obj,1114745.0,1114745.0,905805.0,1415205.0,0.8125669996277175
2,29,anti_first_fail,indomain_min,obj-testing,1114745.0,1114745.0,,,
2,29,anti_first_fail,indomain_min,time,60.0,80.0,0.00020236684940755367,,3.372780823459228e-06
2,30,anti_first_fail,indomain_min,obj,1397760.0,1397760.0,1397136.0,1409060.0,0.9995535714285714
2,30,anti_first_fail,indomain_min,obj-testing,1397760.0,1397760.0,,,
2,30,anti_first_fail,indomain_min,time,50.0,80.0,0.00023781205527484417,,4.756241105496884e-06
2,31,anti_first_fail,indomain_min,obj,478672.0,478672.0,456672.0,487851.0,0.9540395093090884
2,31,anti_first_fail,indomain_min,obj-testing,478672.0,478672.0,,,
2,31,anti_first_fail,indomain_min,time,50.0,90.0,0.00022747507318854332,,4.549501463770866e-06
2,32,anti_first_fail,indomain_min,obj,2323300.0,2323300.0,2323300.0,4142940.0,1.0
2,32,anti_first_fail,indomain_min,obj-testing,2323300.0,2323300.0,,,
2,32,anti_first_fail,indomain_min,time,60.0,70.0,0.00017988099716603756,,2.9980166194339593e-06
2,33,anti_first_fail,indomain_min,obj,687750.0,687750.0,684030.0,1335930.0,0.9945910577971646
2,33,anti_first_fail,indomain_min,obj-testing,687750.0,687750.0,,,
2,33,anti_first_fail,indomain_min,time,60.0,90.0,0.00023292191326618195,,3.882031887769699e-06
2,34,anti_first_fail,indomain_min,obj,242628.0,242628.0,242628.0,245628.0,1.0
2,34,anti_first_fail,indomain_min,obj-testing,242628.0,242628.0,,,
2,34,anti_first_fail,indomain_min,time,60.0,90.0,0.0002383589744567871,,3.9726495742797855e-06
2,35,anti_first_fail,indomain_min,obj,678790.0,678790.0,678790.0,766558.0,1.0
2,35,anti_first_fail,indomain_min,obj-testing,678790.0,678790.0,,,
2,35,anti_first_fail,indomain_min,time,50.0,70.0,0.0001796581782400608,,3.5931635648012162e-06
2,36,anti_first_fail,indomain_min,obj,2112985.0,2112985.0,2112985.0,2790785.0,1.0
2,36,anti_first_fail,indomain_min,obj-testing,2112985.0,2112985.0,,,
2,36,anti_first_fail,indomain_min,time,50.0,80.0,0.0002564261667430401,,5.128523334860802e-06
2,37,anti_first_fail,indomain_min,obj,662150.0,662150.0,662150.0,1248600.0,1.0
2,37,anti_first_fail,indomain_min,obj-testing,662150.0,662150.0,,,
2,37,anti_first_fail,indomain_min,time,50.0,90.0,0.00022001005709171295,,4.400201141834259e-06
2,38,anti_first_fail,indomain_min,obj,1199460.0,1199460.0,1199460.0,1496860.0,1.0
2,38,anti_first_fail,indomain_min,obj-testing,1199460.0,1199460.0,,,
2,38,anti_first_fail,indomain_min,time,60.0,80.0,0.00023053004406392574,,3.842167401065429e-06
2,39,anti_first_fail,indomain_min,obj,636656.0,636656.0,636656.0,661856.0,1.0
2,39,anti_first_fail,indomain_min,obj-testing,636656.0,636656.0,,,
2,39,anti_first_fail,indomain_min,time,50.0,70.0,0.00017801811918616295,,3.560362383723259e-06
2,40,anti_first_fail,indomain_min,obj,911720.0,911720.0,911720.0,1074920.0,1.0
2,40,anti_first_fail,indomain_min,obj-testing,911720.0,911720.0,,,
2,40,anti_first_fail,indomain_min,time,50.0,70.0,0.0001843541394919157,,3.687082789838314e-06
2,41,anti_first_fail,indomain_min,obj,726275.0,726275.0,722405.0,802375.0,0.9946714398815876
2,41,anti_first_fail,indomain_min,obj-testing,726275.0,726275.0,,,
2,41,anti_first_fail,indomain_min,time,50.0,80.0,0.0002214689739048481,,4.429379478096962e-06
2,42,anti_first_fail,indomain_min,obj,228676.0,228676.0,228676.0,290776.0,1.0
2,42,anti_first_fail,indomain_min,obj-testing,228676.0,228676.0,,,
2,42,anti_first_fail,indomain_min,time,60.0,70.0,0.00020435103215277195,,3.4058505358795324e-06
2,43,anti_first_fail,indomain_min,obj,1186051.0,1186051.0,1088751.0,1260251.0,0.9179630555515741
2,43,anti_first_fail,indomain_min,obj-testing,1186051.0,1186051.0,,,
2,43,anti_first_fail,indomain_min,time,60.0,80.0,0.00023271399550139904,,3.878566591689984e-06
2,44,anti_first_fail,indomain_min,obj,918916.0,918916.0,729916.0,3907816.0,0.7943228760844299
2,44,anti_first_fail,indomain_min,obj-testing,918916.0,918916.0,,,
2,44,anti_first_fail,indomain_min,time,60.0,80.0,0.0002097811084240675,,3.4963518070677917e-06
2,45,anti_first_fail,indomain_min,obj,2499890.0,2499890.0,2499890.0,2952560.0,1.0
2,45,anti_first_fail,indomain_min,obj-testing,2499890.0,2499890.0,,,
2,45,anti_first_fail,indomain_min,time,50.0,70.0,0.0001819829922169447,,3.6396598443388937e-06
2,46,anti_first_fail,indomain_min,obj,1707420.0,1707420.0,1639382.0,2121802.0,0.960151573719413
2,46,anti_first_fail,indomain_min,obj-testing,1707420.0,1707420.0,,,
2,46,anti_first_fail,indomain_min,time,60.0,90.0,0.0002507080789655447,,4.178467982759079e-06
2,47,anti_first_fail,indomain_min,obj,763136.0,763136.0,736736.0,767896.0,0.9654059040590406
2,47,anti_first_fail,indomain_min,obj-testing,763136.0,763136.0,,,
2,47,anti_first_fail,indomain_min,time,50.0,80.0,0.00023147696629166603,,4.629539325833321e-06
2,48,anti_first_fail,indomain_min,obj,149034.0,149034.0,149034.0,150606.0,1.0
2,48,anti_first_fail,indomain_min,obj-testing,149034.0,149034.0,,,
2,48,anti_first_fail,indomain_min,time,60.0,80.0,0.00020686490461230278,,3.4477484102050464e-06
2,49,anti_first_fail,indomain_min,obj,595846.0,595846.0,592966.0,737636.0,0.9951665363197874
2,49,anti_first_fail,indomain_min,obj-testing,595846.0,595846.0,,,
2,49,anti_first_fail,indomain_min,time,50.0,80.0,0.00020840484648942947,,4.1680969297885895e-06
2,50,anti_first_fail,indomain_min,obj,908982.0,908982.0,908982.0,1033182.0,1.0
2,50,anti_first_fail,indomain_min,obj-testing,908982.0,908982.0,,,
2,50,anti_first_fail,indomain_min,time,50.0,90.0,0.00025527807883918285,,5.105561576783657e-06
