Month,House,Variable choices,Constraint variables,Result,OGSA,Gecode,Preferred,Ratio,OGSA,Optimised,Preferred,
4,12,anti_first_fail,indomain_min,obj,298714,298714,535855,1,2706,3006,1500,0.900199601
4,15,anti_first_fail,indomain_min,obj,173490,173490,306320,1,1210,1210,1000,1
4,16,anti_first_fail,indomain_min,obj,1314900,1314900,1908600,1,4650,4650,3600,1
4,17,anti_first_fail,indomain_min,obj,170517,170517,287151,1,825,825,600,1
4,19,anti_first_fail,indomain_min,obj,712777,712777,1136222,1,3549,3549,2200,1
4,20,anti_first_fail,indomain_min,obj,460128,460128,592290,1,2554,2554,1200,1
4,23,anti_first_fail,indomain_min,obj,355242,355242,527463,1,2833,2833,1500,1
4,26,anti_first_fail,indomain_min,obj,1338700,1338700,2072800,1,7175,7175,6050,1
4,27,anti_first_fail,indomain_min,obj,620198,620198,790571,1,2111,2100,2100,1.005238095
4,30,anti_first_fail,indomain_min,obj,345800,345800,522500,1,3150,4600,1500,0.684782609
4,33,anti_first_fail,indomain_min,obj,1478276,1478276,1945656,1,4000,4000,4000,1
4,34,anti_first_fail,indomain_min,obj,1028936,1028936,1570168,1,8072,8152,4000,0.990186457
4,36,anti_first_fail,indomain_min,obj,918418,918418,1572702,1,3552,3602,2000,0.986118823
4,40,anti_first_fail,indomain_min,obj,598792,598792,646258,1,1500,1500,1500,1
4,41,anti_first_fail,indomain_min,obj,836500,836500,1419400,1,3750,3750,1900,1
4,43,anti_first_fail,indomain_min,obj,1110766,1110766,2155822,1,4793,3793,3500,1.263643554
4,44,anti_first_fail,indomain_min,obj,730332,730332,882502,1,2401,4690,2300,0.511940299
4,45,anti_first_fail,indomain_min,obj,818160,818160,1169080,1,4840,4840,3600,1
4,46,anti_first_fail,indomain_min,obj,2190720,2190720,3581800,1,10170,10170,6000,1
4,48,anti_first_fail,indomain_min,obj,779940,779940,1155816,1,2200,2200,2200,1
4,55,anti_first_fail,indomain_min,obj,1605770,1605770,2488880,1,4630,4630,2700,1
4,56,anti_first_fail,indomain_min,obj,303992,303992,462775,1,3173,4300,2400,0.737906977
4,57,anti_first_fail,indomain_min,obj,779892,779892,1204731,1,3624,3624,2493,1
4,63,anti_first_fail,indomain_min,obj,438176,438176,772538,1,1744,1725,1004,1.011014493
4,79,anti_first_fail,indomain_min,obj,829700,829700,1011700,1,4500,5200,3600,0.865384615
4,83,anti_first_fail,indomain_min,obj,31764,31764,46214,1,168,190,102,0.884210526
4,88,anti_first_fail,indomain_min,obj,1472262,1472262,1875310,1,7052,7052,5000,1
5,12,anti_first_fail,indomain_min,obj,235566,235566,654180,1,2706,3006,1500,0.900199601
5,15,anti_first_fail,indomain_min,obj,138240,138240,314040,1,2050,1210,1000,1.694214876
5,16,anti_first_fail,indomain_min,obj,1054050,1054050,1807600,1,4650,4650,3600,1
5,17,anti_first_fail,indomain_min,obj,135402,135402,366678,1,825,825,600,1
5,19,anti_first_fail,indomain_min,obj,569454,569454,967558,1,3549,3549,2200,1
5,20,anti_first_fail,indomain_min,obj,365100,365100,610414,1,2554,2554,1200,1
5,23,anti_first_fail,indomain_min,obj,280131,280131,567788,1,2833,2833,1500,1
5,26,anti_first_fail,indomain_min,obj,1063075,1063075,2168775,1,7175,7175,6050,1
5,27,anti_first_fail,indomain_min,obj,521236,521236,920543,1,2186,2186,2100,1
5,30,anti_first_fail,indomain_min,obj,272650,272650,471400,1,3100,4600,1500,0.673913043
5,33,anti_first_fail,indomain_min,obj,1415083,1415083,1970978,1,4000,4000,4000,1
5,34,anti_first_fail,indomain_min,obj,862748,862748,1435036,1,8072,8152,4000,0.990186457
5,36,anti_first_fail,indomain_min,obj,735832,735832,1432160,1,3552,3602,2000,0.986118823
5,40,anti_first_fail,indomain_min,obj,513836,513836,1198512,1,1500,1500,1500,1
5,41,anti_first_fail,indomain_min,obj,670300,670300,1650000,1,3750,3750,1900,1
5,43,anti_first_fail,indomain_min,obj,890637,890637,2103949,1,4793,3793,3500,1.263643554
5,44,anti_first_fail,indomain_min,obj,666231,666231,879710,1,2401,4690,2300,0.511940299
5,45,anti_first_fail,indomain_min,obj,698460,698460,1205800,1,4840,4840,3600,1
5,46,anti_first_fail,indomain_min,obj,1741110,1741110,3650330,1,10170,10170,6000,1
5,48,anti_first_fail,indomain_min,obj,656066,656066,1151020,1,2200,2200,2200,1
5,55,anti_first_fail,indomain_min,obj,1295080,1295080,3201390,1,4630,4630,2700,1
5,56,anti_first_fail,indomain_min,obj,239686,239686,498597,1,3173,4300,2400,0.737906977
5,57,anti_first_fail,indomain_min,obj,621021,621021,2124234,1,3624,3624,2493,1
5,63,anti_first_fail,indomain_min,obj,349483,349483,793338,1,1744,1725,1004,1.011014493
5,79,anti_first_fail,indomain_min,obj,657700,657700,985000,1,4500,5200,3600,0.865384615
5,83,anti_first_fail,indomain_min,obj,25287,25287,48968,1,190,190,102,1
5,88,anti_first_fail,indomain_min,obj,1174146,1174146,1739252,1,6352,7052,5000,0.900737379
6,12,anti_first_fail,indomain_min,obj,298714,298714,822360,1,3006,3006,1500,1
6,15,anti_first_fail,indomain_min,obj,173490,173490,391160,1,1150,1210,1000,0.950413223
6,16,anti_first_fail,indomain_min,obj,1314900,1314900,2164250,1,4650,4650,3600,1
6,17,anti_first_fail,indomain_min,obj,170517,170517,429153,1,825,825,600,1
6,19,anti_first_fail,indomain_min,obj,712777,712777,1129516,1,3549,3549,2200,1
6,20,anti_first_fail,indomain_min,obj,460128,460128,702188,1,2502,2554,1200,0.979639781
6,23,anti_first_fail,indomain_min,obj,355242,355242,646027,1,2753,2833,1500,0.971761384
6,26,anti_first_fail,indomain_min,obj,1338700,1338700,2638175,1,7175,7175,6050,1
6,27,anti_first_fail,indomain_min,obj,621998,621998,1043264,1,2238,2186,2100,1.02378774
6,30,anti_first_fail,indomain_min,obj,345800,345800,598450,1,3150,4600,1500,0.684782609
6,33,anti_first_fail,indomain_min,obj,1712756,1712756,2459592,1,4000,4000,4000,1
6,34,anti_first_fail,indomain_min,obj,1075280,1075280,1707440,1,8072,8152,4000,0.990186457
6,36,anti_first_fail,indomain_min,obj,918418,918418,1793882,1,3602,3602,2000,1
6,40,anti_first_fail,indomain_min,obj,595792,595792,1100604,1,1691,1670,1500,1.01257485
6,41,anti_first_fail,indomain_min,obj,837900,837900,1883800,1,3750,3750,1900,1
6,43,anti_first_fail,indomain_min,obj,1110766,1110766,2755387,1,4793,3793,3500,1.263643554
6,44,anti_first_fail,indomain_min,obj,783132,783132,1085551,1,4600,4690,2300,0.980810235
6,45,anti_first_fail,indomain_min,obj,894060,894060,1585440,1,4840,4840,3600,1
6,46,anti_first_fail,indomain_min,obj,2190720,2190720,4798200,1,10170,10170,6000,1
6,48,anti_first_fail,indomain_min,obj,771140,771140,1401226,1,2200,2200,2200,1
6,55,anti_first_fail,indomain_min,obj,1609970,1609970,3471740,1,4630,4630,2700,1
6,56,anti_first_fail,indomain_min,obj,303992,303992,581302,1,3173,4300,2400,0.737906977
6,57,anti_first_fail,indomain_min,obj,779892,779892,1977765,1,3624,3624,2493,1
6,63,anti_first_fail,indomain_min,obj,438176,438176,956105,1,1725,1725,1004,1
6,79,anti_first_fail,indomain_min,obj,829700,829700,1178300,1,4500,5200,3600,0.865384615
6,83,anti_first_fail,indomain_min,obj,31764,31764,60723,1,188,190,102,0.989473684
6,88,anti_first_fail,indomain_min,obj,1472262,1472262,1990044,1,7052,7052,5000,1
7,1,anti_first_fail,indomain_min,obj,168022,168022,378088,1,1762,1882,1500,0.936238045
7,3,anti_first_fail,indomain_min,obj,405622,405622,1564173,1,3571,3583,3500,0.996650851
7,4,anti_first_fail,indomain_min,obj,754110,754110,2488350,1,7215,7200,3600,1.002083333
7,9,anti_first_fail,indomain_min,obj,123930,123930,203880,1,1820,1820,1000,1
7,10,anti_first_fail,indomain_min,obj,772200,772200,1790800,1,8700,6600,2300,1.318181818
7,12,anti_first_fail,indomain_min,obj,155098,155098,659040,1,3006,3006,1500,1
7,14,anti_first_fail,indomain_min,obj,570996,570996,1513880,1,5710,5710,2408,1
7,15,anti_first_fail,indomain_min,obj,90060,90060,292040,1,1210,1210,1000,1
7,16,anti_first_fail,indomain_min,obj,678750,678750,1461450,1,4650,4650,3600,1
7,17,anti_first_fail,indomain_min,obj,88128,88128,337206,1,825,825,600,1
7,19,anti_first_fail,indomain_min,obj,368620,368620,811247,1,3549,3549,2200,1
7,20,anti_first_fail,indomain_min,obj,237924,237924,493266,1,2502,2554,1200,0.979639781
7,21,anti_first_fail,indomain_min,obj,695700,695700,2399400,1,5400,4200,1500,1.285714286
7,22,anti_first_fail,indomain_min,obj,251919,251919,808224,1,4645,4600,2400,1.009782609
7,23,anti_first_fail,indomain_min,obj,184437,184437,438372,1,2753,2833,1500,0.971761384
7,26,anti_first_fail,indomain_min,obj,691925,691925,1960025,1,6675,7175,6050,0.930313589
7,27,anti_first_fail,indomain_min,obj,375540,375540,789202,1,2100,2100,2100,1
7,28,anti_first_fail,indomain_min,obj,1576210,1576210,3043350,1,11200,11200,6000,1
7,30,anti_first_fail,indomain_min,obj,179550,179550,395150,1,3100,4600,1500,0.673913043
7,31,anti_first_fail,indomain_min,obj,296290,296290,1140425,1,4155,6380,4000,0.651253918
7,33,anti_first_fail,indomain_min,obj,1241841,1241841,1933720,1,4000,4000,4000,1
7,34,anti_first_fail,indomain_min,obj,628692,628692,1205628,1,8072,8152,4000,0.990186457
7,36,anti_first_fail,indomain_min,obj,474716,474716,1243452,1,3552,3602,2000,0.986118823
7,39,anti_first_fail,indomain_min,obj,733914,733914,2099283,1,5919,5911,4700,1.001353409
7,40,anti_first_fail,indomain_min,obj,394392,394392,876053,1,1500,1500,1500,1
7,41,anti_first_fail,indomain_min,obj,434900,434900,1413500,1,3750,3750,1900,1
7,42,anti_first_fail,indomain_min,obj,477622,477622,1877798,1,7393,4100,4000,1.803170732
7,43,anti_first_fail,indomain_min,obj,573955,573955,1936671,1,3793,3793,3500,1
7,44,anti_first_fail,indomain_min,obj,547557,547557,829383,1,2311,4690,2300,0.492750533
7,45,anti_first_fail,indomain_min,obj,545940,545940,1122800,1,4820,4840,3600,0.995867769
7,46,anti_first_fail,indomain_min,obj,1131570,1131570,3739580,1,10170,10170,6000,1
7,48,anti_first_fail,indomain_min,obj,481846,481846,1139998,1,2200,2200,2200,1
7,52,anti_first_fail,indomain_min,obj,604800,604800,2236900,1,6000,5900,2400,1.016949153
7,55,anti_first_fail,indomain_min,obj,836640,836640,2767350,1,4030,4630,2700,0.870410367
7,56,anti_first_fail,indomain_min,obj,157842,157842,418431,1,4311,4300,2400,1.00255814
7,57,anti_first_fail,indomain_min,obj,402327,402327,1526331,1,3520,3624,2493,0.971302428
7,62,anti_first_fail,indomain_min,obj,967144,967144,1119584,1,3500,3500,3500,1
7,63,anti_first_fail,indomain_min,obj,225801,225801,700939,1,1725,1725,1004,1
7,64,anti_first_fail,indomain_min,obj,293220,293220,609820,1,3710,5745,3500,0.645778938
7,65,anti_first_fail,indomain_min,obj,344007,344007,783807,1,2569,2554,2400,1.00587314
7,67,anti_first_fail,indomain_min,obj,188817,188817,813179,1,1405,1405,1100,1
7,69,anti_first_fail,indomain_min,obj,165240,165240,521860,1,2100,2100,1000,1
7,70,anti_first_fail,indomain_min,obj,86130,86130,319455,1,1075,1075,1000,1
7,71,anti_first_fail,indomain_min,obj,174906,174906,277850,1,2912,2312,2300,1.259515571
7,74,anti_first_fail,indomain_min,obj,557547,557547,1353243,1,8200,7861,6000,1.043124284
7,79,anti_first_fail,indomain_min,obj,429300,429300,765300,1,4500,5200,3600,0.865384615
7,83,anti_first_fail,indomain_min,obj,16389,16389,51680,1,185,190,102,0.973684211
7,84,anti_first_fail,indomain_min,obj,297647,297647,758553,1,3052,2990,1700,1.020735786
7,85,anti_first_fail,indomain_min,obj,197694,197694,614330,1,2200,2211,1200,0.995024876
7,87,anti_first_fail,indomain_min,obj,431190,431190,781940,1,4135,3435,2400,1.203784571
7,88,anti_first_fail,indomain_min,obj,759162,759162,1355318,1,6350,7052,5000,0.900453772
7,92,anti_first_fail,indomain_min,obj,257252,257252,766900,1,5050,5050,4000,1
7,100,anti_first_fail,indomain_min,obj,288333,288333,784181,1,2553,2503,2400,1.019976029
8,12,anti_first_fail,indomain_min,obj,172346,172346,836247,1,3006,3006,1500,1
8,15,anti_first_fail,indomain_min,obj,100450,100450,298080,1,1150,1210,1000,0.950413223
8,16,anti_first_fail,indomain_min,obj,763800,763800,1669450,1,4650,4650,3600,1
8,17,anti_first_fail,indomain_min,obj,98709,98709,417813,1,825,825,600,1
8,19,anti_first_fail,indomain_min,obj,413401,413401,884590,1,3549,3549,2200,1
8,20,anti_first_fail,indomain_min,obj,266264,266264,567196,1,2554,2554,1200,1
8,23,anti_first_fail,indomain_min,obj,204960,204960,512803,1,2753,2833,1500,0.971761384
8,26,anti_first_fail,indomain_min,obj,774950,774950,2300375,1,6675,7175,6050,0.930313589
8,27,anti_first_fail,indomain_min,obj,394758,394758,936357,1,2238,2186,2100,1.02378774
8,30,anti_first_fail,indomain_min,obj,199500,199500,410950,1,3150,4600,1500,0.684782609
8,33,anti_first_fail,indomain_min,obj,1447330,1447330,2204720,1,4000,4000,4000,1
8,34,anti_first_fail,indomain_min,obj,687276,687276,1294988,1,4152,8152,4000,0.509322866
8,36,anti_first_fail,indomain_min,obj,533242,533242,1304768,1,3552,3602,2000,0.986118823
8,40,anti_first_fail,indomain_min,obj,406380,406380,1049844,1,1691,1670,1500,1.01257485
8,41,anti_first_fail,indomain_min,obj,485600,485600,1678850,1,3750,3750,1900,1
8,43,anti_first_fail,indomain_min,obj,645136,645136,2103208,1,4793,3793,3500,1.263643554
8,44,anti_first_fail,indomain_min,obj,574530,574530,844580,1,4690,4690,2300,1
8,45,anti_first_fail,indomain_min,obj,633420,633420,1360620,1,4840,4840,3600,1
8,46,anti_first_fail,indomain_min,obj,1268700,1268700,4447480,1,10170,10170,6000,1
8,48,anti_first_fail,indomain_min,obj,520912,520912,1629606,1,2200,2200,2200,1
8,55,anti_first_fail,indomain_min,obj,934330,934330,2868090,1,4630,4630,2700,1
8,56,anti_first_fail,indomain_min,obj,175380,175380,568410,1,4373,4300,2400,1.016976744
8,57,anti_first_fail,indomain_min,obj,452070,452070,1750875,1,3624,3624,2493,1
8,63,anti_first_fail,indomain_min,obj,254190,254190,709609,1,1744,1725,1004,1.011014493
8,78,anti_first_fail,indomain_min,obj,1168900,1168900,3413400,1,10200,8700,6000,1.172413793
8,79,anti_first_fail,indomain_min,obj,479900,479900,898500,1,5200,5200,3600,1
8,83,anti_first_fail,indomain_min,obj,18410,18410,59709,1,185,190,102,0.973684211
8,88,anti_first_fail,indomain_min,obj,853930,853930,1554588,1,6352,7052,5000,0.900737379
9,12,anti_first_fail,indomain_min,obj,338942,338942,784355,1,2706,3006,1500,0.900199601
9,15,anti_first_fail,indomain_min,obj,197570,197570,352080,1,1150,1210,1000,0.950413223
9,16,anti_first_fail,indomain_min,obj,1495050,1495050,1917700,1,4650,4650,3600,1
9,17,anti_first_fail,indomain_min,obj,193365,193365,413715,1,825,825,600,1
9,19,anti_first_fail,indomain_min,obj,810441,810441,1084844,1,3549,3549,2200,1
9,20,anti_first_fail,indomain_min,obj,521812,521812,772646,1,2554,2554,1200,1
9,23,anti_first_fail,indomain_min,obj,403059,403059,692272,1,2753,2833,1500,0.971761384
9,26,anti_first_fail,indomain_min,obj,1518175,1518175,2191800,1,6675,7175,6050,0.930313589
9,27,anti_first_fail,indomain_min,obj,666238,666238,1114337,1,2238,2238,2100,1
9,30,anti_first_fail,indomain_min,obj,392350,392350,535450,1,3150,4600,1500,0.684782609
9,33,anti_first_fail,indomain_min,obj,1859457,1859457,2511985,1,4000,4000,4000,1
9,34,anti_first_fail,indomain_min,obj,1094156,1094156,1482444,1,8072,8152,4000,0.990186457
9,36,anti_first_fail,indomain_min,obj,1044974,1044974,1578260,1,3552,3602,2000,0.986118823
9,40,anti_first_fail,indomain_min,obj,636764,636764,1053311,1,1726,1691,1500,1.020697812
9,41,anti_first_fail,indomain_min,obj,951750,951750,1805150,1,3750,3750,1900,1
9,43,anti_first_fail,indomain_min,obj,1263921,1263921,2308396,1,4793,3793,3500,1.263643554
9,44,anti_first_fail,indomain_min,obj,772269,772269,946072,1,2401,4690,2300,0.511940299
9,45,anti_first_fail,indomain_min,obj,1002300,1002300,1337620,1,4840,4840,3600,1
9,46,anti_first_fail,indomain_min,obj,2484090,2484090,4669030,1,10170,10170,6000,1
9,48,anti_first_fail,indomain_min,obj,793654,793654,1643138,1,2200,2200,2200,1
9,55,anti_first_fail,indomain_min,obj,1829910,1829910,3233790,1,4630,4630,2700,1
9,56,anti_first_fail,indomain_min,obj,344914,344914,637783,1,4373,4300,2400,1.016976744
9,57,anti_first_fail,indomain_min,obj,884199,884199,1877659,1,3624,3624,2493,1
9,63,anti_first_fail,indomain_min,obj,496717,496717,780291,1,1729,1725,1004,1.002318841
9,79,anti_first_fail,indomain_min,obj,941000,941000,1231000,1,5200,5200,3600,1
9,83,anti_first_fail,indomain_min,obj,36013,36013,68580,1,190,190,102,1
9,88,anti_first_fail,indomain_min,obj,1669604,1669604,2233676,1,6352,7052,5000,0.900737379
10,12,anti_first_fail,indomain_min,obj,384984,384984,661827,1,2706,3006,1500,0.900199601
10,15,anti_first_fail,indomain_min,obj,226700,226700,362000,1,1150,1210,1000,0.950413223
10,16,anti_first_fail,indomain_min,obj,1747350,1747350,2470950,1,4650,4650,3600,1
10,17,anti_first_fail,indomain_min,obj,223422,223422,366138,1,825,825,600,1
10,19,anti_first_fail,indomain_min,obj,940294,940294,1385901,1,3549,3549,2200,1
10,20,anti_first_fail,indomain_min,obj,601828,601828,865016,1,2502,2554,1200,0.979639781
10,23,anti_first_fail,indomain_min,obj,457857,457857,692107,1,2753,2833,1500,0.971761384
10,26,anti_first_fail,indomain_min,obj,1753975,1753975,2700775,1,6675,7175,6050,0.930313589
10,27,anti_first_fail,indomain_min,obj,813188,813188,1145611,1,2238,2238,2100,1
10,30,anti_first_fail,indomain_min,obj,445550,445550,629350,1,4600,4600,1500,1
10,33,anti_first_fail,indomain_min,obj,1889041,1889041,2440227,1,4000,4000,4000,1
10,34,anti_first_fail,indomain_min,obj,1301612,1301612,1846104,1,4152,8152,4000,0.509322866
10,36,anti_first_fail,indomain_min,obj,1217048,1217048,1810666,1,3552,3602,2000,0.986118823
10,40,anti_first_fail,indomain_min,obj,769732,769732,805395,1,1691,1691,1500,1
10,41,anti_first_fail,indomain_min,obj,1106250,1106250,1810400,1,3750,3750,1900,1
10,43,anti_first_fail,indomain_min,obj,1474171,1474171,2445131,1,4793,3793,3500,1.263643554
10,44,anti_first_fail,indomain_min,obj,875397,875397,1037594,1,4690,4690,2300,1
10,45,anti_first_fail,indomain_min,obj,1081260,1081260,1523420,1,4840,4840,3600,1
10,46,anti_first_fail,indomain_min,obj,2876370,2876370,4715300,1,10170,10170,6000,1
10,48,anti_first_fail,indomain_min,obj,945514,945514,1519880,1,2200,2200,2200,1
10,55,anti_first_fail,indomain_min,obj,2142520,2142520,3202400,1,4630,4630,2700,1
10,56,anti_first_fail,indomain_min,obj,391682,391682,629671,1,4311,4300,2400,1.00255814
10,57,anti_first_fail,indomain_min,obj,1028607,1028607,1553021,1,3624,3624,2493,1
10,63,anti_first_fail,indomain_min,obj,580121,580121,864289,1,1725,1725,1004,1
10,79,anti_first_fail,indomain_min,obj,1082700,1082700,1432300,1,5200,5200,3600,1
10,83,anti_first_fail,indomain_min,obj,41869,41869,60885,1,170,190,102,0.894736842
10,88,anti_first_fail,indomain_min,obj,1947002,1947002,3031816,1,6352,7052,5000,0.900737379
11,3,anti_first_fail,indomain_min,obj,1054442,1054442,1542609,1,3571,3583,3500,0.996650851
11,4,anti_first_fail,indomain_min,obj,2010960,2010960,3002580,1,7200,7200,3600,1
11,9,anti_first_fail,indomain_min,obj,330480,330480,438290,1,1820,1820,1000,1
11,10,anti_first_fail,indomain_min,obj,2059200,2059200,2812300,1,6600,6600,2300,1
11,12,anti_first_fail,indomain_min,obj,413578,413578,611651,1,2705,3006,1500,0.899866933
11,14,anti_first_fail,indomain_min,obj,1522656,1522656,2065298,1,5710,5710,2408,1
11,15,anti_first_fail,indomain_min,obj,239460,239460,354880,1,2110,1210,1000,1.743801653
11,16,anti_first_fail,indomain_min,obj,1806000,1806000,2334900,1,4650,4650,3600,1
11,17,anti_first_fail,indomain_min,obj,235008,235008,359421,1,825,825,600,1
11,19,anti_first_fail,indomain_min,obj,980980,980980,1391010,1,3549,3549,2200,1
11,20,anti_first_fail,indomain_min,obj,634464,634464,778816,1,2502,2554,1200,0.979639781
11,23,anti_first_fail,indomain_min,obj,491832,491832,627187,1,2753,2833,1500,0.971761384
11,26,anti_first_fail,indomain_min,obj,1845050,1845050,2684775,1,6550,7175,6050,0.912891986
11,27,anti_first_fail,indomain_min,obj,858240,858240,1227185,1,2100,2100,2100,1
11,28,anti_first_fail,indomain_min,obj,4075210,4075210,4960920,1,11215,11200,6000,1.001339286
11,30,anti_first_fail,indomain_min,obj,478800,478800,610450,1,3100,4600,1500,0.673913043
11,31,anti_first_fail,indomain_min,obj,788328,788328,1241343,1,4155,6380,4000,0.651253918
11,33,anti_first_fail,indomain_min,obj,1935816,1935816,2324877,1,4000,4000,4000,1
11,34,anti_first_fail,indomain_min,obj,1340892,1340892,1678820,1,4152,8152,4000,0.509322866
11,36,anti_first_fail,indomain_min,obj,1262576,1262576,1737042,1,3552,3602,2000,0.986118823
11,39,anti_first_fail,indomain_min,obj,1957104,1957104,2603806,1,5919,5911,4700,1.001353409
11,40,anti_first_fail,indomain_min,obj,805212,805212,853840,1,1500,1500,1500,1
11,41,anti_first_fail,indomain_min,obj,1152650,1152650,1868500,1,3750,3750,1900,1
11,42,anti_first_fail,indomain_min,obj,1273492,1273492,1906700,1,7393,4100,4000,1.803170732
11,43,anti_first_fail,indomain_min,obj,1526380,1526380,2266743,1,3793,3793,3500,1
11,44,anti_first_fail,indomain_min,obj,851352,851352,974216,1,2300,4690,2300,0.490405117
11,45,anti_first_fail,indomain_min,obj,1137840,1137840,1470660,1,3740,4840,3600,0.772727273
11,46,anti_first_fail,indomain_min,obj,3017520,3017520,4506600,1,10170,10170,6000,1
11,48,anti_first_fail,indomain_min,obj,937476,937476,1288482,1,2200,2200,2200,1
11,52,anti_first_fail,indomain_min,obj,1612800,1612800,2349600,1,6000,5900,2400,1.016949153
11,55,anti_first_fail,indomain_min,obj,2210040,2210040,3192810,1,4630,4630,2700,1
11,56,anti_first_fail,indomain_min,obj,420912,420912,552418,1,3100,4300,2400,0.720930233
11,57,anti_first_fail,indomain_min,obj,1072872,1072872,1629006,1,3520,3624,2493,0.971302428
11,63,anti_first_fail,indomain_min,obj,602136,602136,795943,1,1744,1725,1004,1.011014493
11,64,anti_first_fail,indomain_min,obj,781920,781920,953860,1,5745,5745,3500,1
11,65,anti_first_fail,indomain_min,obj,917352,917352,1243203,1,2554,2554,2400,1
11,67,anti_first_fail,indomain_min,obj,502512,502512,737993,1,1555,1405,1100,1.106761566
11,69,anti_first_fail,indomain_min,obj,440640,440640,606400,1,2110,2100,1000,1.004761905
11,70,anti_first_fail,indomain_min,obj,229680,229680,337670,1,1325,1075,1000,1.23255814
11,71,anti_first_fail,indomain_min,obj,466416,466416,575872,1,2302,2312,2300,0.99567474
11,74,anti_first_fail,indomain_min,obj,1482792,1482792,1957140,1,7861,7861,6000,1
11,79,anti_first_fail,indomain_min,obj,1144800,1144800,1283400,1,5200,5200,3600,1
11,83,anti_first_fail,indomain_min,obj,43704,43704,60083,1,168,190,102,0.884210526
11,84,anti_first_fail,indomain_min,obj,783622,783622,1017638,1,3052,2990,1700,1.020735786
11,85,anti_first_fail,indomain_min,obj,527184,527184,826812,1,2600,2211,1200,1.175938489
11,87,anti_first_fail,indomain_min,obj,1149840,1149840,1423525,1,4000,3435,2400,1.164483261
11,88,anti_first_fail,indomain_min,obj,2023932,2023932,3173710,1,6352,7052,5000,0.900737379
11,92,anti_first_fail,indomain_min,obj,685922,685922,1018804,1,5052,5050,4000,1.00039604
11,100,anti_first_fail,indomain_min,obj,768888,768888,987958,1,4053,2503,2400,1.619256892
12,3,anti_first_fail,indomain_min,obj,838302,838302,1301817,1,3583,3583,3500,1
12,4,anti_first_fail,indomain_min,obj,1592010,1592010,2623440,1,7200,7200,3600,1
12,9,anti_first_fail,indomain_min,obj,261630,261630,341110,1,1820,1820,1000,1
12,10,anti_first_fail,indomain_min,obj,1630200,1630200,2544800,1,8700,6600,2300,1.318181818
12,12,anti_first_fail,indomain_min,obj,327418,327418,590963,1,2706,3006,1500,0.900199601
12,14,anti_first_fail,indomain_min,obj,1205436,1205436,1909972,1,5710,5710,2408,1
12,15,anti_first_fail,indomain_min,obj,189660,189660,505180,1,1150,1210,1000,0.950413223
12,16,anti_first_fail,indomain_min,obj,1430250,1430250,2293600,1,4650,4650,3600,1
12,17,anti_first_fail,indomain_min,obj,186048,186048,332310,1,825,825,600,1
12,19,anti_first_fail,indomain_min,obj,776860,776860,2228763,1,3549,3549,2200,1
12,20,anti_first_fail,indomain_min,obj,502284,502284,648972,1,2502,2554,1200,0.979639781
12,23,anti_first_fail,indomain_min,obj,389367,389367,540605,1,1553,2833,1500,0.548182139
12,26,anti_first_fail,indomain_min,obj,1460675,1460675,2450050,1,6675,7175,6050,0.930313589
12,27,anti_first_fail,indomain_min,obj,695640,695640,911329,1,2100,2100,2100,1
12,28,anti_first_fail,indomain_min,obj,3232510,3232510,4511890,1,11200,11200,6000,1
12,30,anti_first_fail,indomain_min,obj,379050,379050,607050,1,1900,4600,1500,0.413043478
12,31,anti_first_fail,indomain_min,obj,624230,624230,1104055,1,4155,6380,4000,0.651253918
12,33,anti_first_fail,indomain_min,obj,1726251,1726251,2920096,1,4000,4000,4000,1
12,34,anti_first_fail,indomain_min,obj,1166748,1166748,3243884,1,4072,8152,4000,0.499509323
12,36,anti_first_fail,indomain_min,obj,999956,999956,2535842,1,3602,3602,2000,1
12,39,anti_first_fail,indomain_min,obj,1549374,1549374,5168613,1,5919,5911,4700,1.001353409
12,40,anti_first_fail,indomain_min,obj,667272,667272,727195,1,1500,1500,1500,1
12,41,anti_first_fail,indomain_min,obj,912000,912000,2142800,1,2550,3750,1900,0.68
12,42,anti_first_fail,indomain_min,obj,1008202,1008202,2244558,1,7393,4100,4000,1.803170732
12,43,anti_first_fail,indomain_min,obj,1208905,1208905,2410086,1,3793,3793,3500,1
12,44,anti_first_fail,indomain_min,obj,796287,796287,1010367,1,2300,4690,2300,0.490405117
12,45,anti_first_fail,indomain_min,obj,924840,924840,1385980,1,3740,4840,3600,0.772727273
12,46,anti_first_fail,indomain_min,obj,2388870,2388870,4538680,1,10170,10170,6000,1
12,48,anti_first_fail,indomain_min,obj,938466,938466,1500232,1,2200,2200,2200,1
12,52,anti_first_fail,indomain_min,obj,1276800,1276800,2083900,1,5400,5900,2400,0.915254237
12,55,anti_first_fail,indomain_min,obj,1748040,1748040,2848890,1,4630,4630,2700,1
12,56,anti_first_fail,indomain_min,obj,333222,333222,512201,1,3100,4300,2400,0.720930233
12,57,anti_first_fail,indomain_min,obj,849357,849357,1370726,1,3520,3624,2493,0.971302428
12,63,anti_first_fail,indomain_min,obj,476691,476691,933368,1,1665,1725,1004,0.965217391
12,64,anti_first_fail,indomain_min,obj,619020,619020,1079570,1,5745,5745,3500,1
12,65,anti_first_fail,indomain_min,obj,726237,726237,1244248,1,2554,2554,2400,1
12,67,anti_first_fail,indomain_min,obj,397947,397947,749327,1,1405,1405,1100,1
12,69,anti_first_fail,indomain_min,obj,348840,348840,587880,1,1700,2100,1000,0.80952381
