Month,House,Limit,OGSA,Optimised,Preferred
12,74,8500,2702,2002,1700
1,75,5500,2120,2100,1100
2,75,5500,2770,2100,1100
3,75,5500,2120,2100,1100
4,75,5500,2770,2100,1100
5,75,5500,2770,2100,1100
6,75,5500,2770,2100,1100
7,75,5500,2770,2100,1100
8,75,5500,2770,2100,1100
9,75,5500,2770,2100,1100
10,75,5500,2770,1770,1100
11,75,5500,2750,2100,1100
12,75,5500,2750,2100,1100
1,76,12000,2780,2430,2475
2,76,12000,2835,2880,2475
3,76,12000,2400,2430,2475
4,76,12000,2855,2880,2475
5,76,12000,2910,2880,2475
6,76,12000,2910,2880,2475
7,76,12000,2910,2430,2475
8,76,12000,2855,2880,2475
9,76,12000,2505,2880,2475
10,76,12000,2505,2880,2475
11,76,12000,2485,2430,2475
12,76,12000,2835,2430,2475
1,77,17500,4150,6350,3500
2,77,17500,7550,6350,3500
3,77,17500,5150,6350,3500
4,77,17500,7550,6350,3500
5,77,17500,6350,6350,3500
6,77,17500,6350,6350,3500
7,77,17500,6350,6350,3500
8,77,17500,6350,6350,3500
9,77,17500,6350,6350,3500
10,77,17500,7550,6350,3500
11,77,17500,5150,6350,3500
12,77,17500,3500,6350,3500
1,78,6000,1200,1200,1200
2,78,6000,1200,1200,1200
3,78,6000,1200,1200,1200
4,78,6000,1200,1200,1200
5,78,6000,1200,1200,1200
6,78,6000,1200,1200,1200
7,78,6000,1200,1200,1200
8,78,6000,1200,1200,1200
9,78,6000,1200,1200,1200
10,78,6000,1200,1200,1200
11,78,6000,1200,1200,1200
12,78,6000,1200,1200,1200
1,79,30000,6015,7217,6000
2,79,30000,6117,7217,6000
3,79,30000,7215,7217,6000
4,79,30000,7302,7217,6000
5,79,30000,7317,7217,6000
6,79,30000,7302,7217,6000
7,79,30000,6000,7217,6000
8,79,30000,6102,7217,6000
9,79,30000,7302,7217,6000
10,79,30000,7317,7217,6000
11,79,30000,6102,7217,6000
12,79,30000,7200,7217,6000
1,80,4500,1650,900,900
2,80,4500,1718,900,900
3,80,4500,1718,900,900
4,80,4500,1718,900,900
5,80,4500,1718,900,900
6,80,4500,1718,900,900
7,80,4500,1568,900,900
8,80,4500,1718,900,900
9,80,4500,1568,900,900
10,80,4500,1568,900,900
11,80,4500,1650,900,900
12,80,4500,1568,900,900
1,81,4500,1065,1122,900
2,81,4500,1189,1102,900
3,81,4500,1137,1122,900
4,81,4500,1189,1122,900
5,81,4500,1189,1102,900
6,81,4500,1189,1122,900
7,81,4500,1137,1122,900
8,81,4500,1189,1122,900
9,81,4500,1189,1122,900
10,81,4500,1189,1122,900
11,81,4500,1065,1122,900
12,81,4500,1137,1122,900
1,82,6000,1900,2600,1200
2,82,6000,3300,2600,1200
3,82,6000,2600,2600,1200
4,82,6000,3300,2600,1200
5,82,6000,3300,2600,1200
6,82,6000,3345,2600,1200
7,82,6000,3300,2600,1200
8,82,6000,3345,2600,1200
9,82,6000,3345,2600,1200
10,82,6000,3345,2600,1200
11,82,6000,3300,2600,1200
12,82,6000,3300,2600,1200
1,83,8500,2251,3301,1701
2,83,8500,3451,3301,1701
3,83,8500,3451,3301,1701
4,83,8500,3451,3301,1701
5,83,8500,3451,3301,1701
6,83,8500,3451,2251,1701
7,83,8500,2251,3301,1701
8,83,8500,3451,3301,1701
9,83,8500,3451,2251,1701
10,83,8500,3451,3301,1701
11,83,8500,3451,3301,1701
12,83,8500,3451,3301,1701
1,84,10500,2700,3100,2100
2,84,10500,3815,2100,2100
3,84,10500,2715,3100,2100
4,84,10500,3715,3100,2100
5,84,10500,3715,3100,2100
6,84,10500,3715,3100,2100
7,84,10500,3715,3100,2100
8,84,10500,3815,3100,2100
9,84,10500,3715,3200,2100
10,84,10500,3815,3100,2100
11,84,10500,2715,2100,2100
12,84,10500,3715,3100,2100
1,85,3500,700,700,700
2,85,3500,700,700,700
3,85,3500,700,700,700
4,85,3500,700,700,700
5,85,3500,700,700,700
6,85,3500,700,700,700
7,85,3500,700,700,700
8,85,3500,700,700,700
9,85,3500,700,700,700
10,85,3500,700,700,700
11,85,3500,700,700,700
12,85,3500,700,700,700
1,86,18000,3738,5068,3600
2,86,18000,4938,5068,3600
3,86,18000,4938,5068,3600
4,86,18000,5068,5068,3600
5,86,18000,4938,5068,3600
6,86,18000,4938,5068,3600
7,86,18000,3738,5068,3600
8,86,18000,5068,5068,3600
9,86,18000,4938,5068,3600
10,86,18000,3738,5068,3600
11,86,18000,3868,5068,3600
12,86,18000,4900,5068,3600
1,87,12000,3305,3320,2400
2,87,12000,3325,3320,2400
3,87,12000,2420,3320,2400
4,87,12000,3325,3320,2400
5,87,12000,3325,3320,2400
6,87,12000,3325,3320,2400
7,87,12000,3320,3320,2400
8,87,12000,3325,3320,2400
9,87,12000,3325,3320,2400
10,87,12000,3325,3320,2400
11,87,12000,3325,3320,2400
12,87,12000,3325,3320,2400
1,88,30000,9605,9667,6000
2,88,30000,9667,9667,6000
3,88,30000,9605,9667,6000
4,88,30000,9605,9667,6000
5,88,30000,9605,9667,6000
6,88,30000,9667,9667,6000
7,88,30000,9605,9667,6000
8,88,30000,9667,9667,6000
9,88,30000,9667,9667,6000
10,88,30000,9667,9667,6000
11,88,30000,9605,9667,6000
12,88,30000,9605,9667,6000
1,89,8500,1930,2030,1700
2,89,8500,2160,2030,1700
3,89,8500,2160,2030,1700
4,89,8500,2160,2030,1700
5,89,8500,2160,2030,1700
6,89,8500,2160,2030,1700
7,89,8500,2160,2030,1700
8,89,8500,2160,2030,1700
9,89,8500,2160,2030,1700
10,89,8500,2160,2030,1700
11,89,8500,2030,2030,1700
12,89,8500,2060,2030,1700
1,90,11000,3400,3410,2900
2,90,11000,3472,3462,2900
3,90,11000,3410,3410,2900
4,90,11000,3472,3462,2900
5,90,11000,3472,3462,2900
6,90,11000,3472,3462,2900
7,90,11000,3410,3410,2900
8,90,11000,3472,3462,2900
9,90,11000,3472,3462,2900
10,90,11000,3472,3462,2900
11,90,11000,2972,3410,2900
12,90,11000,3410,3410,2900
1,91,6000,1200,3225,1200
2,91,6000,3220,3225,1200
3,91,6000,2320,3225,1200
4,91,6000,3220,3225,1200
5,91,6000,3220,3225,1200
6,91,6000,3220,3225,1200
7,91,6000,2320,3225,1200
8,91,6000,3220,3225,1200
9,91,6000,3220,3225,1200
10,91,6000,3220,3225,1200
11,91,6000,2320,3225,1200
12,91,6000,3220,3225,1200
1,92,6000,3100,3750,1200
2,92,6000,3760,3750,1200
3,92,6000,2550,3750,1200
4,92,6000,3760,3750,1200
5,92,6000,3760,3750,1200
6,92,6000,3760,3750,1200
7,92,6000,2550,3750,1200
8,92,6000,3760,3750,1200
9,92,6000,3760,3750,1200
10,92,6000,3760,3750,1200
11,92,6000,2560,3750,1200
12,92,6000,2560,3750,1200
1,93,7500,2517,3517,1500
2,93,7500,3517,3517,1500
3,93,7500,2517,3517,1500
4,93,7500,3517,3517,1500
5,93,7500,3517,3517,1500
6,93,7500,3517,3517,1500
7,93,7500,2517,3517,1500
8,93,7500,3517,3517,1500
9,93,7500,3517,3517,1500
10,93,7500,3517,3517,1500
11,93,7500,2517,3517,1500
12,93,7500,3517,3517,1500
1,94,25000,6150,5000,5000
2,94,25000,6170,5000,5000
3,94,25000,6150,6100,5000
4,94,25000,6170,6100,5000
5,94,25000,6150,6100,5000
6,94,25000,6170,6100,5000
7,94,25000,6170,6100,5000
8,94,25000,6170,6100,5000
9,94,25000,6170,6100,5000
10,94,25000,6222,6100,5000
11,94,25000,6170,5000,5000
12,94,25000,6150,6100,5000
1,95,2500,575,579,500
2,95,2500,791,579,500
3,95,2500,719,579,500
4,95,2500,719,579,500
5,95,2500,719,579,500
6,95,2500,791,716,500
7,95,2500,787,579,500
8,95,2500,791,579,500
9,95,2500,719,716,500
10,95,2500,791,716,500
11,95,2500,719,579,500
12,95,2500,719,579,500
1,96,11500,3620,3570,2370
2,96,11500,3690,3570,2370
3,96,11500,3670,3570,2370
4,96,11500,3670,3570,2370
5,96,11500,3670,3570,2370
6,96,11500,3670,3570,2370
7,96,11500,3620,3570,2370
8,96,11500,3690,3570,2370
9,96,11500,3690,3570,2370
10,96,11500,3670,3570,2370
11,96,11500,3620,3570,2370
12,96,11500,3570,3570,2370
1,97,30000,9300,8200,6000
2,97,30000,11200,6700,6000
3,97,30000,11200,8200,6000
4,97,30000,11200,8200,6000
5,97,30000,11200,8200,6000
6,97,30000,11200,8200,6000
7,97,30000,11200,8200,6000
8,97,30000,11200,8200,6000
9,97,30000,11200,6700,6000
10,97,30000,11200,8200,6000
11,97,30000,11200,8200,6000
12,97,30000,11200,8200,6000
1,98,17500,5515,5552,3500
2,98,17500,5687,5635,3500
3,98,17500,5567,5552,3500
4,98,17500,5687,5635,3500
5,98,17500,5687,5635,3500
6,98,17500,5687,5635,3500
7,98,17500,5515,5552,3500
8,98,17500,5687,5635,3500
9,98,17500,5687,5635,3500
10,98,17500,5687,5635,3500
11,98,17500,5672,5552,3500
12,98,17500,5687,5552,3500
1,99,7500,2000,2000,1500
2,99,7500,2111,2005,1500
3,99,7500,2005,2000,1500
4,99,7500,2043,2005,1500
5,99,7500,2111,2005,1500
6,99,7500,2043,2005,1500
7,99,7500,2043,2000,1500
8,99,7500,2111,2005,1500
9,99,7500,2111,2005,1500
10,99,7500,2111,2005,1500
11,99,7500,2068,2000,1500
12,99,7500,2073,2000,1500
1,100,20000,5100,5000,5000
2,100,20000,5115,5000,5000
3,100,20000,5115,5000,5000
4,100,20000,5190,5000,5000
5,100,20000,5115,5000,5000
6,100,20000,5190,5000,5000
7,100,20000,5090,5000,5000
8,100,20000,5190,5000,5000
9,100,20000,5115,5000,5000
10,100,20000,5190,5000,5000
11,100,20000,5115,5000,5000
12,100,20000,5090,5000,5000
