,,,Gecode,Gurobi
10,97,time,80.0,210.0
10,98,time,90.0,210.0
10,99,time,100.0,180.0
10,100,time,130.0,210.0
11,1,time,100.0,210.0
11,2,time,90.0,210.0
11,3,time,100.0,180.0
11,4,time,80.0,190.0
11,5,time,100.0,240.0
11,6,time,150.0,250.0
11,7,time,200.0,220.0
11,8,time,80.0,180.0
11,9,time,70.0,150.0
11,10,time,100.0,240.0
11,11,time,90.0,370.0
11,12,time,90.0,280.0
11,13,time,190.0,330.0
11,14,time,110.0,210.0
11,15,time,90.0,260.0
11,16,time,90.0,210.0
11,17,time,90.0,250.0
11,18,time,700.0,240.0
11,19,time,100.0,200.0
11,20,time,150.0,260.0
11,21,time,90.0,300.0
11,22,time,480.0,210.0
11,23,time,80.0,270.0
11,24,time,80.0,190.0
11,25,time,100.0,0.0
11,26,time,90.0,220.0
11,27,time,100.0,240.0
11,28,time,120.0,300.0
11,29,time,260.0,290.0
11,30,time,110.0,210.0
11,31,time,90.0,330.0
11,32,time,90.0,220.0
11,33,time,150.0,240.0
11,34,time,850.0,250.0
11,35,time,110.0,260.0
11,36,time,130.0,300.0
11,37,time,100.0,210.0
11,38,time,220.0,250.0
11,39,time,90.0,190.0
11,40,time,160.0,210.0
11,41,time,80.0,180.0
11,42,time,120.0,240.0
11,43,time,120.0,190.0
11,44,time,80.0,190.0
11,45,time,70.0,170.0
11,46,time,80.0,190.0
11,47,time,180.0,210.0
11,48,time,80.0,210.0
11,49,time,70.0,190.0
11,50,time,110.0,260.0
11,51,time,80.0,170.0
11,52,time,80.0,190.0
11,53,time,110.0,210.0
11,54,time,80.0,160.0
11,55,time,70.0,190.0
11,56,time,90.0,260.0
11,57,time,120.0,170.0
11,58,time,90.0,290.0
11,59,time,80.0,180.0
11,60,time,120.0,170.0
11,61,time,120.0,250.0
11,62,time,100.0,180.0
11,63,time,920.0,200.0
11,64,time,150.0,190.0
11,65,time,100.0,430.0
11,66,time,70.0,210.0
11,67,time,990.0,290.0
11,68,time,100.0,180.0
11,69,time,70.0,200.0
11,70,time,120.0,200.0
11,71,time,120.0,290.0
11,72,time,80.0,190.0
11,73,time,70.0,260.0
11,74,time,60.0,210.0
11,75,time,110.0,190.0
11,76,time,100.0,220.0
11,77,time,90.0,170.0
11,78,time,690.0,200.0
11,79,time,100.0,180.0
11,80,time,90.0,170.0
11,81,time,150.0,330.0
11,82,time,110.0,180.0
11,83,time,430.0,190.0
11,84,time,120.0,190.0
11,85,time,570.0,210.0
11,86,time,110.0,290.0
11,87,time,80.0,220.0
11,88,time,90.0,200.0
11,89,time,110.0,190.0
11,90,time,100.0,210.0
11,91,time,370.0,210.0
11,92,time,70.0,180.0
11,93,time,20.0,220.0
11,94,time,80.0,170.0
11,95,time,90.0,220.0
11,96,time,80.0,190.0
11,97,time,80.0,180.0
11,98,time,90.0,210.0
11,99,time,110.0,180.0
11,100,time,110.0,190.0
12,1,time,160.0,210.0
12,2,time,120.0,200.0
12,3,time,100.0,180.0
12,4,time,510.0,220.0
12,5,time,140.0,270.0
12,6,time,170.0,280.0
12,7,time,800.0,290.0
12,8,time,200.0,180.0
12,9,time,90.0,150.0
12,10,time,110.0,260.0
12,11,time,90.0,520.0
12,12,time,190.0,760.0
12,13,time,130.0,230.0
12,14,time,170.0,200.0
12,15,time,120.0,270.0
12,16,time,90.0,220.0
12,17,time,110.0,280.0
12,18,time,130.0,250.0
12,19,time,130.0,200.0
12,20,time,110.0,250.0
12,21,time,110.0,390.0
12,22,time,260.0,200.0
12,23,time,130.0,220.0
12,24,time,80.0,190.0
12,25,time,120.0,380.0
12,26,time,860.0,240.0
12,27,time,90.0,230.0
12,28,time,130.0,460.0
12,29,time,660.0,370.0
12,30,time,110.0,190.0
12,31,time,90.0,510.0
12,32,time,90.0,230.0
12,33,time,180.0,250.0
12,34,time,100.0,240.0
12,35,time,130.0,270.0
12,36,time,110.0,900.0
12,37,time,110.0,220.0
12,38,time,170.0,230.0
12,39,time,120.0,180.0
12,40,time,210.0,190.0
12,41,time,100.0,180.0
12,42,time,90.0,220.0
12,43,time,850.0,190.0
12,44,time,250.0,200.0
12,45,time,70.0,180.0
12,46,time,80.0,170.0
12,47,time,220.0,220.0
12,48,time,90.0,270.0
12,49,time,80.0,190.0
12,50,time,130.0,210.0
12,51,time,80.0,180.0
12,52,time,80.0,180.0
12,53,time,150.0,210.0
12,54,time,70.0,160.0
12,55,time,80.0,190.0
12,56,time,100.0,260.0
12,57,time,230.0,180.0
12,58,time,80.0,250.0
12,59,time,90.0,220.0
12,60,time,110.0,200.0
12,61,time,130.0,240.0
12,62,time,80.0,170.0
12,63,time,400.0,200.0
12,64,time,240.0,190.0
12,65,time,100.0,420.0
12,66,time,80.0,350.0
12,67,time,90.0,220.0
12,68,time,90.0,190.0
12,69,time,90.0,190.0
12,70,time,210.0,200.0
12,71,time,120.0,200.0
12,72,time,130.0,180.0
12,73,time,80.0,240.0
12,74,time,70.0,200.0
12,75,time,150.0,210.0
12,76,time,90.0,210.0
12,77,time,100.0,170.0
12,78,time,180.0,200.0
12,79,time,110.0,170.0
12,80,time,90.0,170.0
12,81,time,250.0,300.0
12,82,time,200.0,170.0
12,83,time,110.0,200.0
12,84,time,100.0,200.0
12,85,time,410.0,200.0
12,86,time,120.0,230.0
12,87,time,100.0,200.0
12,88,time,80.0,200.0
12,89,time,90.0,180.0
12,90,time,260.0,220.0
12,91,time,720.0,190.0
12,92,time,80.0,180.0
12,93,time,100.0,210.0
12,94,time,90.0,170.0
12,95,time,80.0,610.0
12,96,time,80.0,250.0
12,97,time,80.0,190.0
12,98,time,90.0,200.0
12,99,time,110.0,170.0
12,100,time,260.0,200.0
