,,,,,Gecode,Gurobi,Preferred,OGSA
1,16,input_order,indomain_min,obj,1008156.0,1008156.0,862056.0,101045467.0
1,16,input_order,indomain_min,time,100.0,260.0,,0.0007352920001721941
1,17,input_order,indomain_min,obj,1281025.0,1281025.0,2193565.0,2293925.0
1,17,input_order,indomain_min,time,100.0,200.0,,0.00018710400036070496
1,18,input_order,indomain_min,obj,1721620.0,1721620.0,1957420.0,1721620.0
1,18,input_order,indomain_min,time,120.0,260.0,,0.0004609750012605218
1,19,input_order,indomain_min,obj,2195844.0,2145540.0,2190816.0,2220350.0
1,19,input_order,indomain_min,time,110.0,210.0,,0.0008001290007086936
1,20,input_order,indomain_min,obj,888065.0,834830.0,761200.0,1135550.0
1,20,input_order,indomain_min,time,100.0,210.0,,0.00026017200070782565
1,21,input_order,indomain_min,obj,1546445.0,1546445.0,1440935.0,101434274.0
1,21,input_order,indomain_min,time,110.0,220.0,,0.00038310299896693323
1,22,input_order,indomain_min,obj,4509375.0,4509375.0,13251875.0,4509375.0
1,22,input_order,indomain_min,time,110.0,160.0,,0.00013378699986787979
1,23,input_order,indomain_min,obj,1292870.0,1274770.0,4350170.0,1292870.0
1,23,input_order,indomain_min,time,110.0,180.0,,0.00022212600015336648
1,24,input_order,indomain_min,obj,1347240.0,1068760.0,4287808.0,1348832.0
1,24,input_order,indomain_min,time,110.0,210.0,,0.00022391199854610022
1,25,input_order,indomain_min,obj,617610.0,617610.0,621610.0,625510.0
1,25,input_order,indomain_min,time,110.0,210.0,,0.00031519599906459916
1,26,input_order,indomain_min,obj,2323800.0,2323800.0,2275600.0,3435360.0
1,26,input_order,indomain_min,time,110.0,190.0,,0.0003878420011460548
1,27,input_order,indomain_min,obj,861420.0,861420.0,824300.0,883720.0
1,27,input_order,indomain_min,time,140.0,190.0,,0.00021073599964438472
1,28,input_order,indomain_min,obj,600641.0,600641.0,637882.0,922041.0
1,28,input_order,indomain_min,time,120.0,200.0,,0.00036622799962060526
1,29,input_order,indomain_min,obj,1001300.0,1001300.0,1160844.0,1001300.0
1,29,input_order,indomain_min,time,150.0,180.0,,0.00019291299940960016
1,30,input_order,indomain_min,obj,2281000.0,2281000.0,3867870.0,2281000.0
1,30,input_order,indomain_min,time,130.0,180.0,,0.000271427999905427
1,31,input_order,indomain_min,obj,601960.0,590301.0,449615.0,782999.0
1,31,input_order,indomain_min,time,140.0,190.0,,0.0001658750006754417
1,32,input_order,indomain_min,obj,939716.0,919216.0,1456986.0,1853548.0
1,32,input_order,indomain_min,time,110.0,250.0,,0.00042626800131984055
1,33,input_order,indomain_min,obj,1466930.0,1466930.0,1649330.0,1466930.0
1,33,input_order,indomain_min,time,100.0,160.0,,0.00012915200022689532
1,34,input_order,indomain_min,obj,2050650.0,1953750.0,2270000.0,2064450.0
1,34,input_order,indomain_min,time,110.0,210.0,,0.0002130860011675395
1,35,input_order,indomain_min,obj,1490786.0,1423597.0,1253916.0,201160053.0
1,35,input_order,indomain_min,time,110.0,240.0,,0.0003862149987980956
1,36,input_order,indomain_min,obj,1667458.0,1626146.0,1680108.0,1928152.0
1,36,input_order,indomain_min,time,190.0,300.0,,0.0006026270002621459
1,37,input_order,indomain_min,obj,576772.0,576772.0,675808.0,578122.0
1,37,input_order,indomain_min,time,110.0,180.0,,0.00016559200048504863
1,38,input_order,indomain_min,obj,253808.0,253808.0,325568.0,253808.0
1,38,input_order,indomain_min,time,110.0,170.0,,0.00019040000006498303
1,39,input_order,indomain_min,obj,1071330.0,872450.0,4149290.0,1083990.0
1,39,input_order,indomain_min,time,110.0,230.0,,0.0003699529988807626
1,40,input_order,indomain_min,obj,1140925.0,1134305.0,3371405.0,1159105.0
1,40,input_order,indomain_min,time,100.0,180.0,,0.0001806759992177831
1,41,input_order,indomain_min,obj,571514.0,571514.0,668034.0,571514.0
1,41,input_order,indomain_min,time,120.0,160.0,,0.00013040399971941952
1,42,input_order,indomain_min,obj,886335.0,886335.0,835280.0,970785.0
1,42,input_order,indomain_min,time,120.0,440.0,,0.0004468509996513603
1,43,input_order,indomain_min,obj,1739812.0,1739812.0,1133232.0,1964632.0
1,43,input_order,indomain_min,time,100.0,200.0,,0.00018715199985308573
1,44,input_order,indomain_min,obj,1077201.0,1077201.0,4757351.0,1270501.0
1,44,input_order,indomain_min,time,90.0,220.0,,0.00023897000028227922
1,45,input_order,indomain_min,obj,624212.0,534612.0,1026612.0,649612.0
1,45,input_order,indomain_min,time,120.0,200.0,,0.00023154699920269195
1,46,input_order,indomain_min,obj,1392190.0,1145980.0,2532660.0,2136060.0
1,46,input_order,indomain_min,time,110.0,190.0,,0.0002829999993991805
1,47,input_order,indomain_min,obj,885720.0,885720.0,1880568.0,1119958.0
1,47,input_order,indomain_min,time,110.0,220.0,,0.000538984999366221
1,48,input_order,indomain_min,obj,573315.0,515520.0,515195.0,969145.0
1,48,input_order,indomain_min,time,150.0,190.0,,0.00025742100115166977
1,49,input_order,indomain_min,obj,3591155.0,3591155.0,4032175.0,4667875.0
1,49,input_order,indomain_min,time,110.0,220.0,,0.0002214600008301204
1,50,input_order,indomain_min,obj,2095884.0,2076934.0,2318184.0,2324234.0
1,50,input_order,indomain_min,time,120.0,190.0,,0.0004629800005204743
2,1,input_order,indomain_min,obj,2578030.0,2578030.0,3875230.0,2633530.0
2,1,input_order,indomain_min,time,180.0,320.0,,0.0002966449992527487
2,2,input_order,indomain_min,obj,1752378.0,1752378.0,4225158.0,1752378.0
2,2,input_order,indomain_min,time,250.0,320.0,,0.00023119199977372773
2,3,input_order,indomain_min,obj,1304285.0,1304285.0,2678925.0,1307472.0
2,3,input_order,indomain_min,time,110.0,210.0,,0.00023584900009154808
2,4,input_order,indomain_min,obj,404620.0,404620.0,563670.0,404620.0
2,4,input_order,indomain_min,time,100.0,280.0,,0.00019476399938866962
2,5,input_order,indomain_min,obj,271519.0,140023.0,42407.0,271519.0
2,5,input_order,indomain_min,time,110.0,220.0,,0.00022388400066120084
2,6,input_order,indomain_min,obj,2205474.0,2061638.0,2204406.0,102197237.0
2,6,input_order,indomain_min,time,100.0,220.0,,0.00045514199882745743
2,7,input_order,indomain_min,obj,3629335.0,3629335.0,6067270.0,3686520.0
2,7,input_order,indomain_min,time,150.0,250.0,,0.0003352590010763379
2,8,input_order,indomain_min,obj,1157390.0,1157390.0,1751350.0,1226060.0
2,8,input_order,indomain_min,time,110.0,200.0,,0.00036095600080443546
2,9,input_order,indomain_min,obj,455635.0,455635.0,455635.0,455635.0
2,9,input_order,indomain_min,time,110.0,160.0,,0.00015334499948949087
2,10,input_order,indomain_min,obj,1968760.0,1968760.0,2133745.0,2327485.0
2,10,input_order,indomain_min,time,100.0,190.0,,0.00033616799919400364
2,11,input_order,indomain_min,obj,561170.0,294670.0,439208.0,561170.0
2,11,input_order,indomain_min,time,100.0,170.0,,0.00019760500072152354
2,12,input_order,indomain_min,obj,131893.0,131893.0,186243.0,131893.0
2,12,input_order,indomain_min,time,110.0,170.0,,0.00023593500009155832
2,13,input_order,indomain_min,obj,1505980.0,1505980.0,3221780.0,1505980.0
2,13,input_order,indomain_min,time,100.0,160.0,,0.00015293700016627554
2,14,input_order,indomain_min,obj,1951450.0,1951450.0,2336335.0,3600120.0
2,14,input_order,indomain_min,time,110.0,410.0,,0.00024964200019894633
2,15,input_order,indomain_min,obj,826296.0,826296.0,701572.0,1781517.0
2,15,input_order,indomain_min,time,110.0,210.0,,0.0002357200010010274
2,16,input_order,indomain_min,obj,982016.0,982016.0,827372.0,100973439.0
2,16,input_order,indomain_min,time,100.0,240.0,,0.000998509000055492
2,17,input_order,indomain_min,obj,1090140.0,1090140.0,1953440.0,2069540.0
2,17,input_order,indomain_min,time,100.0,190.0,,0.0002310210002178792
2,18,input_order,indomain_min,obj,1714600.0,1714600.0,1823200.0,1714600.0
2,18,input_order,indomain_min,time,110.0,200.0,,0.00023794499975338113
2,19,input_order,indomain_min,obj,2102002.0,2065212.0,2189584.0,2102002.0
2,19,input_order,indomain_min,time,100.0,190.0,,0.00029792899840686005
2,20,input_order,indomain_min,obj,823695.0,766535.0,724560.0,1196510.0
2,20,input_order,indomain_min,time,100.0,220.0,,0.0003316179991088575
2,21,input_order,indomain_min,obj,1457930.0,1457930.0,1346540.0,101330719.0
2,21,input_order,indomain_min,time,110.0,210.0,,0.0005299700005707564
2,22,input_order,indomain_min,obj,4212975.0,4212975.0,5713775.0,4212975.0
2,22,input_order,indomain_min,time,100.0,170.0,,0.00019470400002319366
2,23,input_order,indomain_min,obj,1284480.0,1266540.0,1278550.0,1284480.0
2,23,input_order,indomain_min,time,110.0,160.0,,0.0003210300001228461
2,24,input_order,indomain_min,obj,1343386.0,1062046.0,996898.0,1375522.0
2,24,input_order,indomain_min,time,100.0,200.0,,0.0003074220003327355
2,25,input_order,indomain_min,obj,593630.0,593630.0,546430.0,722430.0
2,25,input_order,indomain_min,time,100.0,210.0,,0.0004442099998414051
2,26,input_order,indomain_min,obj,2211600.0,2211600.0,2174200.0,3221580.0
2,26,input_order,indomain_min,time,100.0,200.0,,0.0002383800001553027
2,27,input_order,indomain_min,obj,834190.0,834190.0,815380.0,848640.0
2,27,input_order,indomain_min,time,230.0,350.0,,0.0002298500003234949
2,28,input_order,indomain_min,obj,534644.0,534644.0,542231.0,867544.0
2,28,input_order,indomain_min,time,110.0,200.0,,0.00032659899989084806
2,29,input_order,indomain_min,obj,954468.0,954468.0,1171568.0,954468.0
2,29,input_order,indomain_min,time,150.0,170.0,,0.00021806299992022105
2,30,input_order,indomain_min,obj,2154330.0,2154330.0,3174280.0,2154330.0
2,30,input_order,indomain_min,time,120.0,180.0,,0.0002310959989699768
2,31,input_order,indomain_min,obj,510801.0,510801.0,348485.0,737907.0
2,31,input_order,indomain_min,time,110.0,180.0,,0.00019298799998068716
2,32,input_order,indomain_min,obj,908036.0,891636.0,933781.0,101306309.0
2,32,input_order,indomain_min,time,110.0,230.0,,0.0003785520002566045
2,33,input_order,indomain_min,obj,1377639.0,1377639.0,1640439.0,1377639.0
2,33,input_order,indomain_min,time,110.0,160.0,,0.0001611400002730079
2,34,input_order,indomain_min,obj,2029500.0,1927000.0,2019950.0,2039150.0
2,34,input_order,indomain_min,time,100.0,200.0,,0.00030320299993036315
2,35,input_order,indomain_min,obj,1387475.0,1311032.0,1294876.0,201084303.0
2,35,input_order,indomain_min,time,110.0,220.0,,0.0004592259992932668
2,36,input_order,indomain_min,obj,1574598.0,1542162.0,1778698.0,1926770.0
2,36,input_order,indomain_min,time,110.0,190.0,,0.0003101940001215553
2,37,input_order,indomain_min,obj,514218.0,514218.0,677726.0,521568.0
2,37,input_order,indomain_min,time,120.0,180.0,,0.000495419000799302
2,38,input_order,indomain_min,obj,224128.0,224128.0,344848.0,224128.0
2,38,input_order,indomain_min,time,110.0,190.0,,0.000194500000361586
2,39,input_order,indomain_min,obj,1034905.0,863265.0,1981905.0,1053605.0
2,39,input_order,indomain_min,time,100.0,220.0,,0.0003906319998350227
2,40,input_order,indomain_min,obj,1106530.0,1065490.0,2244650.0,1110350.0
2,40,input_order,indomain_min,time,120.0,170.0,,0.00019520999921951443
2,41,input_order,indomain_min,obj,449816.0,449816.0,518616.0,449816.0
2,41,input_order,indomain_min,time,110.0,160.0,,0.0002364210013183765
2,42,input_order,indomain_min,obj,841345.0,841345.0,768970.0,860770.0
2,42,input_order,indomain_min,time,110.0,310.0,,0.0002758210011961637
2,43,input_order,indomain_min,obj,1738256.0,1738256.0,1122572.0,1909572.0
2,43,input_order,indomain_min,time,110.0,190.0,,0.00021287799972924404
2,44,input_order,indomain_min,obj,969551.0,969551.0,1434751.0,1040251.0
2,44,input_order,indomain_min,time,100.0,210.0,,0.0002619699989736546
2,45,input_order,indomain_min,obj,542442.0,429942.0,232242.0,542442.0
2,45,input_order,indomain_min,time,120.0,200.0,,0.0003088689991272986
2,46,input_order,indomain_min,obj,1327450.0,1054890.0,1743940.0,1749300.0
2,46,input_order,indomain_min,time,100.0,210.0,,0.0003075160002481425
2,47,input_order,indomain_min,obj,818253.0,818253.0,2036997.0,1024979.0
2,47,input_order,indomain_min,time,130.0,230.0,,0.00026016999981948175
2,48,input_order,indomain_min,obj,543710.0,485580.0,468985.0,940945.0
2,48,input_order,indomain_min,time,120.0,180.0,,0.00033764900035748724
2,49,input_order,indomain_min,obj,3199080.0,3199080.0,3412080.0,4531580.0
2,49,input_order,indomain_min,time,110.0,220.0,,0.0003034349992958596
2,50,input_order,indomain_min,obj,2008278.0,2008278.0,2188978.0,2302028.0
2,50,input_order,indomain_min,time,100.0,200.0,,0.00019198500012862496
3,1,input_order,indomain_min,obj,2526510.0,2526510.0,3541810.0,2556110.0
3,1,input_order,indomain_min,time,110.0,190.0,,0.0002968619992316235
3,2,input_order,indomain_min,obj,1693338.0,1693338.0,1927698.0,1693338.0
3,2,input_order,indomain_min,time,240.0,190.0,,0.000428580999141559
3,3,input_order,indomain_min,obj,1099776.0,1099776.0,1068510.0,1099776.0
3,3,input_order,indomain_min,time,260.0,320.0,,0.0002532990001782309
3,4,input_order,indomain_min,obj,396050.0,396050.0,489560.0,396050.0
3,4,input_order,indomain_min,time,120.0,170.0,,0.00021600099898932967
3,5,input_order,indomain_min,obj,266368.0,133536.0,38753.0,266368.0
3,5,input_order,indomain_min,time,90.0,210.0,,0.00021993699920130894
3,6,input_order,indomain_min,obj,2130220.0,1994074.0,2056026.0,101821415.0
3,6,input_order,indomain_min,time,110.0,210.0,,0.0004903870012640255
3,7,input_order,indomain_min,obj,3460200.0,3460200.0,3823045.0,4001045.0
3,7,input_order,indomain_min,time,110.0,380.0,,0.0002513109993742546
3,8,input_order,indomain_min,obj,1073400.0,1073400.0,796200.0,1162860.0
3,8,input_order,indomain_min,time,110.0,240.0,,0.000320044999170932
3,9,input_order,indomain_min,obj,395015.0,395015.0,395015.0,395015.0
3,9,input_order,indomain_min,time,110.0,150.0,,0.000155341000208864
3,10,input_order,indomain_min,obj,1949760.0,1949760.0,2037585.0,2092335.0
3,10,input_order,indomain_min,time,100.0,180.0,,0.00023625299945706502
3,11,input_order,indomain_min,obj,517496.0,249396.0,194296.0,517496.0
3,11,input_order,indomain_min,time,110.0,180.0,,0.00023590899945702404
3,12,input_order,indomain_min,obj,118449.0,118449.0,171879.0,118449.0
3,12,input_order,indomain_min,time,120.0,180.0,,0.00019451299885986373
3,13,input_order,indomain_min,obj,1338912.0,1338912.0,1382812.0,1338912.0
3,13,input_order,indomain_min,time,110.0,160.0,,0.00015025399989099242
3,14,input_order,indomain_min,obj,1831360.0,1831360.0,2037580.0,2272305.0
3,14,input_order,indomain_min,time,120.0,290.0,,0.0002516860004107002
3,15,input_order,indomain_min,obj,776491.0,776491.0,686223.0,1701478.0
3,15,input_order,indomain_min,time,100.0,280.0,,0.00023952600167831406
3,16,input_order,indomain_min,obj,923580.0,923580.0,766852.0,100927371.0
3,16,input_order,indomain_min,time,100.0,230.0,,0.0005684269999619573
3,17,input_order,indomain_min,obj,1095600.0,1095600.0,944200.0,1901200.0
3,17,input_order,indomain_min,time,110.0,180.0,,0.00022097200053394772
3,18,input_order,indomain_min,obj,1557760.0,1557760.0,1697560.0,1557760.0
3,18,input_order,indomain_min,time,120.0,230.0,,0.00023260600028152112
3,19,input_order,indomain_min,obj,1960672.0,1924092.0,1924686.0,2012482.0
3,19,input_order,indomain_min,time,110.0,250.0,,0.0005559309993259376
3,20,input_order,indomain_min,obj,784645.0,728080.0,627595.0,1170055.0
3,20,input_order,indomain_min,time,100.0,210.0,,0.00032816299972182605
3,21,input_order,indomain_min,obj,1358870.0,1358870.0,1259410.0,101251899.0
3,21,input_order,indomain_min,time,100.0,200.0,,0.0003090560003329301
3,22,input_order,indomain_min,obj,4031625.0,4031625.0,4321025.0,4031625.0
3,22,input_order,indomain_min,time,100.0,160.0,,0.00015706799968029372
3,23,input_order,indomain_min,obj,1167890.0,1149910.0,1186560.0,1167890.0
3,23,input_order,indomain_min,time,110.0,160.0,,0.00020859299911535345
3,24,input_order,indomain_min,obj,1237746.0,977558.0,959914.0,1295186.0
3,24,input_order,indomain_min,time,110.0,200.0,,0.000308261000100174
3,25,input_order,indomain_min,obj,518385.0,518385.0,495585.0,563185.0
3,25,input_order,indomain_min,time,110.0,210.0,,0.0004551920010271715
3,26,input_order,indomain_min,obj,2049260.0,2049260.0,1999060.0,2959640.0
3,26,input_order,indomain_min,time,110.0,200.0,,0.00031191100060823373
3,27,input_order,indomain_min,obj,777560.0,777560.0,738540.0,802260.0
3,27,input_order,indomain_min,time,140.0,190.0,,0.00022824100051366258
3,28,input_order,indomain_min,obj,531038.0,531038.0,528512.0,853138.0
3,28,input_order,indomain_min,time,130.0,190.0,,0.0003254119983466808
3,29,input_order,indomain_min,obj,882718.0,882718.0,896018.0,882718.0
3,29,input_order,indomain_min,time,170.0,190.0,,0.0002196749992435798
3,30,input_order,indomain_min,obj,2045960.0,2045960.0,2610680.0,2045960.0
3,30,input_order,indomain_min,time,120.0,190.0,,0.0002888950002670754
3,31,input_order,indomain_min,obj,498747.0,498747.0,304477.0,747337.0
3,31,input_order,indomain_min,time,130.0,190.0,,0.00023010600125417113
3,32,input_order,indomain_min,obj,792678.0,788903.0,761503.0,101157729.0
3,32,input_order,indomain_min,time,110.0,250.0,,0.00036951999936718494
3,33,input_order,indomain_min,obj,1309508.0,1309508.0,1484708.0,1309508.0
3,33,input_order,indomain_min,time,100.0,160.0,,0.00016369800141546875
3,34,input_order,indomain_min,obj,1857800.0,1758300.0,1837050.0,1874700.0
3,34,input_order,indomain_min,time,100.0,190.0,,0.0002839209992089309
3,35,input_order,indomain_min,obj,1312826.0,1227126.0,1306405.0,200983718.0
3,35,input_order,indomain_min,time,110.0,220.0,,0.0004208190002827905
3,36,input_order,indomain_min,obj,1500328.0,1438900.0,1767796.0,1753728.0
3,36,input_order,indomain_min,time,100.0,190.0,,0.0002363359999435488
3,37,input_order,indomain_min,obj,439248.0,439248.0,412348.0,439248.0
3,37,input_order,indomain_min,time,140.0,180.0,,0.00020072000006621238
3,38,input_order,indomain_min,obj,145664.0,145664.0,145664.0,145664.0
3,38,input_order,indomain_min,time,110.0,250.0,,0.00036976100091123953
3,39,input_order,indomain_min,obj,943340.0,776880.0,806835.0,955945.0
3,39,input_order,indomain_min,time,110.0,230.0,,0.00037491399962163996
3,40,input_order,indomain_min,obj,963940.0,963940.0,886660.0,1013260.0
3,40,input_order,indomain_min,time,110.0,180.0,,0.00023844400129746646
3,41,input_order,indomain_min,obj,475407.0,475407.0,541707.0,475407.0
3,41,input_order,indomain_min,time,120.0,170.0,,0.00015355499999714084
3,42,input_order,indomain_min,obj,758960.0,758960.0,677135.0,759035.0
3,42,input_order,indomain_min,time,110.0,230.0,,0.00035549699896364473
3,43,input_order,indomain_min,obj,1641340.0,1641340.0,1030300.0,1871700.0
3,43,input_order,indomain_min,time,110.0,260.0,,0.00020946800032106694
3,44,input_order,indomain_min,obj,862413.0,862413.0,827263.0,970813.0
3,44,input_order,indomain_min,time,100.0,200.0,,0.0003892639997502556
3,45,input_order,indomain_min,obj,523388.0,426188.0,212888.0,523388.0
3,45,input_order,indomain_min,time,130.0,200.0,,0.0002654550007719081
3,46,input_order,indomain_min,obj,1277940.0,941260.0,934340.0,1674580.0
3,46,input_order,indomain_min,time,110.0,210.0,,0.00030997199974081013
3,47,input_order,indomain_min,obj,737139.0,737139.0,723045.0,994266.0
3,47,input_order,indomain_min,time,110.0,240.0,,0.00020763300017279107
3,48,input_order,indomain_min,obj,503270.0,443560.0,437330.0,897990.0
3,48,input_order,indomain_min,time,100.0,190.0,,0.00026265999986208044
3,49,input_order,indomain_min,obj,3174375.0,3174375.0,3400715.0,4135415.0
3,49,input_order,indomain_min,time,100.0,210.0,,0.0002485999993950827
3,50,input_order,indomain_min,obj,1856506.0,1822206.0,1834006.0,2082106.0
3,50,input_order,indomain_min,time,110.0,190.0,,0.00021063100030005444
4,1,input_order,indomain_min,obj,2340930.0,2340930.0,3607030.0,2404330.0
4,1,input_order,indomain_min,time,210.0,180.0,,0.000271905999397859
4,2,input_order,indomain_min,obj,1582818.0,1582818.0,1934358.0,1604058.0
4,2,input_order,indomain_min,time,230.0,190.0,,0.0002306360001966823
4,3,input_order,indomain_min,obj,1163034.0,1163034.0,1131331.0,1163034.0
4,3,input_order,indomain_min,time,110.0,370.0,,0.0003242570001020795
4,4,input_order,indomain_min,obj,374860.0,374860.0,491440.0,374860.0
4,4,input_order,indomain_min,time,110.0,170.0,,0.00019504199917719234
4,5,input_order,indomain_min,obj,267438.0,135560.0,39350.0,267438.0
4,5,input_order,indomain_min,time,100.0,220.0,,0.00022606200036534574
4,6,input_order,indomain_min,obj,2095702.0,1915234.0,2022138.0,101796187.0
4,6,input_order,indomain_min,time,100.0,210.0,,0.0005560249992413446
4,7,input_order,indomain_min,obj,3231900.0,3231900.0,3979625.0,3408770.0
4,7,input_order,indomain_min,time,110.0,240.0,,0.00026365099984104745
4,8,input_order,indomain_min,obj,1083290.0,1083290.0,877000.0,1189860.0
4,8,input_order,indomain_min,time,110.0,190.0,,0.0003014469984918833
4,9,input_order,indomain_min,obj,401586.0,401586.0,401586.0,401586.0
4,9,input_order,indomain_min,time,120.0,160.0,,0.0002109809993271483
4,10,input_order,indomain_min,obj,1784995.0,1784995.0,1905220.0,2085520.0
4,10,input_order,indomain_min,time,100.0,190.0,,0.00026613299996824935
4,11,input_order,indomain_min,obj,543814.0,273264.0,218164.0,543814.0
4,11,input_order,indomain_min,time,110.0,180.0,,0.00020274500093364622
4,12,input_order,indomain_min,obj,113118.0,113118.0,155268.0,113118.0
4,12,input_order,indomain_min,time,120.0,170.0,,0.000277204999292735
4,13,input_order,indomain_min,obj,1362320.0,1362320.0,1378720.0,1362320.0
4,13,input_order,indomain_min,time,190.0,350.0,,0.0001515339990874054
4,14,input_order,indomain_min,obj,1738700.0,1738700.0,2037100.0,2482915.0
4,14,input_order,indomain_min,time,110.0,250.0,,0.00029125699984433595
4,15,input_order,indomain_min,obj,750755.0,750755.0,671791.0,1691576.0
4,15,input_order,indomain_min,time,110.0,330.0,,0.0005861720001121284
4,16,input_order,indomain_min,obj,881474.0,881474.0,664072.0,100924579.0
4,16,input_order,indomain_min,time,110.0,220.0,,0.00045320699973672163
4,17,input_order,indomain_min,obj,1061390.0,1061390.0,973590.0,1927790.0
4,17,input_order,indomain_min,time,110.0,200.0,,0.0002600779989734292
4,18,input_order,indomain_min,obj,1535360.0,1535360.0,1668160.0,1535360.0
4,18,input_order,indomain_min,time,120.0,180.0,,0.00040568700023868587
4,19,input_order,indomain_min,obj,1881764.0,1836465.0,1862206.0,1887782.0
4,19,input_order,indomain_min,time,130.0,250.0,,0.0005411659985838924
4,20,input_order,indomain_min,obj,769125.0,710965.0,608505.0,962025.0
4,20,input_order,indomain_min,time,110.0,200.0,,0.00028289300098549575
4,21,input_order,indomain_min,obj,1287655.0,1287655.0,1177715.0,101187604.0
4,21,input_order,indomain_min,time,100.0,190.0,,0.00032869800088519696
4,22,input_order,indomain_min,obj,3905775.0,3905775.0,4704475.0,3905775.0
4,22,input_order,indomain_min,time,100.0,160.0,,0.0002024039986281423
4,23,input_order,indomain_min,obj,1173100.0,1154850.0,1386070.0,1173100.0
4,23,input_order,indomain_min,time,110.0,170.0,,0.0001902900003187824
4,24,input_order,indomain_min,obj,1263946.0,996590.0,1085070.0,1267778.0
4,24,input_order,indomain_min,time,110.0,200.0,,0.00025109299895120785
4,25,input_order,indomain_min,obj,500720.0,500720.0,524420.0,629320.0
4,25,input_order,indomain_min,time,100.0,210.0,,0.0003700139986904105
4,26,input_order,indomain_min,obj,2025920.0,2025920.0,2000920.0,2951800.0
4,26,input_order,indomain_min,time,110.0,200.0,,0.0002524030005588429
4,27,input_order,indomain_min,obj,807110.0,807110.0,791160.0,853260.0
4,27,input_order,indomain_min,time,140.0,180.0,,0.00025399399964953773
4,28,input_order,indomain_min,obj,528880.0,528880.0,559321.0,856780.0
4,28,input_order,indomain_min,time,110.0,190.0,,0.0003269740009272937
4,29,input_order,indomain_min,obj,875388.0,875388.0,1007488.0,875388.0
4,29,input_order,indomain_min,time,160.0,170.0,,0.00025656400066509377
4,30,input_order,indomain_min,obj,1958750.0,1958750.0,2406050.0,1958750.0
4,30,input_order,indomain_min,time,110.0,180.0,,0.00023395799871650524
4,31,input_order,indomain_min,obj,488040.0,488040.0,308785.0,734167.0
4,31,input_order,indomain_min,time,120.0,180.0,,0.00021475900030054618
4,32,input_order,indomain_min,obj,813410.0,796015.0,795375.0,1539656.0
4,32,input_order,indomain_min,time,110.0,230.0,,0.0003437310006120242
4,33,input_order,indomain_min,obj,1226627.0,1226627.0,1557827.0,1226627.0
4,33,input_order,indomain_min,time,110.0,170.0,,0.000254631999268895
4,34,input_order,indomain_min,obj,1843500.0,1745150.0,2000100.0,1957700.0
4,34,input_order,indomain_min,time,110.0,210.0,,0.0002285409991600318
4,35,input_order,indomain_min,obj,1249109.0,1154529.0,1051842.0,200907003.0
4,35,input_order,indomain_min,time,110.0,260.0,,0.0003410740009712754
4,36,input_order,indomain_min,obj,1384748.0,1368136.0,1453898.0,1818358.0
4,36,input_order,indomain_min,time,110.0,190.0,,0.0002342549996683374
4,37,input_order,indomain_min,obj,459364.0,459364.0,413364.0,466414.0
4,37,input_order,indomain_min,time,120.0,180.0,,0.00018893700143962633
