,,,,,Gecode,Gurobi,OGSA,Preferred,Objective Ratio,,
,,,,,Modified,Modified,Modified,Modified,Modified,,
Month,House,Variable choices,Constraint variables,Result,,,,,,,
4,32,anti_first_fail,indomain_min,obj,2552864,2552864,2760352,3354752,1.081276558,,18%
4,32,anti_first_fail,indomain_min,time,60,90,0.000208009,,3.47E-06,,
4,33,anti_first_fail,indomain_min,obj,1021160,1021160,1021160,929360,1,,-10%
4,33,anti_first_fail,indomain_min,time,60,80,0.000211173,,3.52E-06,,
4,34,anti_first_fail,indomain_min,obj,852655,852655,1003215,677115,1.176577866,,-48%
4,34,anti_first_fail,indomain_min,time,60,80,0.000261122,,4.35E-06,,
4,35,anti_first_fail,indomain_min,obj,2837208,2837208,2837208,3754264,1,,24%
4,35,anti_first_fail,indomain_min,time,60,70,0.000219286,,3.65E-06,,
4,36,anti_first_fail,indomain_min,obj,577794,577794,577794,577794,1,,0%
4,36,anti_first_fail,indomain_min,time,60,60,0.000190444,,3.17E-06,,
4,37,anti_first_fail,indomain_min,obj,1812690,1812690,1812690,1862490,1,,3%
4,37,anti_first_fail,indomain_min,time,60,90,0.000207618,,3.46E-06,,
4,38,anti_first_fail,indomain_min,obj,1416392,1416392,1416392,2037392,1,,30%
4,38,anti_first_fail,indomain_min,time,60,70,0.000193494,,3.22E-06,,
4,39,anti_first_fail,indomain_min,obj,1163260,1163260,1163260,1332360,1,,13%
4,39,anti_first_fail,indomain_min,time,90,100,0.000216838,,2.41E-06,,
4,40,anti_first_fail,indomain_min,obj,839915,839915,875915,930515,1.04286148,,6%
4,40,anti_first_fail,indomain_min,time,80,90,0.000214946,,2.69E-06,,
4,41,anti_first_fail,indomain_min,obj,614256,614256,685256,429756,1.115586987,,-59%
4,41,anti_first_fail,indomain_min,time,60,80,0.000210399,,3.51E-06,,
4,42,anti_first_fail,indomain_min,obj,463638,463638,592788,586538,1.27855784,,-1%
4,42,anti_first_fail,indomain_min,time,60,80,0.000208576,,3.48E-06,,
4,43,anti_first_fail,indomain_min,obj,1694286,1694286,1694286,2159236,1,,22%
4,43,anti_first_fail,indomain_min,time,50,70,0.000208254,,4.17E-06,,
4,44,anti_first_fail,indomain_min,obj,853146,853146,866748,953826,1.015943344,,9%
4,44,anti_first_fail,indomain_min,time,60,80,0.000207641,,3.46E-06,,
4,45,anti_first_fail,indomain_min,obj,828525,828525,828525,790350,1,,-5%
4,45,anti_first_fail,indomain_min,time,60,100,0.000249022,,4.15E-06,,
4,46,anti_first_fail,indomain_min,obj,1660500,1660500,1674600,2026700,1.008491418,,17%
4,46,anti_first_fail,indomain_min,time,60,80,0.000211368,,3.52E-06,,
4,47,anti_first_fail,indomain_min,obj,45104,45104,84056,49766,1.863604115,,-69%
4,47,anti_first_fail,indomain_min,time,60,80,0.000209251,,3.49E-06,,
4,48,anti_first_fail,indomain_min,obj,186217,186217,186217,192517,1,,3%
4,48,anti_first_fail,indomain_min,time,50,60,0.000194474,,3.89E-06,,
4,49,anti_first_fail,indomain_min,obj,1636680,1636680,1636680,2485080,1,,34%
4,49,anti_first_fail,indomain_min,time,50,90,0.000251026,,5.02E-06,,
4,50,anti_first_fail,indomain_min,obj,163236,163236,247056,222666,1.513489671,,-11%
4,50,anti_first_fail,indomain_min,time,50,80,0.000210409,,4.21E-06,,
4,51,anti_first_fail,indomain_min,obj,252170,252170,252170,294470,1,,14%
4,51,anti_first_fail,indomain_min,time,60,90,0.000200902,,3.35E-06,,
4,52,anti_first_fail,indomain_min,obj,862232,862232,862232,894532,1,,4%
4,52,anti_first_fail,indomain_min,time,50,60,0.000199363,,3.99E-06,,
4,53,anti_first_fail,indomain_min,obj,1177579,1177579,1177579,1436831,1,,18%
4,53,anti_first_fail,indomain_min,time,60,110,0.0002267,,3.78E-06,,
4,54,anti_first_fail,indomain_min,obj,1647800,1647800,1647800,1823000,1,,10%
4,54,anti_first_fail,indomain_min,time,60,70,0.000197637,,3.29E-06,,
4,55,anti_first_fail,indomain_min,obj,535665,535665,535665,451365,1,,-19%
4,55,anti_first_fail,indomain_min,time,60,90,0.000203106,,3.39E-06,,
4,56,anti_first_fail,indomain_min,obj,992465,992465,992465,1010465,1,,2%
4,56,anti_first_fail,indomain_min,time,60,70,0.000197688,,3.29E-06,,
4,57,anti_first_fail,indomain_min,obj,1674950,1674950,1674950,1878900,1,,11%
4,57,anti_first_fail,indomain_min,time,50,70,0.000192699,,3.85E-06,,
4,58,anti_first_fail,indomain_min,obj,2252200,2252200,2252200,2484700,1,,9%
4,58,anti_first_fail,indomain_min,time,50,70,0.000193489,,3.87E-06,,
4,59,anti_first_fail,indomain_min,obj,243906,243906,243906,223706,1,,-9%
4,59,anti_first_fail,indomain_min,time,60,90,0.000225191,,3.75E-06,,
4,60,anti_first_fail,indomain_min,obj,1811900,1811900,1817300,2257800,1.002980297,,20%
4,60,anti_first_fail,indomain_min,time,60,90,0.000215883,,3.60E-06,,
4,61,anti_first_fail,indomain_min,obj,460180,460180,460580,452980,1.000869225,,-2%
4,61,anti_first_fail,indomain_min,time,60,80,0.000212305,,3.54E-06,,
4,62,anti_first_fail,indomain_min,obj,1362200,1362200,1362200,1404000,1,,3%
4,62,anti_first_fail,indomain_min,time,60,80,0.000201575,,3.36E-06,,
4,63,anti_first_fail,indomain_min,obj,315291,315291,315291,321011,1,,2%
4,63,anti_first_fail,indomain_min,time,50,80,0.000205187,,4.10E-06,,
4,64,anti_first_fail,indomain_min,obj,391750,391750,391750,432250,1,,9%
4,64,anti_first_fail,indomain_min,time,60,80,0.000215921,,3.60E-06,,
4,65,anti_first_fail,indomain_min,obj,2591670,2591670,2591670,3829170,1,,32%
4,65,anti_first_fail,indomain_min,time,60,80,0.000205573,,3.43E-06,,
4,66,anti_first_fail,indomain_min,obj,740298,740298,769298,757298,1.039173414,,-2%
4,66,anti_first_fail,indomain_min,time,60,80,0.000192744,,3.21E-06,,
4,67,anti_first_fail,indomain_min,obj,786350,786350,786350,786350,1,,0%
4,67,anti_first_fail,indomain_min,time,60,70,0.000202725,,3.38E-06,,
4,68,anti_first_fail,indomain_min,obj,424230,424230,425430,478770,1.002828654,,11%
4,68,anti_first_fail,indomain_min,time,60,90,0.000217364,,3.62E-06,,
4,69,anti_first_fail,indomain_min,obj,1710184,1710184,1710184,2301284,1,,26%
4,69,anti_first_fail,indomain_min,time,60,70,0.000203959,,3.40E-06,,
4,70,anti_first_fail,indomain_min,obj,309212,309212,322964,316112,1.044474341,,-2%
4,70,anti_first_fail,indomain_min,time,60,90,0.000209759,,3.50E-06,,
4,71,anti_first_fail,indomain_min,obj,1313140,1313140,1313140,1804540,1,,27%
4,71,anti_first_fail,indomain_min,time,60,60,0.000193735,,3.23E-06,,
4,72,anti_first_fail,indomain_min,obj,659405,659405,659405,838515,1,,21%
4,72,anti_first_fail,indomain_min,time,50,60,0.000190601,,3.81E-06,,
4,73,anti_first_fail,indomain_min,obj,3112650,3112650,3112650,4006400,1,,22%
4,73,anti_first_fail,indomain_min,time,60,80,0.000204136,,3.40E-06,,
4,74,anti_first_fail,indomain_min,obj,1484175,1484175,1527375,1528575,1.02910708,,0%
4,74,anti_first_fail,indomain_min,time,60,90,0.000214496,,3.57E-06,,
4,75,anti_first_fail,indomain_min,obj,931876,931876,931876,735676,1,,-27%
4,75,anti_first_fail,indomain_min,time,60,80,0.000262486,,4.37E-06,,
4,76,anti_first_fail,indomain_min,obj,315340,315340,328740,352840,1.042493816,,7%
4,76,anti_first_fail,indomain_min,time,60,100,0.000258306,,4.31E-06,,
4,77,anti_first_fail,indomain_min,obj,361962,361962,361962,124757,1,,-190%
4,77,anti_first_fail,indomain_min,time,50,100,0.00023777,,4.76E-06,,
4,78,anti_first_fail,indomain_min,obj,2863400,2863400,2863400,3223000,1,,11%
4,78,anti_first_fail,indomain_min,time,60,90,0.000264151,,4.40E-06,,
4,79,anti_first_fail,indomain_min,obj,818416,818416,818416,818416,1,,0%
4,79,anti_first_fail,indomain_min,time,60,80,0.000205136,,3.42E-06,,
4,80,anti_first_fail,indomain_min,obj,698770,698770,698770,710810,1,,2%
4,80,anti_first_fail,indomain_min,time,60,80,0.000220395,,3.67E-06,,
4,81,anti_first_fail,indomain_min,obj,3293523,3293523,3967550,3649660,1.204652283,,-9%
4,81,anti_first_fail,indomain_min,time,50,80,0.000203212,,4.06E-06,,
4,82,anti_first_fail,indomain_min,obj,206950,206950,206950,253150,1,,18%
4,82,anti_first_fail,indomain_min,time,60,70,0.000192493,,3.21E-06,,
4,83,anti_first_fail,indomain_min,obj,499280,499280,499280,485480,1,,-3%
4,83,anti_first_fail,indomain_min,time,60,90,0.000209234,,3.49E-06,,
4,84,anti_first_fail,indomain_min,obj,337685,337685,337685,228845,1,,-48%
4,84,anti_first_fail,indomain_min,time,90,90,0.000203988,,2.27E-06,,
4,85,anti_first_fail,indomain_min,obj,282332,282332,282332,287760,1,,2%
4,85,anti_first_fail,indomain_min,time,60,70,0.000195368,,3.26E-06,,
4,86,anti_first_fail,indomain_min,obj,1029662,1029662,1122582,1014682,1.090243206,,-11%
4,86,anti_first_fail,indomain_min,time,60,80,0.000197274,,3.29E-06,,
4,87,anti_first_fail,indomain_min,obj,1961500,1961500,1961500,2328100,1,,16%
4,87,anti_first_fail,indomain_min,time,60,80,0.00021543,,3.59E-06,,
4,88,anti_first_fail,indomain_min,obj,398764,398764,398764,398764,1,,0%
4,88,anti_first_fail,indomain_min,time,60,70,0.000195312,,3.26E-06,,
4,89,anti_first_fail,indomain_min,obj,348640,348640,348640,348640,1,,0%
4,89,anti_first_fail,indomain_min,time,60,90,0.000230441,,3.84E-06,,
4,90,anti_first_fail,indomain_min,obj,1400703,1400703,1517263,1630703,1.083215357,,7%
4,90,anti_first_fail,indomain_min,time,60,90,0.000213207,,3.55E-06,,
4,91,anti_first_fail,indomain_min,obj,1164191,1164191,1164191,1323711,1,,12%
4,91,anti_first_fail,indomain_min,time,60,70,0.000192403,,3.21E-06,,
4,92,anti_first_fail,indomain_min,obj,1079995,1079995,1079995,992770,1,,-9%
4,92,anti_first_fail,indomain_min,time,70,100,0.000211017,,3.01E-06,,
4,93,anti_first_fail,indomain_min,obj,2204140,2204140,2204140,2686140,1,,18%
4,93,anti_first_fail,indomain_min,time,60,90,0.000212158,,3.54E-06,,
4,94,anti_first_fail,indomain_min,obj,1209728,1209728,1495648,1247688,1.236350651,,-20%
4,94,anti_first_fail,indomain_min,time,60,80,0.000195462,,3.26E-06,,
4,95,anti_first_fail,indomain_min,obj,427104,427104,427104,539904,1,,21%
4,95,anti_first_fail,indomain_min,time,60,80,0.000281159,,4.69E-06,,
4,96,anti_first_fail,indomain_min,obj,708880,708880,708880,709330,1,,0%
4,96,anti_first_fail,indomain_min,time,50,90,0.000267427,,5.35E-06,,
4,97,anti_first_fail,indomain_min,obj,274088,274088,274088,263288,1,,-4%
4,97,anti_first_fail,indomain_min,time,60,90,0.000206204,,3.44E-06,,
4,98,anti_first_fail,indomain_min,obj,1953302,1953302,1953302,2149502,1,,9%
4,98,anti_first_fail,indomain_min,time,60,80,0.000212855,,3.55E-06,,
4,99,anti_first_fail,indomain_min,obj,810919,810919,935695,839656,1.153869869,,-11%
4,99,anti_first_fail,indomain_min,time,60,90,0.00021762,,3.63E-06,,
4,100,anti_first_fail,indomain_min,obj,351807,351807,568511,159807,1.615974099,,-256%
4,100,anti_first_fail,indomain_min,time,60,100,0.000206968,,3.45E-06,,
5,1,anti_first_fail,indomain_min,obj,334550,334550,334550,449375,1,,26%
5,1,anti_first_fail,indomain_min,time,50,80,0.000207566,,4.15E-06,,
5,2,anti_first_fail,indomain_min,obj,854146,854146,854146,1752668,1,,51%
5,2,anti_first_fail,indomain_min,time,60,100,0.00031363,,5.23E-06,,
5,3,anti_first_fail,indomain_min,obj,544822,544822,544822,608902,1,,11%
5,3,anti_first_fail,indomain_min,time,60,80,0.000201308,,3.36E-06,,
5,4,anti_first_fail,indomain_min,obj,2007170,2007170,2007170,2277770,1,,12%
5,4,anti_first_fail,indomain_min,time,60,70,0.000195673,,3.26E-06,,
5,5,anti_first_fail,indomain_min,obj,1589372,1589372,1589372,2154872,1,,26%
5,5,anti_first_fail,indomain_min,time,60,70,0.000192165,,3.20E-06,,
5,6,anti_first_fail,indomain_min,obj,1265700,1265700,1445870,1620970,1.142348108,,11%
5,6,anti_first_fail,indomain_min,time,60,100,0.000213385,,3.56E-06,,
5,7,anti_first_fail,indomain_min,obj,1211100,1211100,1211100,1309700,1,,8%
5,7,anti_first_fail,indomain_min,time,90,200,0.000210988,,2.34E-06,,
5,8,anti_first_fail,indomain_min,obj,1634352,1634352,1646952,2888380,1.007709478,,43%
5,8,anti_first_fail,indomain_min,time,80,110,0.000199162,,2.49E-06,,
5,9,anti_first_fail,indomain_min,obj,1358446,1358446,1358846,3080846,1.000294454,,56%
5,9,anti_first_fail,indomain_min,time,60,110,0.000203155,,3.39E-06,,
5,10,anti_first_fail,indomain_min,obj,1531101,1531101,1531101,1555001,1,,2%
5,10,anti_first_fail,indomain_min,time,60,110,0.000206945,,3.45E-06,,
5,11,anti_first_fail,indomain_min,obj,1209900,1209900,1209900,1239300,1,,2%
5,11,anti_first_fail,indomain_min,time,50,80,0.000210587,,4.21E-06,,
5,12,anti_first_fail,indomain_min,obj,251906,251906,273518,167214,1.085793907,,-64%
5,12,anti_first_fail,indomain_min,time,60,100,0.000189904,,3.17E-06,,
5,13,anti_first_fail,indomain_min,obj,1362540,1362540,1530840,1370340,1.12351931,,-12%
5,13,anti_first_fail,indomain_min,time,140,90,0.000270715,,1.93E-06,,
5,14,anti_first_fail,indomain_min,obj,232325,232325,232325,238385,1,,3%
5,14,anti_first_fail,indomain_min,time,60,100,0.00020674,,3.45E-06,,
5,15,anti_first_fail,indomain_min,obj,1413970,1413970,1416270,2098670,1.001626626,,33%
5,15,anti_first_fail,indomain_min,time,60,90,0.000264939,,4.42E-06,,
5,16,anti_first_fail,indomain_min,obj,1187284,1187284,1199716,1412820,1.010470957,,15%
5,16,anti_first_fail,indomain_min,time,50,80,0.000197238,,3.94E-06,,
5,17,anti_first_fail,indomain_min,obj,3176700,3176700,3176700,3611400,1,,12%
5,17,anti_first_fail,indomain_min,time,60,70,0.00021381,,3.56E-06,,
5,18,anti_first_fail,indomain_min,obj,776137,776137,776137,811677,1,,4%
5,18,anti_first_fail,indomain_min,time,60,100,0.000234431,,3.91E-06,,
5,19,anti_first_fail,indomain_min,obj,1080755,1080755,1080755,1418855,1,,24%
5,19,anti_first_fail,indomain_min,time,60,70,0.000190535,,3.18E-06,,
5,20,anti_first_fail,indomain_min,obj,308697,308697,308697,570027,1,,46%
5,20,anti_first_fail,indomain_min,time,60,70,0.000208665,,3.48E-06,,
5,21,anti_first_fail,indomain_min,obj,526067,526067,526067,539867,1,,3%
5,21,anti_first_fail,indomain_min,time,60,70,0.000207266,,3.45E-06,,
5,22,anti_first_fail,indomain_min,obj,233190,233190,233190,233190,1,,0%
5,22,anti_first_fail,indomain_min,time,60,80,0.000195565,,3.26E-06,,
5,23,anti_first_fail,indomain_min,obj,1452150,1452150,1452150,1982550,1,,27%
5,23,anti_first_fail,indomain_min,time,50,80,0.000227508,,4.55E-06,,
5,24,anti_first_fail,indomain_min,obj,582550,582550,583150,612800,1.001029955,,5%
5,24,anti_first_fail,indomain_min,time,60,80,0.000199896,,3.33E-06,,
5,25,anti_first_fail,indomain_min,obj,439015,439015,439015,488615,1,,10%
5,25,anti_first_fail,indomain_min,time,60,80,0.000239384,,3.99E-06,,
5,26,anti_first_fail,indomain_min,obj,532078,532078,539250,761650,1.013479227,,29%
5,26,anti_first_fail,indomain_min,time,60,90,0.000345368,,5.76E-06,,
5,27,anti_first_fail,indomain_min,obj,103082,103082,103082,109082,1,,6%
5,27,anti_first_fail,indomain_min,time,50,80,0.000204618,,4.09E-06,,
5,28,anti_first_fail,indomain_min,obj,581900,581900,681200,591800,1.170647878,,-15%
5,28,anti_first_fail,indomain_min,time,60,100,0.000225549,,3.76E-06,,
5,29,anti_first_fail,indomain_min,obj,1087588,1087588,1087588,1433688,1,,24%
5,29,anti_first_fail,indomain_min,time,50,70,0.000194345,,3.89E-06,,
5,30,anti_first_fail,indomain_min,obj,1011096,1011096,1011096,1663496,1,,39%
5,30,anti_first_fail,indomain_min,time,50,70,0.000190173,,3.80E-06,,
5,31,anti_first_fail,indomain_min,obj,1176645,1176645,1176645,2442145,1,,52%
5,31,anti_first_fail,indomain_min,time,60,80,0.000222943,,3.72E-06,,
5,32,anti_first_fail,indomain_min,obj,2158343,2158343,2346473,3600873,1.087164088,,35%
5,32,anti_first_fail,indomain_min,time,60,100,0.000251854,,4.20E-06,,
5,33,anti_first_fail,indomain_min,obj,921080,921080,921080,924680,1,,0%
5,33,anti_first_fail,indomain_min,time,60,80,0.00020978,,3.50E-06,,
5,34,anti_first_fail,indomain_min,obj,833030,833030,940765,680565,1.129329076,,-38%
5,34,anti_first_fail,indomain_min,time,50,80,0.000254505,,5.09E-06,,
5,35,anti_first_fail,indomain_min,obj,2452502,2452502,2452502,4810202,1,,49%
5,35,anti_first_fail,indomain_min,time,60,70,0.000198832,,3.31E-06,,
5,36,anti_first_fail,indomain_min,obj,555878,555878,555878,555878,1,,0%
5,36,anti_first_fail,indomain_min,time,60,60,0.000192426,,3.21E-06,,
5,37,anti_first_fail,indomain_min,obj,1586562,1586562,1586562,1692162,1,,6%
5,37,anti_first_fail,indomain_min,time,60,90,0.000216173,,3.60E-06,,
5,38,anti_first_fail,indomain_min,obj,1158551,1158551,1158551,2217551,1,,48%
5,38,anti_first_fail,indomain_min,time,60,70,0.00019351,,3.23E-06,,
5,39,anti_first_fail,indomain_min,obj,1113330,1113330,1113330,1318330,1,,16%
5,39,anti_first_fail,indomain_min,time,60,80,0.000216965,,3.62E-06,,
5,40,anti_first_fail,indomain_min,obj,747715,747715,747715,1023115,1,,27%
5,40,anti_first_fail,indomain_min,time,60,120,0.000211995,,3.53E-06,,
5,41,anti_first_fail,indomain_min,obj,566094,566094,657694,443994,1.161810583,,-48%
5,41,anti_first_fail,indomain_min,time,60,80,0.00020933,,3.49E-06,,
5,42,anti_first_fail,indomain_min,obj,469716,469716,615016,660516,1.309335854,,7%
5,42,anti_first_fail,indomain_min,time,50,80,0.000205823,,4.12E-06,,
5,43,anti_first_fail,indomain_min,obj,1426776,1426776,1426776,2003976,1,,29%
5,43,anti_first_fail,indomain_min,time,50,70,0.000205578,,4.11E-06,,
5,44,anti_first_fail,indomain_min,obj,745055,745055,758269,816850,1.017735603,,7%
5,44,anti_first_fail,indomain_min,time,70,90,0.000201781,,2.88E-06,,
5,45,anti_first_fail,indomain_min,obj,729645,729645,729645,696410,1,,-5%
5,45,anti_first_fail,indomain_min,time,60,100,0.000244166,,4.07E-06,,
5,46,anti_first_fail,indomain_min,obj,1404400,1404400,1418600,1906150,1.010111079,,26%
5,46,anti_first_fail,indomain_min,time,60,100,0.000279302,,4.66E-06,,
5,47,anti_first_fail,indomain_min,obj,44184,44184,80820,47986,1.82916893,,-68%
5,47,anti_first_fail,indomain_min,time,60,80,0.000211385,,3.52E-06,,
5,48,anti_first_fail,indomain_min,obj,184299,184299,184299,202199,1,,9%
5,48,anti_first_fail,indomain_min,time,60,70,0.000194997,,3.25E-06,,
5,49,anti_first_fail,indomain_min,obj,1378240,1378240,1378240,3110920,1,,56%
5,49,anti_first_fail,indomain_min,time,50,90,0.000234715,,4.69E-06,,
5,50,anti_first_fail,indomain_min,obj,140964,140964,229284,234354,1.626542947,,2%
5,50,anti_first_fail,indomain_min,time,60,70,0.000204783,,3.41E-06,,
5,51,anti_first_fail,indomain_min,obj,236470,236470,236470,331270,1,,29%
5,51,anti_first_fail,indomain_min,time,70,90,0.000196239,,2.80E-06,,
5,52,anti_first_fail,indomain_min,obj,749088,749088,749088,910188,1,,18%
5,52,anti_first_fail,indomain_min,time,60,70,0.000214573,,3.58E-06,,
5,53,anti_first_fail,indomain_min,obj,1130522,1130522,1220942,1732696,1.079980752,,30%
5,53,anti_first_fail,indomain_min,time,50,110,0.000226726,,4.53E-06,,
5,54,anti_first_fail,indomain_min,obj,1639500,1639500,1639500,1946900,1,,16%
5,54,anti_first_fail,indomain_min,time,60,70,0.000193125,,3.22E-06,,
5,55,anti_first_fail,indomain_min,obj,514390,514390,514390,566890,1,,9%
5,55,anti_first_fail,indomain_min,time,60,180,0.000202118,,3.37E-06,,
5,56,anti_first_fail,indomain_min,obj,1035147,1035147,1035147,1113147,1,,7%
5,56,anti_first_fail,indomain_min,time,90,110,0.000191924,,2.13E-06,,
5,57,anti_first_fail,indomain_min,obj,1661900,1661900,1661900,1987350,1,,16%
5,57,anti_first_fail,indomain_min,time,50,70,0.000194177,,3.88E-06,,
5,58,anti_first_fail,indomain_min,obj,1998700,1998700,1998700,2455900,1,,19%
5,58,anti_first_fail,indomain_min,time,60,90,0.000192087,,3.20E-06,,
5,59,anti_first_fail,indomain_min,obj,228435,228435,228435,203835,1,,-12%
5,59,anti_first_fail,indomain_min,time,70,90,0.000224715,,3.21E-06,,
5,60,anti_first_fail,indomain_min,obj,1551700,1551700,1551700,2742800,1,,43%
5,60,anti_first_fail,indomain_min,time,60,100,0.000211192,,3.52E-06,,
5,61,anti_first_fail,indomain_min,obj,434080,434080,434080,431480,1,,-1%
5,61,anti_first_fail,indomain_min,time,70,80,0.000213067,,3.04E-06,,
5,62,anti_first_fail,indomain_min,obj,1243900,1243900,1243900,1443600,1,,14%
5,62,anti_first_fail,indomain_min,time,60,80,0.000199973,,3.33E-06,,
5,63,anti_first_fail,indomain_min,obj,323460,323460,323460,559890,1,,42%
5,63,anti_first_fail,indomain_min,time,60,90,0.000205929,,3.43E-06,,
5,64,anti_first_fail,indomain_min,obj,403544,403544,403544,523244,1,,23%
5,64,anti_first_fail,indomain_min,time,50,80,0.000218134,,4.36E-06,,
5,65,anti_first_fail,indomain_min,obj,2346660,2346660,2346660,4892160,1,,52%
5,65,anti_first_fail,indomain_min,time,60,70,0.000194062,,3.23E-06,,
5,66,anti_first_fail,indomain_min,obj,643960,643960,690360,717060,1.072054165,,4%
5,66,anti_first_fail,indomain_min,time,60,80,0.000194625,,3.24E-06,,
5,67,anti_first_fail,indomain_min,obj,698870,698870,698870,727640,1,,4%
5,67,anti_first_fail,indomain_min,time,60,100,0.000198981,,3.32E-06,,
5,68,anti_first_fail,indomain_min,obj,406440,406440,406440,505410,1,,20%
5,68,anti_first_fail,indomain_min,time,60,90,0.000233408,,3.89E-06,,
5,69,anti_first_fail,indomain_min,obj,1448710,1448710,1448710,2532010,1,,43%
5,69,anti_first_fail,indomain_min,time,50,70,0.000206214,,4.12E-06,,
5,70,anti_first_fail,indomain_min,obj,310024,310024,320264,377104,1.033029701,,15%
5,70,anti_first_fail,indomain_min,time,60,90,0.00020602,,3.43E-06,,
5,71,anti_first_fail,indomain_min,obj,1226240,1226240,1226240,2050040,1,,40%
5,71,anti_first_fail,indomain_min,time,60,70,0.000190508,,3.18E-06,,
5,72,anti_first_fail,indomain_min,obj,578320,578320,578320,769580,1,,25%
5,72,anti_first_fail,indomain_min,time,50,60,0.000193011,,3.86E-06,,
5,73,anti_first_fail,indomain_min,obj,2708600,2708600,2708600,3715550,1,,27%
5,73,anti_first_fail,indomain_min,time,60,80,0.000205149,,3.42E-06,,
5,74,anti_first_fail,indomain_min,obj,1355000,1355000,1458875,1407875,1.076660517,,-4%
5,74,anti_first_fail,indomain_min,time,60,90,0.000240114,,4.00E-06,,
5,75,anti_first_fail,indomain_min,obj,945088,945088,945088,798088,1,,-18%
5,75,anti_first_fail,indomain_min,time,60,90,0.000206945,,3.45E-06,,
5,76,anti_first_fail,indomain_min,obj,287565,287565,395365,435465,1.374871768,,9%
5,76,anti_first_fail,indomain_min,time,60,100,0.000253247,,4.22E-06,,
5,77,anti_first_fail,indomain_min,obj,366451,366451,366451,138936,1,,-164%
5,77,anti_first_fail,indomain_min,time,60,100,0.000238025,,3.97E-06,,
5,78,anti_first_fail,indomain_min,obj,2715110,2715110,2720910,2982010,1.002136193,,9%
5,78,anti_first_fail,indomain_min,time,60,80,0.0002535,,4.22E-06,,
5,79,anti_first_fail,indomain_min,obj,669860,669860,669860,678560,1,,1%
5,79,anti_first_fail,indomain_min,time,60,80,0.000207024,,3.45E-06,,
5,80,anti_first_fail,indomain_min,obj,564630,564630,564630,577230,1,,2%
5,80,anti_first_fail,indomain_min,time,60,90,0.000225207,,3.75E-06,,
5,81,anti_first_fail,indomain_min,obj,2819784,2819784,3581015,3792855,1.269960749,,6%
5,81,anti_first_fail,indomain_min,time,50,80,0.000210485,,4.21E-06,,
5,82,anti_first_fail,indomain_min,obj,180448,180448,180448,404448,1,,55%
5,82,anti_first_fail,indomain_min,time,70,80,0.000190301,,2.72E-06,,
5,83,anti_first_fail,indomain_min,obj,433080,433080,433080,461280,1,,6%
5,83,anti_first_fail,indomain_min,time,60,90,0.000210247,,3.50E-06,,
5,84,anti_first_fail,indomain_min,obj,306460,306460,306714,197744,1.000828819,,-55%
5,84,anti_first_fail,indomain_min,time,90,90,0.000202619,,2.25E-06,,
5,85,anti_first_fail,indomain_min,obj,276520,276520,276520,332922,1,,17%
5,85,anti_first_fail,indomain_min,time,60,70,0.000198152,,3.30E-06,,
5,86,anti_first_fail,indomain_min,obj,1006136,1006136,1044226,1017826,1.037857705,,-3%
5,86,anti_first_fail,indomain_min,time,60,80,0.000193715,,3.23E-06,,
5,87,anti_first_fail,indomain_min,obj,1703456,1703456,1703456,2486456,1,,31%
5,87,anti_first_fail,indomain_min,time,60,70,0.000213312,,3.56E-06,,
5,88,anti_first_fail,indomain_min,obj,388872,388872,388872,389172,1,,0%
5,88,anti_first_fail,indomain_min,time,50,70,0.000195842,,3.92E-06,,
5,89,anti_first_fail,indomain_min,obj,351760,351760,351760,353660,1,,1%
5,89,anti_first_fail,indomain_min,time,60,70,0.000226492,,3.77E-06,,
5,90,anti_first_fail,indomain_min,obj,1263564,1263564,1372440,2120391,1.086165798,,35%
5,90,anti_first_fail,indomain_min,time,70,90,0.000207229,,2.96E-06,,
5,91,anti_first_fail,indomain_min,obj,1040509,1040509,1040509,1330009,1,,22%
5,91,anti_first_fail,indomain_min,time,50,60,0.000193215,,3.86E-06,,
5,92,anti_first_fail,indomain_min,obj,977375,977375,977375,948845,1,,-3%
5,92,anti_first_fail,indomain_min,time,60,100,0.000208504,,3.48E-06,,
5,93,anti_first_fail,indomain_min,obj,1858060,1858060,1858060,2362060,1,,21%
5,93,anti_first_fail,indomain_min,time,60,80,0.00019078,,3.18E-06,,
5,94,anti_first_fail,indomain_min,obj,1246604,1246604,1522780,1338996,1.221542687,,-14%
5,94,anti_first_fail,indomain_min,time,60,90,0.000197711,,3.30E-06,,
5,95,anti_first_fail,indomain_min,obj,444622,444622,450732,740132,1.01374201,,39%
5,95,anti_first_fail,indomain_min,time,60,80,0.000220788,,3.68E-06,,
5,96,anti_first_fail,indomain_min,obj,655880,655880,655880,655880,1,,0%
5,96,anti_first_fail,indomain_min,time,60,80,0.000233957,,3.90E-06,,
5,97,anti_first_fail,indomain_min,obj,245350,245350,250898,273698,1.022612594,,8%
5,97,anti_first_fail,indomain_min,time,60,80,0.000205108,,3.42E-06,,
5,98,anti_first_fail,indomain_min,obj,1734290,1734290,1734290,1976290,1,,12%
5,98,anti_first_fail,indomain_min,time,60,80,0.000268367,,4.47E-06,,
5,99,anti_first_fail,indomain_min,obj,815079,815079,894486,945449,1.097422458,,5%
5,99,anti_first_fail,indomain_min,time,60,80,0.000213831,,3.56E-06,,
5,100,anti_first_fail,indomain_min,obj,353455,353455,563496,197225,1.594251036,,-186%
