,,,,,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
1,10,anti_first_fail,indomain_min,time,60.0,90.0,0.0002437999937683344,,4.06333322947224e-06
1,11,anti_first_fail,indomain_min,obj,866245.0,866245.0,858397.0,2266897.0,0.9909402074470849
1,11,anti_first_fail,indomain_min,time,60.0,80.0,0.00020227697677910328,,3.371282946318388e-06
1,12,anti_first_fail,indomain_min,obj,1877110.0,1877110.0,1877110.0,2228110.0,1.0
1,12,anti_first_fail,indomain_min,time,50.0,70.0,0.00016853702254593372,,3.3707404509186743e-06
1,13,anti_first_fail,indomain_min,obj,3805240.0,3805240.0,3741300.0,3999320.0,0.9831968548632938
1,13,anti_first_fail,indomain_min,time,50.0,100.0,0.0002976800315082073,,5.9536006301641465e-06
1,14,anti_first_fail,indomain_min,obj,952098.0,952098.0,951698.0,1065688.0,0.9995798751809163
1,14,anti_first_fail,indomain_min,time,60.0,80.0,0.00022133789025247097,,3.688964837541183e-06
1,15,anti_first_fail,indomain_min,obj,1555450.0,1555450.0,1555450.0,2188450.0,1.0
1,15,anti_first_fail,indomain_min,time,60.0,70.0,0.000170503044500947,,2.8417174083491168e-06
1,16,anti_first_fail,indomain_min,obj,741300.0,741300.0,741300.0,4091400.0,1.0
1,16,anti_first_fail,indomain_min,time,50.0,80.0,0.00019559101201593876,,3.911820240318775e-06
1,17,anti_first_fail,indomain_min,obj,703623.0,703623.0,689823.0,1036523.0,0.9803872244085255
1,17,anti_first_fail,indomain_min,time,50.0,90.0,0.00024966592900455,,4.9933185800909995e-06
1,18,anti_first_fail,indomain_min,obj,227642.0,227642.0,228377.0,243332.0,1.0032287539206297
1,18,anti_first_fail,indomain_min,time,50.0,100.0,0.000251994002610445,,5.0398800522089e-06
1,19,anti_first_fail,indomain_min,obj,958410.0,958410.0,958410.0,1777410.0,1.0
1,19,anti_first_fail,indomain_min,time,60.0,80.0,0.00021020090207457542,,3.5033483679095903e-06
1,20,anti_first_fail,indomain_min,obj,2284232.0,2284232.0,2284232.0,3355832.0,1.0
1,20,anti_first_fail,indomain_min,time,50.0,80.0,0.00020056008361279964,,4.011201672255993e-06
1,21,anti_first_fail,indomain_min,obj,2859960.0,2859960.0,2859960.0,24329320.0,1.0
1,21,anti_first_fail,indomain_min,time,60.0,80.0,0.0001983440015465021,,3.3057333591083685e-06
1,22,anti_first_fail,indomain_min,obj,2365370.0,2365370.0,2365370.0,2833370.0,1.0
1,22,anti_first_fail,indomain_min,time,50.0,70.0,0.00020925584249198437,,4.185116849839687e-06
1,23,anti_first_fail,indomain_min,obj,328684.0,328684.0,328684.0,425084.0,1.0
1,23,anti_first_fail,indomain_min,time,50.0,80.0,0.00020592007786035538,,4.118401557207108e-06
1,24,anti_first_fail,indomain_min,obj,1337241.0,1337241.0,1272285.0,2964385.0,0.9514253601258112
1,24,anti_first_fail,indomain_min,time,60.0,100.0,0.00025318400003015995,,4.219733333835999e-06
1,25,anti_first_fail,indomain_min,obj,3117105.0,3117105.0,3117105.0,3819105.0,1.0
1,25,anti_first_fail,indomain_min,time,50.0,80.0,0.00023846281692385674,,4.7692563384771345e-06
1,26,anti_first_fail,indomain_min,obj,353869.0,353869.0,353869.0,356419.0,1.0
1,26,anti_first_fail,indomain_min,time,50.0,70.0,0.00020488817244768143,,4.097763448953628e-06
1,27,anti_first_fail,indomain_min,obj,963686.0,963686.0,963686.0,3639686.0,1.0
1,27,anti_first_fail,indomain_min,time,60.0,70.0,0.00016697915270924568,,2.782985878487428e-06
1,28,anti_first_fail,indomain_min,obj,60295.0,60295.0,60295.0,95845.0,1.0
1,28,anti_first_fail,indomain_min,time,50.0,70.0,0.00016864482313394547,,3.372896462678909e-06
1,29,anti_first_fail,indomain_min,obj,3122255.0,3122255.0,2372040.0,3167430.0,0.759720138169368
1,29,anti_first_fail,indomain_min,time,60.0,110.0,0.0002782619558274746,,4.637699263791243e-06
1,30,anti_first_fail,indomain_min,obj,587115.0,587115.0,588660.0,586213.0,1.0026315117140594
1,30,anti_first_fail,indomain_min,time,50.0,90.0,0.00021810992620885372,,4.3621985241770744e-06
1,31,anti_first_fail,indomain_min,obj,1684100.0,1684100.0,1684100.0,1847000.0,1.0
1,31,anti_first_fail,indomain_min,time,60.0,80.0,0.00019919010810554028,,3.319835135092338e-06
1,32,anti_first_fail,indomain_min,obj,1995294.0,1995294.0,1995294.0,2283322.0,1.0
1,32,anti_first_fail,indomain_min,time,50.0,80.0,0.0002003710251301527,,4.007420502603054e-06
1,33,anti_first_fail,indomain_min,obj,934760.0,934760.0,934760.0,2355560.0,1.0
1,33,anti_first_fail,indomain_min,time,50.0,70.0,0.0001667211763560772,,3.334423527121544e-06
1,34,anti_first_fail,indomain_min,obj,1322050.0,1322050.0,1322050.0,1497250.0,1.0
1,34,anti_first_fail,indomain_min,time,60.0,70.0,0.00016917800530791283,,2.819633421798547e-06
1,35,anti_first_fail,indomain_min,obj,216856.0,216856.0,216856.0,216876.0,1.0
1,35,anti_first_fail,indomain_min,time,60.0,80.0,0.00019477913156151772,,3.2463188593586287e-06
1,36,anti_first_fail,indomain_min,obj,430845.0,430845.0,382320.0,442370.0,0.8873724889461407
1,36,anti_first_fail,indomain_min,time,50.0,90.0,0.00027002510614693165,,5.400502122938633e-06
1,37,anti_first_fail,indomain_min,obj,731370.0,731370.0,728990.0,1048525.0,0.9967458331624212
1,37,anti_first_fail,indomain_min,time,50.0,90.0,0.000247427960857749,,4.94855921715498e-06
1,38,anti_first_fail,indomain_min,obj,1007340.0,1007340.0,1007340.0,1007340.0,1.0
1,38,anti_first_fail,indomain_min,time,60.0,80.0,0.0002047328744083643,,3.4122145734727384e-06
1,39,anti_first_fail,indomain_min,obj,4512850.0,4512850.0,4332150.0,5148250.0,0.9599587843602159
1,39,anti_first_fail,indomain_min,time,60.0,100.0,0.0002434391062706709,,4.057318437844515e-06
1,40,anti_first_fail,indomain_min,obj,966500.0,966500.0,932180.0,1172360.0,0.9644904293843766
1,40,anti_first_fail,indomain_min,time,60.0,100.0,0.0002476968802511692,,4.1282813375194865e-06
1,41,anti_first_fail,indomain_min,obj,1080440.0,1080440.0,1026290.0,1033590.0,0.94988152974714
1,41,anti_first_fail,indomain_min,time,60.0,100.0,0.0002565740142017603,,4.276233570029338e-06
1,42,anti_first_fail,indomain_min,obj,594242.0,594242.0,499342.0,597252.0,0.8403007528919194
1,42,anti_first_fail,indomain_min,time,50.0,110.0,0.00023711309768259525,,4.742261953651905e-06
1,43,anti_first_fail,indomain_min,obj,1260092.0,1260092.0,1260092.0,1500092.0,1.0
1,43,anti_first_fail,indomain_min,time,60.0,70.0,0.00017130887135863304,,2.8551478559772173e-06
1,44,anti_first_fail,indomain_min,obj,2790700.0,2790700.0,2777200.0,6434900.0,0.9951625040312466
1,44,anti_first_fail,indomain_min,time,60.0,90.0,0.00022004800848662853,,3.6674668081104755e-06
1,45,anti_first_fail,indomain_min,obj,2885442.0,2885442.0,2885442.0,9572199.0,1.0
1,45,anti_first_fail,indomain_min,time,60.0,80.0,0.00021629291586577892,,3.6048819310963155e-06
1,46,anti_first_fail,indomain_min,obj,1165890.0,1165890.0,1165890.0,1199490.0,1.0
1,46,anti_first_fail,indomain_min,time,50.0,70.0,0.00017312983982264996,,3.462596796452999e-06
1,47,anti_first_fail,indomain_min,obj,1294950.0,1294950.0,1294950.0,1507650.0,1.0
1,47,anti_first_fail,indomain_min,time,60.0,70.0,0.00017320807091891766,,2.886801181981961e-06
1,48,anti_first_fail,indomain_min,obj,1969700.0,1969700.0,1960100.0,2185800.0,0.9951261613443672
1,48,anti_first_fail,indomain_min,time,60.0,90.0,0.00022958707995712757,,3.826451332618793e-06
1,49,anti_first_fail,indomain_min,obj,2342750.0,2342750.0,2217250.0,6202040.0,0.9464304770035215
1,49,anti_first_fail,indomain_min,time,60.0,100.0,0.00023149815388023853,,3.858302564670642e-06
1,50,anti_first_fail,indomain_min,obj,884171.0,884171.0,491873.0,485033.0,0.5563098088491932
1,50,anti_first_fail,indomain_min,time,60.0,110.0,0.0002650038804858923,,4.416731341431538e-06
2,1,anti_first_fail,indomain_min,obj,826949.0,826949.0,630813.0,629505.0,0.7628197143959301
2,1,anti_first_fail,indomain_min,time,60.0,80.0,0.00024084700271487236,,4.014116711914539e-06
2,2,anti_first_fail,indomain_min,obj,2614700.0,2614700.0,2613900.0,3059200.0,0.9996940375568899
2,2,anti_first_fail,indomain_min,time,50.0,80.0,0.00023124506697058678,,4.624901339411735e-06
2,3,anti_first_fail,indomain_min,obj,1054517.0,1054517.0,1038137.0,1071477.0,0.9844668222513245
2,3,anti_first_fail,indomain_min,time,60.0,80.0,0.0002441441174596548,,4.06906862432758e-06
2,4,anti_first_fail,indomain_min,obj,593910.0,593910.0,593910.0,959910.0,1.0
2,4,anti_first_fail,indomain_min,time,60.0,70.0,0.00019042310304939747,,3.1737183841566244e-06
2,5,anti_first_fail,indomain_min,obj,2510000.0,2510000.0,2510000.0,3257500.0,1.0
2,5,anti_first_fail,indomain_min,time,50.0,70.0,0.00019085779786109924,,3.817155957221985e-06
2,6,anti_first_fail,indomain_min,obj,1068842.0,1068842.0,870818.0,906018.0,0.8147303343244371
2,6,anti_first_fail,indomain_min,time,60.0,80.0,0.0002295859158039093,,3.826431930065155e-06
2,7,anti_first_fail,indomain_min,obj,105268.0,105268.0,83490.0,83490.0,0.7931185165482387
2,7,anti_first_fail,indomain_min,time,60.0,90.0,0.000243437010794878,,4.057283513247967e-06
2,8,anti_first_fail,indomain_min,obj,947420.0,947420.0,938420.0,950120.0,0.9905005171940638
2,8,anti_first_fail,indomain_min,time,50.0,90.0,0.00026029697619378567,,5.205939523875713e-06
2,9,anti_first_fail,indomain_min,obj,1844880.0,1844880.0,1844880.0,2222380.0,1.0
2,9,anti_first_fail,indomain_min,time,60.0,80.0,0.00021954509429633617,,3.659084904938936e-06
2,10,anti_first_fail,indomain_min,obj,528277.0,528277.0,528277.0,603677.0,1.0
2,10,anti_first_fail,indomain_min,time,50.0,80.0,0.00025564199313521385,,5.112839862704277e-06
2,11,anti_first_fail,indomain_min,obj,826567.0,826567.0,826567.0,826567.0,1.0
2,11,anti_first_fail,indomain_min,time,60.0,80.0,0.0002247809898108244,,3.7463498301804067e-06
2,12,anti_first_fail,indomain_min,obj,1647860.0,1647860.0,1647860.0,1957360.0,1.0
2,12,anti_first_fail,indomain_min,time,50.0,70.0,0.00018971413373947144,,3.7942826747894286e-06
2,13,anti_first_fail,indomain_min,obj,3412840.0,3412840.0,3346280.0,3632080.0,0.9804971812332252
2,13,anti_first_fail,indomain_min,time,50.0,100.0,0.00030589010566473007,,6.117802113294601e-06
2,14,anti_first_fail,indomain_min,obj,897714.0,897714.0,897314.0,1012214.0,0.9995544237919872
2,14,anti_first_fail,indomain_min,time,60.0,80.0,0.00023700599558651447,,3.950099926441908e-06
2,15,anti_first_fail,indomain_min,obj,1458850.0,1458850.0,1458850.0,1492400.0,1.0
2,15,anti_first_fail,indomain_min,time,50.0,70.0,0.00019131600856781006,,3.826320171356201e-06
2,16,anti_first_fail,indomain_min,obj,700000.0,700000.0,700000.0,1253800.0,1.0
2,16,anti_first_fail,indomain_min,time,60.0,80.0,0.00022230902686715126,,3.7051504477858543e-06
2,17,anti_first_fail,indomain_min,obj,635188.0,635188.0,632188.0,1116088.0,0.995276988859991
2,17,anti_first_fail,indomain_min,time,50.0,90.0,0.00026701297610998154,,5.340259522199631e-06
2,18,anti_first_fail,indomain_min,obj,176992.0,176992.0,175792.0,202432.0,0.9932200325438438
2,18,anti_first_fail,indomain_min,time,50.0,100.0,0.0002767518162727356,,5.535036325454712e-06
2,19,anti_first_fail,indomain_min,obj,890605.0,890605.0,890605.0,894825.0,1.0
2,19,anti_first_fail,indomain_min,time,60.0,80.0,0.00023222388699650764,,3.870398116608461e-06
2,20,anti_first_fail,indomain_min,obj,1991216.0,1991216.0,1991216.0,2587216.0,1.0
2,20,anti_first_fail,indomain_min,time,50.0,80.0,0.00022166012786328793,,4.433202557265758e-06
2,21,anti_first_fail,indomain_min,obj,2589850.0,2589850.0,2589850.0,7718150.0,1.0
2,21,anti_first_fail,indomain_min,time,60.0,80.0,0.00022666086442768574,,3.7776810737947622e-06
2,22,anti_first_fail,indomain_min,obj,2122790.0,2122790.0,2099390.0,2545790.0,0.9889767711360992
2,22,anti_first_fail,indomain_min,time,50.0,80.0,0.00022923899814486504,,4.584779962897301e-06
2,23,anti_first_fail,indomain_min,obj,294380.0,294380.0,294380.0,294380.0,1.0
2,23,anti_first_fail,indomain_min,time,60.0,80.0,0.000225163996219635,,3.75273327032725e-06
2,24,anti_first_fail,indomain_min,obj,1230013.0,1230013.0,1175313.0,2435813.0,0.9555289253040415
2,24,anti_first_fail,indomain_min,time,60.0,100.0,0.00026387395337224007,,4.3978992228706675e-06
2,25,anti_first_fail,indomain_min,obj,2830170.0,2830170.0,2830170.0,3844170.0,1.0
2,25,anti_first_fail,indomain_min,time,50.0,80.0,0.0002606390044093132,,5.212780088186264e-06
2,26,anti_first_fail,indomain_min,obj,342950.0,342950.0,342950.0,345950.0,1.0
2,26,anti_first_fail,indomain_min,time,60.0,70.0,0.00022494490258395672,,3.7490817097326118e-06
2,27,anti_first_fail,indomain_min,obj,915016.0,915016.0,915016.0,2598616.0,1.0
2,27,anti_first_fail,indomain_min,time,70.0,70.0,0.00019463803619146347,,2.780543374163764e-06
2,28,anti_first_fail,indomain_min,obj,52275.0,52275.0,52275.0,110325.0,1.0
2,28,anti_first_fail,indomain_min,time,50.0,70.0,0.00019085593521595,,3.817118704319001e-06
2,29,anti_first_fail,indomain_min,obj,3014715.0,3014715.0,2237960.0,3506660.0,0.7423454621746998
2,29,anti_first_fail,indomain_min,time,60.0,100.0,0.00030184187926352024,,5.0306979877253376e-06
2,30,anti_first_fail,indomain_min,obj,533533.0,533533.0,536873.0,531773.0,1.006260156353965
2,30,anti_first_fail,indomain_min,time,60.0,90.0,0.00024116691201925278,,4.019448533654213e-06
2,31,anti_first_fail,indomain_min,obj,1580700.0,1580700.0,1580700.0,1884000.0,1.0
2,31,anti_first_fail,indomain_min,time,50.0,70.0,0.00021521514281630516,,4.304302856326103e-06
2,32,anti_first_fail,indomain_min,obj,1915020.0,1915020.0,1924372.0,2156066.0,1.0048834999112282
2,32,anti_first_fail,indomain_min,time,50.0,80.0,0.0002961850259453058,,5.923700518906116e-06
2,33,anti_first_fail,indomain_min,obj,909400.0,909400.0,909400.0,1015600.0,1.0
2,33,anti_first_fail,indomain_min,time,60.0,70.0,0.0001889260020107031,,3.148766700178385e-06
2,34,anti_first_fail,indomain_min,obj,1269340.0,1269340.0,1269340.0,1452590.0,1.0
2,34,anti_first_fail,indomain_min,time,50.0,70.0,0.00019004195928573608,,3.8008391857147216e-06
2,35,anti_first_fail,indomain_min,obj,218921.0,218921.0,218921.0,218981.0,1.0
2,35,anti_first_fail,indomain_min,time,60.0,80.0,0.0002198321744799614,,3.6638695746660234e-06
2,36,anti_first_fail,indomain_min,obj,358825.0,358825.0,297175.0,301775.0,0.8281892287326691
2,36,anti_first_fail,indomain_min,time,50.0,100.0,0.000297504011541605,,5.9500802308321e-06
2,37,anti_first_fail,indomain_min,obj,606570.0,606570.0,604120.0,686015.0,0.9959608948678635
2,37,anti_first_fail,indomain_min,time,50.0,90.0,0.0002816470805555582,,5.632941611111164e-06
2,38,anti_first_fail,indomain_min,obj,964274.0,964274.0,964274.0,995474.0,1.0
2,38,anti_first_fail,indomain_min,time,50.0,80.0,0.00022303895093500614,,4.460779018700123e-06
2,39,anti_first_fail,indomain_min,obj,4172245.0,4172245.0,3949345.0,5068245.0,0.9465755246875484
2,39,anti_first_fail,indomain_min,time,60.0,110.0,0.00026136008091270924,,4.356001348545154e-06
2,40,anti_first_fail,indomain_min,obj,892620.0,892620.0,834600.0,1113630.0,0.9350003360892654
2,40,anti_first_fail,indomain_min,time,50.0,90.0,0.00039797904901206493,,7.959580980241299e-06
2,41,anti_first_fail,indomain_min,obj,1023140.0,1023140.0,985640.0,1023540.0,0.9633481244013526
2,41,anti_first_fail,indomain_min,time,60.0,100.0,0.0002783047966659069,,4.638413277765115e-06
2,42,anti_first_fail,indomain_min,obj,552259.0,552259.0,464810.0,534550.0,0.8416521957994347
2,42,anti_first_fail,indomain_min,time,50.0,100.0,0.0002580089494585991,,5.160178989171982e-06
2,43,anti_first_fail,indomain_min,obj,1149590.0,1149590.0,1149590.0,1177490.0,1.0
2,43,anti_first_fail,indomain_min,time,60.0,70.0,0.00018956605345010757,,3.1594342241684594e-06
2,44,anti_first_fail,indomain_min,obj,2588900.0,2588900.0,2567600.0,3079500.0,0.9917725674997103
2,44,anti_first_fail,indomain_min,time,50.0,90.0,0.000372681999579072,,7.45363999158144e-06
2,45,anti_first_fail,indomain_min,obj,2709561.0,2709561.0,2709561.0,3996861.0,1.0
2,45,anti_first_fail,indomain_min,time,60.0,80.0,0.00024749990552663803,,4.124998425443967e-06
2,46,anti_first_fail,indomain_min,obj,1092980.0,1092980.0,1092980.0,1104780.0,1.0
2,46,anti_first_fail,indomain_min,time,60.0,70.0,0.00019029201939702034,,3.1715336566170056e-06
2,47,anti_first_fail,indomain_min,obj,1237200.0,1237200.0,1237200.0,1293500.0,1.0
2,47,anti_first_fail,indomain_min,time,60.0,70.0,0.00019220192916691303,,3.2033654861152173e-06
2,48,anti_first_fail,indomain_min,obj,1792700.0,1792700.0,1786600.0,1860200.0,0.9965973113181235
2,48,anti_first_fail,indomain_min,time,50.0,90.0,0.0002679291646927595,,5.35858329385519e-06
2,49,anti_first_fail,indomain_min,obj,2207560.0,2207560.0,2102560.0,6168410.0,0.9524361738752287
2,49,anti_first_fail,indomain_min,time,60.0,90.0,0.00027024303562939167,,4.5040505938231945e-06
2,50,anti_first_fail,indomain_min,obj,862554.0,862554.0,478974.0,484604.0,0.555297407466663
2,50,anti_first_fail,indomain_min,time,70.0,100.0,0.00028764689341187477,,4.109241334455354e-06
