,,,,,Gecode,Optimistic
4,6,first_fail,indomain_split_random,obj,391235.0,385885.0
4,6,first_fail,indomain_split_random,time,110.0,0.00027233001310378313
4,7,first_fail,indomain_split_random,obj,2179170.0,1979670.0
4,7,first_fail,indomain_split_random,time,90.0,0.00025078500038944185
4,8,first_fail,indomain_split_random,obj,2429775.0,809565.0
4,8,first_fail,indomain_split_random,time,130.0,0.0002820599911501631
4,9,first_fail,indomain_split_random,obj,2182630.0,1622830.0
4,9,first_fail,indomain_split_random,time,100.0,0.00025310099590569735
4,10,first_fail,indomain_split_random,obj,1162588.0,794216.0
4,10,first_fail,indomain_split_random,time,110.0,0.00025221100077033043
5,1,first_fail,indomain_split_random,obj,1456038.0,848738.0
5,1,first_fail,indomain_split_random,time,100.0,0.0002472560008754954
5,2,first_fail,indomain_split_random,obj,130010.0,60510.0
5,2,first_fail,indomain_split_random,time,100.0,0.0002417459909338504
5,3,first_fail,indomain_split_random,obj,657825.0,571360.0
5,3,first_fail,indomain_split_random,time,100.0,0.00027944800967816263
5,4,first_fail,indomain_split_random,obj,1296973.0,1099113.0
5,4,first_fail,indomain_split_random,time,120.0,0.0002657879958860576
5,5,first_fail,indomain_split_random,obj,1509354.0,710006.0
5,5,first_fail,indomain_split_random,time,100.0,0.0003612549917306751
5,6,first_fail,indomain_split_random,obj,374965.0,369565.0
5,6,first_fail,indomain_split_random,time,100.0,0.00024267801200039685
5,7,first_fail,indomain_split_random,obj,1835640.0,1670140.0
5,7,first_fail,indomain_split_random,time,90.0,0.000320167004247196
5,8,first_fail,indomain_split_random,obj,2352150.0,810075.0
5,8,first_fail,indomain_split_random,time,110.0,0.00028066200320608914
5,9,first_fail,indomain_split_random,obj,2310857.0,1602557.0
5,9,first_fail,indomain_split_random,time,100.0,0.0002717379975365475
5,10,first_fail,indomain_split_random,obj,1085788.0,702320.0
5,10,first_fail,indomain_split_random,time,110.0,0.00030257299658842385
